,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,202666,157849,112040,90218,82342,83007,117886,136308,179039,196276,221582,259378,300514,299653,289280,301814,290681,307706,332183,340257,345288,350676,320021,267916,0.965
1,b,682,617,477,349,330,714,3095,5017,7105,8582,15144,18843,9763,8329,7769,6196,6262,9338,11276,10385,7745,6024,2258,802,0.965
2,c,152105,112837,88307,57983,59712,82310,200255,615610,999876,1131395,1545655,1618394,1207662,1184917,1320934,1280392,1277839,1408908,1304371,1898340,1181933,1121490,694194,398468,0.995
3,d,8685649,3224685,1559039,1093481,1381733,3867700,17683402,52867965,115516788,170185415,209399420,213537341,211510520,185155502,159320112,127719092,106279933,100157500,123635470,198054542,307006219,340243894,183012900,45523689,0.955
4,e,44982811556,43076026780,48174949978,46530162885,37178841019,26040908884,19106880187,16377830710,14181482264,14428355548,15582282173,17315874412,20809789119,28603551846,42615128697,56649310689,63509901065,65779944688,67014180441,67083643830,66596893542,62171733992,53257592581,40560011746,0.915
5,f,23319526,4368047,1802094,1182963,978833,1597733,4808521,17919450,41804815,61119276,75464674,57390282,74867540,96744737,104891165,111109412,108613774,97034523,98060979,99543336,118395647,114882524,69333779,25695222,0.95
6,g,3,9,1,1,1,1,4,478,37,4,26,53,18,3,2,2,6,10,9,4,1,1,3,1,0.965
7,h,7914,3987,2530,1887,3163,10617,35439,93440,366304,548912,229217,267964,274370,254921,238858,241015,249219,239432,242128,265544,241484,149757,80945,22524,0.955
8,i,5539148,6058451,2617689,3176847,2075456,1963849,3556141,11498871,22454700,28788664,35898886,36129820,35570650,56045013,73374665,67334838,60728662,43473383,31599822,29075532,43974297,47498812,35548358,14794592,0.91
9,j,23686958,36482320,57113904,70186445,123576482,97019150,103233419,119332121,131097743,122046351,99996021,116092625,222850273,282906937,303797054,279002187,120052650,49281867,15510151,5343311,2658975,2405040,4105927,12176333,0.935
10,k,18433,33929,44564,60567,58181,80589,101781,108588,113776,104992,85307,91415,98127,124300,123098,112948,83893,38711,18016,8405,2961,2058,2595,5652,0.975
11,l,74,89,77,99,185,440,1546,2805,3037,2567,5493,4859,4777,3115,2570,1909,2127,2728,3344,2735,2288,1595,1195,717,0.955
12,m,469,868,1024,1145,1420,1428,2098,2963,3977,3394,3575,3314,2854,2493,2786,2617,3028,3549,3029,2206,1319,977,1211,2082,0.935
13,n,26774,10252,4643,2082,1585,4047,33071,187292,728448,868367,1145598,875709,1106023,844156,653484,552595,430457,433183,518726,814845,1062029,1061152,562513,154227,0.91
14,o,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.985
15,p,27261244,18807370,10936020,5929589,2476453,1136297,1361936,2154701,3194966,4618406,7316129,10186640,16590575,24525953,30881378,32971642,29513670,37272923,43249807,45481651,49630409,39641357,25081538,17875276,0.975
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
17,r,4192199,2026013,1521310,2015203,4768274,12810323,35453226,69949392,96965262,117175868,127126239,135163588,139951756,147231801,141890371,132631501,140122312,160431999,184173542,206223357,184215855,117929675,57384148,14845400,0.99
18,s,33323,24994,8567,5086,4786,12261,43915,168586,333856,439486,486932,439745,443020,412601,402543,379621,366650,421434,570452,723821,781635,762054,324807,107327,0.99
19,t,59951,34614,28264,37606,56942,102269,228011,565219,825707,945400,741809,687558,813354,914322,1106586,1016527,956146,894323,1100142,1279771,1263452,2935358,1366273,290453,0.98
20,u,599,334,155,109,198,697,7116,21573,30502,26579,28833,23271,19730,13662,13566,12863,8952,13063,13894,13979,12298,6167,2015,585,0.92
21,v,718,3487,12561,18240,23050,15630,15809,15661,21853,20499,16580,9526,12013,26516,49214,51054,30003,10489,2740,529,159,78,65,178,0.975
22,w,356,334,635,468,826,630,850,1008,1136,2407,7124,6525,6873,6897,7490,6876,3241,2863,1446,1235,1802,901,633,569,0.96
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
25,z,194905,608194,1575051,2554999,3251257,2378448,2944774,3417398,3609625,3823732,3224494,2258665,2770195,4474903,6592661,7386106,7440835,4798881,2149028,775481,308656,156315,96771,86324,0.94
