,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,176611,133491,102090,94782,99501,111415,133915,168666,184815,199480,213399,303224,353493,360304,355306,354601,387124,446533,473297,512918,508834,458797,376040,301526,0.965
1,b,72014,66775,63679,70146,83507,92969,87956,124082,115188,73163,40431,20413,15705,20557,20102,18553,20261,24779,28074,43675,26512,12135,6442,2971,0.965
2,c,281679,259894,135430,172503,159258,213258,256537,641385,1000253,1240323,1239250,1312725,1688599,2034804,2171398,2391461,2646972,2287935,2405355,2434638,2976625,1717911,681671,348381,0.995
3,d,6182546,1733080,716470,597832,664591,2488015,13069859,52297551,112614594,172834765,199588083,197337107,226636274,264887016,246481594,203881948,167759585,149649462,194597489,288774043,342586100,236348700,91558161,19706862,0.955
4,e,51108971798,54229023015,44745760158,55565495132,48505179451,36456129255,30508998193,27284301212,24199898085,24981592020,26182297961,26098953057,30692446946,40767015156,58423151567,72274969351,86322779341,88509517297,92930876922,100244967399,101110202308,101007619856,82657354787,60803273908,0.915
5,f,10694710,5345938,2881738,2215647,3007608,3542445,9834945,26698083,58332489,79201603,113163308,88274496,119738048,141107893,135161047,152346029,158971564,166204557,137980983,219069372,276222592,189403070,91642830,25635078,0.95
6,g,3,6,5,3,5,4,3,14,12,12,7,11,10,4,4,3,9,11,7,6,7,5,9,7,0.965
7,h,8243,3595,2478,3915,9677,25031,59554,163464,222146,282354,288813,368324,381297,426349,446500,454086,495896,546991,600250,678367,570978,297331,97676,25376,0.955
8,i,3252874,1833543,1982701,2000739,2026940,2764109,3876157,9849206,18925923,25325931,31807546,32531109,37946939,65987015,86551253,74481764,57362487,40174867,28389657,32724848,45621618,54471727,49246148,10433797,0.91
9,j,34575515,78144260,100819403,119028331,131399961,156281112,142073961,156595898,169416119,176255521,181390980,259970425,427459945,539939913,490777065,266571885,107700961,37989053,10130970,3163274,1723164,1491879,5076941,15718555,0.935
10,k,12272,30462,47945,71259,81651,121947,128070,148342,136376,146099,95549,143199,173628,228286,326651,312026,212948,125036,45650,16056,6364,2952,2913,6480,0.975
11,l,33,43,25,19,29,123,357,1183,1190,1002,1008,1415,1217,1267,9282,2004,2401,2980,2922,2686,1448,484,179,47,0.955
12,m,356,937,1193,1402,1821,1705,1447,3128,3866,4027,3378,3373,4408,4901,5553,4442,4311,3087,1736,1349,1121,595,601,467,0.935
13,n,20296,7296,2994,2388,2651,6203,25732,194560,909093,997886,1348626,1175219,1596630,1845738,1488549,1278262,1041174,991653,1247679,2023724,2459184,1774784,502487,86708,0.91
14,o,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.985
15,p,15235191,37705949,40289913,34824781,18587565,14410359,15453590,21658316,27072099,32727630,37203960,46129504,65729370,85910054,102994619,108461681,114749487,145509080,180638422,198664086,200077410,136857854,85544910,60949977,0.975
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
17,r,4250349,1773807,1874969,2656972,5782422,12193287,30037147,64531189,92645336,102602694,118485983,127142651,150314829,165524521,199420061,183097177,213886647,252252206,266840482,232817322,162436381,93476324,32471074,8137790,0.99
18,s,31879,62304,11363,7297,8646,17277,55926,287462,581083,776599,717208,775022,923883,940642,789477,749187,826889,922877,1144215,1424088,1577332,925132,278064,75799,0.99
19,t,77306,53462,50169,73242,100752,160527,268395,585406,842089,1005975,987646,1176958,1245992,1494893,1662538,1802639,1638050,2010029,2364580,2027081,1664520,956981,505559,145215,0.98
20,u,209,112,91,141,271,716,6586,25348,33270,31236,33702,33396,35332,31090,42885,56598,76396,117540,125829,92292,48712,15264,3297,636,0.92
21,v,526,2145,8313,14524,18225,12092,11913,14527,18833,22476,14495,8754,14912,36975,71690,70152,36595,10922,2147,528,196,95,125,335,0.975
22,w,523,1114,1060,965,1043,977,1016,1702,1712,5176,3915,3526,3885,2045,1962,1814,2358,2646,5094,3640,1316,6385,1254,1002,0.96
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
25,z,252107,659474,1644323,3492253,5053966,5006966,6964166,7247188,7599929,7534708,6609639,5566876,7187269,11537571,14724287,15422155,12138857,6153868,2164227,729116,296855,171272,125931,147880,0.94
