,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,263250,186083,176075,173826,195604,192977,197804,198744,225844,220939,232993,232956,260146,287371,299939,306163,309211,334825,354468,363926,355116,325791,277878,212187,0.965
1,b,381,196,163,274,628,1597,4140,6675,9598,34751,28829,55515,70133,66714,65185,89075,83275,92222,192918,180751,86753,89210,70176,72709,0.965
2,c,316099,246916,152460,167243,169788,207247,274459,574965,938034,1206469,1555892,1577225,1108257,1379786,1707765,2637365,3505515,3332160,3157455,3416602,2123247,1198514,712005,378596,0.995
3,d,3653084,1509437,658982,461852,660425,3046393,15862769,65564208,120199582,177645399,191995136,190615240,202918078,243199891,224907261,189275225,147680096,137014696,154772925,242736735,291715779,177145787,61269391,14173240,0.955
4,e,51369345390,56080554201,47476161650,46782614654,39193122430,29269728874,23841718376,22028493293,20957083126,21453089269,22065309989,24423693489,31282713286,45335689956,67035023106,84621175279,98447112961,97919334887,95635749293,90488930023,91727355807,89937093283,74126181414,55437438639,0.915
5,f,8188290,3935769,1796280,1679659,1507948,3205767,7284406,25689035,48233834,63836382,83560212,76932025,134578304,148891661,132151393,150581577,138259439,133280928,114830499,155646714,185762000,160126059,72585728,17893273,0.95
6,g,3,5,2,2,6,9,2,2,5,7,9,12,7,6,5,8,12,8,7,7,18,4,20,3,0.965
7,h,8152,3885,2885,4594,10455,44459,70676,142858,192500,261111,254713,313384,329727,390274,468800,518992,529205,507153,565909,590176,481797,192447,53762,13329,0.955
8,i,3527728,2549904,2476983,2360301,2403985,3296359,4543786,10671946,20268856,25846146,32029359,32999250,39928214,68989698,88813842,73131404,53183186,35117273,24661638,25466446,41382330,38602173,23535995,8071710,0.91
9,j,31056295,54001527,77573733,103158344,168650752,127820120,130560833,146368385,158994991,133013543,111486931,126575688,186716922,271621499,344847571,229860043,99816972,31540588,9321561,3137974,1597781,1628645,5101286,16154734,0.935
10,k,14739,31929,52586,83385,87425,159085,152440,143249,132944,124174,124355,137427,181850,222558,285514,371325,263144,120121,50960,18225,16727,2678,3039,6627,0.975
11,l,14,15,8,10,60,161,319,579,570,670,909,997,826,690,854,944,1394,1970,2527,2240,1889,285,76,26,0.955
12,m,250,519,767,1116,1576,1927,1250,1587,1994,2058,2190,2317,1853,4016,4749,4772,4752,2313,1430,1070,816,301,213,214,0.935
13,n,45168,8358,2988,1962,2223,7974,80992,221092,837490,1025894,1364665,1127589,1443955,1321030,1211217,1061152,818624,752086,1013258,1520533,1697870,1074220,330213,58566,0.91
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,5,0,0,0,0.985
15,p,21376622,18616818,11636704,5423632,2059085,974369,1053441,2055765,3344524,4779316,7323603,10648237,17718196,27168306,37195846,39700129,36708868,47656490,75525000,77337353,76388897,54275700,35097334,24580939,0.975
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
17,r,2163288,2163508,2100821,3150965,6646038,15339636,36045521,67976122,91855357,106513335,119045949,116703258,123074214,141330076,165376209,168921611,170429061,199176732,226359221,210778945,154962909,68706925,23832389,6188191,0.99
18,s,65715,27333,21537,20849,19570,37734,116468,353031,622446,918924,868375,1011012,1045750,901221,767666,720248,738472,739253,913479,1214250,1451926,780802,243319,64323,0.99
19,t,45860,32452,44121,90590,142365,183504,279554,592475,760839,834983,775014,1068773,1199811,1415655,1838699,1792692,1580651,1661861,1900480,1590670,1358415,738866,282418,97777,0.98
20,u,132,45,50,54,294,954,8365,20182,26256,23622,27326,22077,23842,25072,43565,56009,62380,84486,103498,73248,41508,11898,2477,436,0.92
21,v,503,2489,8132,15397,19002,14055,10399,11320,15583,20517,13293,7885,10857,31453,129735,62950,32288,8164,1710,569,213,105,127,285,0.975
22,w,1553,1657,1603,1689,2463,3750,2332,1854,2098,4663,3030,2927,2941,2796,2721,2616,2431,2839,3219,3636,3187,3127,2266,1055,0.96
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
25,z,218072,633019,1866765,3816893,5499205,4658516,5848860,6160882,6105420,7180444,7211537,5171112,6461750,9848158,12418980,11345956,9717314,5365137,2253082,910526,367455,178895,100026,93803,0.94
