,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,198791,150977,107477,90621,78414,85511,101773,133137,171559,203801,218429,257990,297804,305836,297359,304285,287665,288233,307975,313695,332783,344977,329138,278401,0.965
1,b,344,226,96,80,169,531,2301,4114,4662,6338,7459,5827,6447,7981,11298,7727,5808,4691,6775,8564,8389,7430,2214,806,0.965
2,c,248858,168951,146916,117631,139606,208605,396599,809828,1185899,1356393,1317653,1236085,1078513,1378558,1353740,1320850,1298265,1307180,1415644,1505181,1514995,1326137,734330,426787,0.995
3,d,3299468,1057788,595500,408801,609277,3761694,21537289,84698907,137142262,189196001,194811427,174622581,168486395,158832339,133703205,115071479,100206507,92110787,105781776,148944895,228661020,183556625,81240780,24794018,0.955
4,e,57153866090,57537471592,63786612510,63461808812,47171006402,31674573381,23541405941,21065489380,19020780156,19516152315,20059491121,21642548121,28206496248,41979622301,61984571073,76228950370,79347066998,76307293934,77623349591,75562168000,70851056556,66549761603,55755945768,41726209567,0.915
5,f,14739469,6812370,4921883,3652085,2901715,4964724,13690362,34912695,74145455,107770873,141654252,112770954,141309370,167151161,174071766,163963385,135289771,124855986,139763148,161199593,173330333,158495550,110435660,44898929,0.95
6,g,1,2,2,1,0,24,0,1,1,3,2,5,2,9,23,54,35,24,64,84,43,76,93,87,0.965
7,h,5237,2300,1488,1283,2643,10425,32221,88426,138589,181082,220906,229885,215697,237725,240031,194931,174421,120069,112638,148708,164068,128148,61704,23806,0.955
8,i,3060980,1929156,1887186,1689146,1551808,1929999,4555756,12251561,23989358,29674138,34820852,32561512,32878015,51510403,67092377,54665825,42894328,31697332,23022083,23130584,32281985,31475045,23188457,10080004,0.91
9,j,37667888,61741351,81191262,107864864,171381879,127283103,120546241,132923505,140755829,125145465,102066092,125111230,295402864,289851525,343635972,306271863,113006175,40266515,12312453,3927793,1806644,1840332,5454071,16321967,0.935
10,k,17209,35078,50980,77605,85922,127074,146516,144475,126788,137525,106458,111253,138213,176701,234164,348755,476646,104194,71665,31583,15506,11868,9833,12764,0.975
11,l,17,9,11,8,11,34,234,499,613,1311,1007,743,613,673,551,569,494,588,622,666,480,297,130,71,0.955
12,m,491,689,831,733,773,673,652,1132,1656,1682,2116,1589,1599,2823,6930,15253,24121,5113,7776,8592,4442,5825,3873,2916,0.935
13,n,15131,3813,2919,2033,2234,7688,51534,301532,1011781,1012630,1161372,886335,1089603,960597,857752,669742,522786,559000,722499,915529,1027591,1129814,577206,135802,0.91
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.985
15,p,14436088,13033194,9286792,5572389,3225834,1653125,1860362,3230164,4158944,5925624,7296609,9156832,14141668,21280822,28791713,36773047,30408831,30400542,40230972,42320331,48568898,41665496,26446484,17292752,0.975
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
17,r,3403843,1605310,1413124,2435988,6608650,17823332,45555571,86809827,103083692,116282696,129030344,137832533,153374235,160948734,146221281,132503328,147604623,163458832,198175576,200123625,174362634,91677426,34318178,10635208,0.99
18,s,23905,12347,8870,4043,6890,20827,74854,345285,655064,772840,664264,626022,698549,601868,602281,778855,559047,716084,963127,1075683,1171608,1092987,634456,108774,0.99
19,t,51439,27602,27952,34770,64766,138868,308712,697445,928517,1030837,761636,675176,869725,947260,1120534,1127114,962828,908459,952295,1004065,1014843,946034,588284,163422,0.98
20,u,375,115,114,42,221,1212,10972,31119,39358,33407,36357,26379,19896,15978,14554,12582,11290,12801,15088,18657,14795,7883,3056,1984,0.92
21,v,608,3478,13011,22777,25644,17381,13983,15915,20779,22974,16222,9854,11014,25417,49645,52026,30765,10819,2763,655,257,118,137,204,0.975
22,w,168,138,257,211,138,99,158,243,336,1336,1832,932,1056,1437,1302,2053,1579,1645,1868,2205,650,1187,440,379,0.96
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
24,y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,2,4,1,0,1,0.9
25,z,225057,776785,2319378,3237166,3564240,2551148,3246850,3879686,4001536,3935397,3368318,2396531,2916462,4863685,7316427,8763309,8352917,4426437,1877624,693149,284045,152856,99340,102873,0.94
