,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,265938,252349,243135,213534,176557,148379,129213,133358,149455,172112,183564,209348,228300,229666,234567,244427,227914,231031,245374,239292,229030,256280,262471,274122,0.965
1,b,678,384,403,912,1618,3025,5411,8851,11680,13263,11789,11440,10025,9589,8086,8226,8221,10244,11180,11724,13392,9709,4887,2433,0.965
2,c,449659,348550,389071,313319,326402,510759,523088,1151466,1752491,2022490,2105127,2022995,1227517,1384183,2355127,2496739,1712708,1590610,1637294,3400529,2723860,2456133,1508629,644489,0.995
3,d,4808321,1671405,890258,569277,763980,3749634,19234149,82351710,152775810,218937106,230518666,220869962,238932710,284176377,263456487,222757102,181092627,150088775,179101925,286860541,394079509,268750190,101441470,19772663,0.955
4,e,43785784747,45358278690,48497362966,50988836915,41571915505,33065671866,24635753467,22365506168,21005803102,21103255097,24328766143,25570010607,31179320325,42036345066,57022872927,69202574153,73255578176,74368803756,74656691937,75219563382,75486654211,74138023647,64625197462,46573492140,0.915
5,f,12522999,5205842,4365914,4561159,2515513,4583366,7511570,22840756,48938129,64500569,83842537,75282168,103729747,123009113,135183227,125701989,108404233,93291072,90868675,123835647,174970586,150165836,89515725,24769785,0.95
6,g,6,4,7,7,7,7,4,7,9,12,10,12,10,6,8,18,27,28,21,20,16,17,14,10,0.965
7,h,13856,5924,4302,5426,11316,31946,77967,174906,237967,321301,348125,355073,393774,413730,430417,398387,378881,363058,397295,390363,455944,319039,128874,35856,0.955
8,i,4165549,1593086,1122001,1005896,1043113,1535907,2847730,8583161,17938859,26023765,34115426,32457595,32619598,43922406,54441480,55780530,46301103,34586037,22930698,21823952,37745418,53754388,39749456,13407344,0.91
9,j,38259227,66075005,97795776,133070238,207645198,158609388,154523476,183185723,195469545,176547435,155055553,154184989,275141696,323421600,349102325,239791329,101759675,30871018,8711955,3088264,1501106,1947101,6595098,20886709,0.935
10,k,32305,230323,463547,460956,476405,267323,166501,211058,210170,202624,150191,175681,211332,303818,302725,323557,224111,116822,52217,43718,36728,35477,40683,55491,0.975
11,l,27,14,16,26,42,120,151,385,686,767,712,949,915,743,512,469,518,527,529,494,690,449,189,70,0.955
12,m,1492,2068,2053,2488,2532,2647,2747,3549,5384,6608,4872,3702,2986,6692,5959,6728,5446,3585,1964,1381,1333,1372,1464,1094,0.935
13,n,25438,7169,4567,3022,3758,9987,48225,228669,739174,931242,1311453,1181462,1436705,1526456,1622291,1401249,920617,932037,1303869,1702544,2854485,1956952,693891,127549,0.91
14,o,4,7,7,12,11,9,6,5,7,6,5,4,2,2,1,3,4,3,1,1,1,2,1,1,0.985
15,p,27249169,18726342,10338173,4644656,1896794,1149935,1163700,2945531,4476976,5558972,7493550,11256060,17833629,31146085,36131258,39485932,38431893,50477967,64961170,68826040,79289482,69351694,43200972,32304758,0.975
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
17,r,4288672,1948113,1445345,1953893,4110562,9952872,24333193,56063771,83970479,103655206,112512138,121250369,130431066,130792824,126607534,118809837,112715065,119978376,136714633,157357353,167408688,103944856,42513976,12163987,0.99
18,s,42816,20871,12910,12664,14399,30150,63472,151491,272194,390124,399033,387927,376484,419480,449690,428235,468493,511371,664298,940836,1116658,836446,388931,112297,0.99
19,t,255137,353882,220339,203491,152974,167462,216091,546346,798487,1233177,1856278,2769226,3430850,2843908,2640196,1874889,969644,703936,368820,451025,594352,655164,586813,393397,0.98
20,u,594,290,191,278,632,1149,4747,14570,21248,21386,23957,21139,20965,18559,16873,13426,14147,16115,16020,21396,22578,14246,5399,1459,0.92
21,v,558,2287,10295,16846,21013,14563,10679,13990,18103,21386,20843,11191,10598,16388,34487,24806,18658,7839,2055,635,239,133,95,135,0.975
22,w,1192,808,514,570,708,1215,776,892,1017,2264,1863,1100,1696,1106,1283,1509,764,654,728,707,816,567,518,522,0.96
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
25,z,168943,575445,1651593,2800323,3668899,3050617,3494272,5367396,4859380,4815172,4066668,2796804,3508957,5728052,8521603,9360040,7923843,4286033,1574695,590324,255949,148521,139061,125766,0.94
