,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,308147,256365,214916,192689,205072,215935,228460,252058,296616,311045,324029,342186,368969,392852,415243,443231,478460,520480,550043,559485,530041,504825,447633,365317,0.965
1,b,754,455,338,446,775,1466,1723,3777,5703,9299,10207,7978,5958,10733,11073,12362,12105,14462,13324,12672,12193,8438,6431,2171,0.965
2,c,519417,266887,170864,151423,193390,186392,229704,325309,754482,1248086,1908877,1626885,1460028,1391037,1500152,2240502,2673345,2132622,1934816,2456804,2823478,2400036,1946854,1096285,0.995
3,d,17045920,3700645,1246541,561665,428669,635052,3086515,15397493,65552513,116977061,179369630,189630846,186993308,200598797,240488456,231953254,202913231,186868843,161484266,189641849,277311164,319902668,202353068,66292162,0.955
4,e,71401209461,66020911848,69816073240,69734257915,65628726713,50586835483,36103443403,26926111096,23683449089,22186982507,23054420099,24112850689,26345154589,37505833822,54666721827,82856257764,98041002153,102327671436,95879704793,93547980319,91484229323,87304642450,87919118800,73365195196,0.915
5,f,21532264,6478624,2781179,1730727,1013320,1049722,2165123,7028406,26270742,63680842,81936642,106423086,76974875,115425680,156465705,165080907,162968925,158541541,165520819,157224182,180908777,235555197,160556868,63078028,0.95
6,g,2,3,2,2,3,3,2,11,3,6,7,8,4,6,4,4,5,8,3,5,2,2,3,2,0.965
7,h,25882,8745,6296,6335,7920,15213,45358,111050,221708,308520,402127,467171,469748,592772,780995,864174,950733,1026484,871645,870885,1101329,552974,284299,91187,0.955
8,i,14752815,6274631,3909391,2652246,2350952,1906893,1983795,5110832,11368339,20584603,28306796,36185837,42286464,49635266,68572221,78924636,65589172,54831258,44179966,31240833,33958804,51300960,52351915,35571219,0.91
9,j,26584155,49220342,70237055,96593966,147254059,116453100,123571912,131998058,141568932,129723937,114156428,120790650,217969202,261109775,269587262,184867551,70308309,22427482,6531047,2159241,1056614,1127266,2916015,11001758,0.935
10,k,12245,30270,48272,74981,87579,146218,165823,151217,145929,146926,111399,135076,163766,188547,192424,187062,108376,57711,23298,10327,4556,2340,2787,4561,0.975
11,l,106,398,259,347,147,279,506,643,1687,1554,1498,2332,1853,3512,2300,2388,3010,5337,4255,5551,3979,2591,1111,767,0.955
12,m,192,357,643,779,1293,1564,1402,1254,1561,1496,1434,1631,1484,1974,3317,3926,3279,2653,1228,661,455,346,292,180,0.935
13,n,130896,25001,11837,4240,2282,2301,5491,29471,210703,924799,1101339,1567084,1188722,1586407,1633970,1569998,1300594,1153887,1029915,1543627,1901274,2384737,1534647,533446,0.91
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985
15,p,36214539,21683067,11683569,4489998,1566611,576240,443907,732397,2201009,4501181,8619766,15901123,23940432,32256290,36749189,37685338,45759965,61850629,68068065,75361802,75179774,71221971,64539516,47290071,0.975
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
17,r,5535936,2332668,1800094,2266239,5244565,12894311,29061683,60935577,94590802,119865742,134740085,154277576,166677544,195181031,215888185,234176094,246753432,277013964,297900011,336780788,316182125,177494641,59953912,17783439,0.99
18,s,86584,27140,12514,7641,6138,7616,17371,59873,274325,668232,845253,716119,723029,893151,893794,781628,824997,1012745,1070598,1136250,1195685,1218708,762361,291427,0.99
19,t,103783,61597,67989,138567,178022,279258,473031,1103379,1447948,1498038,1288072,1592117,1897924,2369628,3089175,3006822,2835569,3200906,3068327,3080717,2898611,2048823,732732,262680,0.98
20,u,1002,272,97,66,94,271,769,8827,33930,55611,47185,54193,46664,41708,36235,55306,78847,106744,116380,121607,92624,60208,24475,5464,0.92
21,v,446,1896,7681,15388,18503,12217,11685,12972,25895,25072,15592,8289,14811,42646,78908,66084,34134,10602,2373,749,386,231,290,473,0.975
22,w,2725,2248,2213,2424,1630,3291,3230,3038,2773,2704,4874,5258,2723,3693,3715,2896,3381,4486,3479,4449,6739,6268,3773,2822,0.96
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
25,z,303767,985664,2590922,3999900,4878557,3470431,4429796,5560459,5292345,5734710,5149161,3909979,5192915,7788300,10887341,12122370,9178619,4547035,1678680,610880,272581,153486,133024,154017,0.94
