,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,257268,208719,170104,148550,126912,123038,146350,177296,204616,217740,244357,272864,289385,291335,300661,288736,285981,276375,285594,293382,314419,320335,317076,300344,0.95
1,b,315,236,295,758,1275,1711,3198,5696,7898,7147,9205,11048,11050,11010,13706,12241,13631,11333,13441,11813,10653,5967,1880,501,0.92
2,c,183021,98855,108336,93943,92236,95633,154813,252264,451299,629314,797869,812789,812384,1032216,1047622,1409239,1304329,994272,1011392,1048880,965850,927666,549259,249703,0.965
3,d,3994774,1334966,623745,434762,578016,2119206,12148219,37753512,80628736,107429545,130487024,132412380,153015344,161411701,147151101,121611103,91737187,75414714,77223877,114862002,159982283,167655812,85102877,20347472,0.975
4,e,39476870012,41819345242,50209000051,49944570605,41535134775,33225148716,25633407859,23449175444,21755381603,20852631265,21453007997,25534783566,32140075074,41656567219,56675231277,69203239524,74312428339,73108073684,66860165683,63286007965,63307965293,67768043866,58936960891,44410792154,0.945
5,f,8316028,3114362,1624908,1015809,939632,1545819,3956974,11142072,25199956,40885614,54630454,55905741,73867438,82991123,83066585,77331462,64624943,54317585,55773359,74608084,125425060,141018753,80263544,28416033,0.975
6,g,3,2,3,5,6,4,4,4,35,18,16,28,23,19,34,28,37,26,17,6,5,20,7,5,0.945
7,h,15616,10045,31579,28435,52760,102590,221638,366776,500748,548189,644843,780891,830542,840369,896034,1081283,1151987,928158,790294,587711,591727,386463,161297,49497,0.955
8,i,3641735,2610631,2277108,1677453,1606537,2297009,3072923,8215225,15081743,19407210,27608184,32500993,46037722,66923927,64940193,50013210,30912905,19147378,13188342,14037329,30168977,37749662,32023344,12325647,0.95
9,j,42740372,69540509,100703915,135119927,189571497,146669720,164350244,172664437,174743192,137977704,110869543,135090826,259185482,249853926,265941265,185201100,71873713,23533978,6997809,2542609,1358436,1903469,7180509,18841138,0.905
10,k,14734,26561,43134,46971,44127,64837,67441,68803,79523,73918,50312,51197,57579,79505,97440,74424,51773,27476,18008,6977,3507,4462,3128,5044,0.96
11,l,20,14,6,13,20,24,67,134,295,269,390,468,414,359,423,260,278,211,340,266,392,318,100,23,0.915
12,m,859,2110,3551,5493,5682,5065,5156,7959,9908,6895,6532,9281,10919,15675,26243,37423,29947,15349,6791,1901,1469,1379,924,568,0.94
13,n,36360,9724,4941,2483,2590,6196,29176,109969,304302,437198,551350,583836,675479,665674,672957,615591,547320,648680,718649,1049949,1447791,1231766,679790,157325,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,16408931,13966394,10171108,6486462,3188215,1558590,1345822,1826495,2474494,3903168,5402808,7696055,11834347,15960215,19491714,20274791,17814714,22267966,26855422,30983376,35842499,32941976,24283653,17918910,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,2970113,1489750,1106314,1350800,2800654,6684967,16030382,30990646,46293525,60994821,67166272,72396923,77192703,78843317,76181097,66877089,61351363,68409518,72063582,85367743,81564374,55578308,23580041,8831495,0.95
18,s,41588,24389,14122,7444,9078,13389,43571,135562,304838,341534,419111,470193,518120,554695,593187,507973,506194,428370,503308,772493,677054,657588,389445,128485,0.955
19,t,12902,20126,51538,167955,186604,150240,112375,244093,262381,194416,168817,228692,313380,416434,554873,453537,233552,90843,37718,16003,10537,9054,7316,6868,0.975
20,u,172,56,46,65,166,364,1325,4093,7465,7757,8360,8475,9773,10175,9885,6842,5539,5035,9992,7132,8250,5886,1656,430,0.905
21,v,574,2732,12131,23328,29805,20883,19001,22733,30673,33294,26975,19128,23014,39641,81771,82865,62201,29743,11617,3211,1064,733,668,737,0.945
22,w,2184,1927,2445,2226,1653,1962,3404,2811,3913,6545,7815,9502,7370,7946,8713,3977,3445,4681,8576,5934,6352,3767,4910,3677,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,615521,1507879,4425420,9520568,13876541,9586525,9809277,13726035,13235553,12573683,10223661,7327177,8176749,11201516,15140775,19057301,15112500,7529921,3598470,1482941,905410,463515,331224,484233,0.945
