,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,253056,186286,136849,109782,98201,106328,126495,160961,210856,258600,291959,333314,352888,366916,362064,373840,372082,386931,406928,416115,423529,415327,389640,322476,0.95
1,b,119,162,199,318,589,1409,2816,4396,4863,10488,7253,7528,6308,5806,7291,8288,9754,10503,10967,11427,8378,4020,1846,374,0.92
2,c,229313,205140,130932,110439,112956,117968,249327,320577,379234,619771,605258,570428,615451,679187,743687,874497,843983,874433,974964,871533,923118,971217,812055,371756,0.965
3,d,4417267,1189067,443417,228276,216682,812315,4929603,16171108,32810272,42840713,49482472,50131785,54857597,54193628,52601390,54507786,53983232,53387395,68628228,108306939,202497323,190237497,90694145,24894698,0.975
4,e,31347762684,30954612675,34557029234,36928869598,33799994247,27663727398,22629405151,19553870590,16571461505,15889077750,16112161833,16719174537,21200584705,28754556613,38962958052,46777740272,55177364530,61804694982,68754068297,62605384490,61566213492,68116379060,64643620222,50900991886,0.945
5,f,7901654,2967957,1463135,985585,806183,1420006,4308059,11602997,24557734,37460679,50777490,59780201,70242879,73364826,70784720,70931173,80523184,95834746,100403454,105497926,132856116,142922340,83792135,31021034,0.975
6,g,2,1,0,0,0,1,1,1,2,2,2,9,3,2,3,3,4,4,5,3,2,2,7,1,0.945
7,h,8235,4976,6079,8961,18790,50863,121807,258974,383937,486389,618560,643351,681345,611442,632217,698322,820706,792493,888230,992203,971931,574044,213822,51712,0.955
8,i,4157878,1939410,1579651,1463384,1631355,2161836,3745951,7024770,12016444,15443089,18733766,19324656,24285271,34850793,33122682,28470633,24232050,21401969,16386850,17792883,29146922,36882186,24357656,9700826,0.95
9,j,31074673,44486863,62490218,69325341,86205347,91813933,87314535,93193309,97190017,101981819,113167412,140003547,200802070,298356862,294331843,260656715,109554624,42172854,13267876,4354793,1868481,2011189,5258903,13996176,0.905
10,k,8624,16716,30127,38126,45280,61084,70279,76802,87004,80582,73802,91957,109651,112767,118236,111452,79335,46526,20490,12417,3781,1803,2278,3403,0.96
11,l,5,3,12,3,5,20,78,183,251,268,306,403,262,285,279,277,304,381,446,665,425,219,96,16,0.915
12,m,3142,3797,5303,7833,7991,10098,11451,13686,13848,14096,12560,14313,11974,12813,12993,14754,12269,8938,7540,5652,3973,3158,3388,2435,0.94
13,n,22985,5571,2356,982,882,2642,19773,88139,197803,260105,287860,299953,309627,312482,316629,351212,364793,402667,561139,831177,1402821,1372417,624091,158155,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,17829318,12689965,9434063,6433246,2952711,1734992,1683479,2137261,2746438,3860399,5099830,7096506,10527228,14103332,19213753,36479040,34411362,33589070,40048436,42862304,49221874,53190506,36841379,23973163,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,2908644,1558862,1337062,1867589,3823710,9526677,21169663,38034076,50171987,62050184,72347717,79366895,84310217,85169933,94904377,101852626,123478138,128438573,136269543,142418411,125034665,77457635,33651206,10662807,0.95
18,s,24158,9030,5580,3785,4321,14109,59857,191059,318196,490049,380675,409725,490257,503025,440735,485261,530474,575153,712432,1290067,1264221,844352,560418,113198,0.955
19,t,3603,5590,10215,15573,22796,31330,36613,54715,61951,68443,68362,64084,56043,63829,102783,121159,116244,72006,46658,30649,20268,13722,9215,5299,0.975
20,u,78,38,44,46,133,542,2030,5173,7439,8045,8886,9812,8899,8488,8018,8235,10777,11481,13210,15458,12813,6946,2261,373,0.905
21,v,872,3899,12275,19897,22367,17409,18484,16216,18594,19676,16199,10373,10922,21007,43816,50115,34761,13170,3570,967,239,111,109,135,0.945
22,w,3490,3313,3594,3383,2804,3300,3964,3704,5141,7709,12548,13695,12909,9545,8624,7995,6322,6096,5230,6032,4956,4676,4539,4454,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,308837,890209,1741015,3279717,4447043,4460554,5467319,6373053,7171991,6931204,6570049,5562937,6798352,9956850,15131543,17854174,16744028,9346021,3964924,1601404,639671,307368,208262,195088,0.945
