,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,263487,212206,169883,141259,135163,136132,149695,177053,203269,228176,252933,293160,303071,314574,310015,309581,299851,306463,319517,321670,338805,355220,344110,320495,0.95
1,b,234,476,818,537,1319,1982,4145,7680,8817,11359,12153,15989,13851,13786,15108,14559,16383,14855,17112,13832,10252,7052,2220,1029,0.92
2,c,431388,405380,752245,66268,112561,139724,313230,858053,950106,1106145,980373,1333956,1045361,1068727,1112019,1068122,964394,1106248,1172905,1751841,3080847,2766788,1832767,1866379,0.965
3,d,2592197,887031,474807,389796,626914,3098618,15028473,52597326,91226226,118337915,148237628,137325470,152014478,163586841,157874130,130877602,104265163,95841543,110026073,172697623,238023582,172273324,61584994,13863021,0.975
4,e,43429657366,47342915974,55678590351,54031234730,44903638836,35871963461,25001117517,20812616444,19385362267,19417150885,22174178278,27225528097,33633508183,46059269639,63143339524,76177675919,82806818778,82953943380,83900288070,78875144257,74249898170,77667797188,68005347552,51925370897,0.945
5,f,7519513,2848030,1905316,1299685,1009273,1772137,5423714,15516426,32462415,49453629,70330876,69521375,88482307,99336979,100274463,101411899,99396823,84807568,80510753,102162488,150436378,143682385,70523260,26480214,0.975
6,g,4,3,5,2,8,4,8,12,15,22,23,56,32,34,53,75,68,77,59,18,13,27,14,22,0.945
7,h,15494,13772,23742,30565,58105,109457,240903,396173,517985,562358,684167,781099,857997,972302,1117914,1364924,1349161,1066683,844179,674332,544829,363518,138977,48068,0.955
8,i,5856638,3915315,3429932,2501861,2437449,3052924,4479931,12683809,22960590,29046014,40151925,48489886,59316700,89048735,90938017,73268633,51342633,30316200,20271334,25977187,60991423,57590463,43494209,16903738,0.95
9,j,37439862,64398619,90616963,114846249,157666413,141026120,146316011,171131648,179993353,147668822,115484541,144462991,243702650,331022962,326794330,195199626,72201449,23748581,7455221,2754497,1356898,1703457,6047322,19606616,0.905
10,k,14106,36341,57350,56822,43479,58021,84279,94579,91914,99917,68546,113420,102387,129340,151531,132208,83865,43151,39192,14781,5757,6785,6906,17867,0.96
11,l,18,12,19,6,442,30,126,276,866,362,375,745,445,477,470,350,357,469,592,634,513,378,123,102,0.915
12,m,868,1748,3357,2923,4389,3794,4202,6058,6082,7035,7507,8897,9394,14778,22727,31363,25047,16225,8121,85298,29033,15406,3541,1805,0.94
13,n,16602,3884,2263,957,2228,5691,36075,176009,530572,737333,845355,996529,1069405,1004074,996362,899651,712278,772641,1144187,1581782,2469539,1842242,498092,90332,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.905
15,p,20376383,18729125,11054694,5488008,2036100,761044,680591,1190583,2492593,2720064,4499053,8378005,15344294,21680407,27527732,24660969,20975052,27060317,36010595,44546251,54533390,44610437,28206130,24229553,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,2384612,1195754,996756,1207563,2560627,6533070,15923765,30792012,46236435,60482469,63881789,70267373,75916097,80528255,77575967,65041436,54867856,56789023,73338080,88904325,84509227,50665827,20193501,6505304,0.95
18,s,21985,11068,10194,5075,8476,21991,76258,263476,502403,624136,643724,837381,833786,764735,697155,651894,583438,588376,764853,900215,1047649,839385,299898,97331,0.955
19,t,14267,25797,88794,290784,310318,262849,193472,409033,421760,290130,256041,351849,419096,635778,853782,661357,347608,147802,65708,29572,22525,19711,14095,15304,0.975
20,u,114,79,74,35,137,385,1538,4801,7608,9599,10047,10418,10300,10629,10031,7523,5697,5867,7742,10226,11944,6244,1796,1012,0.905
21,v,1124,5141,19546,31614,40382,25406,25629,29549,45841,53605,25289,25002,46452,92024,154297,130695,59106,17024,3916,834,614,446,365,1026,0.945
22,w,4516,3738,4023,4130,3860,4188,5259,4421,6000,11061,15979,15738,14829,10342,14899,13909,11560,10420,6846,149095,31036,18930,8980,4407,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,360737,1260062,3666855,6200203,7786060,6157728,7620157,9756513,10577533,10483762,8404012,5377190,6298266,9771340,14032225,15276847,12091059,6206926,2537122,934173,409154,234608,152906,167134,0.945
