,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,342246,323240,309622,268934,231131,195403,173647,176992,192815,205228,225246,260059,280334,286216,288907,290055,282599,280832,338248,309432,292275,316424,320372,343051,0.95
1,b,374,135,124,447,1190,2312,6052,10572,12232,15931,14387,15074,13538,14603,15686,13979,13480,29805,19602,18977,14303,6892,2219,987,0.92
2,c,184944,125563,147114,115492,168340,168672,333235,877196,1494951,2159256,2423384,2261278,2305174,2189437,2728585,3490375,2901947,2138047,2245116,2263485,2249902,1801223,1062705,525614,0.965
3,d,4216169,1186086,503374,340113,535595,3013552,15059639,55511775,109688239,156876913,178552573,180374777,198065272,222078930,201597836,165462119,122646051,104969225,122099670,201227704,300377748,226339673,75178524,15834984,0.975
4,e,55271487373,56003129890,60567093056,61271776995,59721598684,44568102922,35021297173,29494983245,26212567506,24781996760,24480959060,25487727776,32188178415,43405373392,56572901990,70197714202,79076774579,83689327675,83268568726,85874978119,85247287571,87237418796,81800012548,67150503098,0.945
5,f,10912396,5318896,2670288,1604252,1470587,2965548,8287975,23047081,51509068,73573328,97899340,83632159,107497753,133108425,132857030,131871203,139071856,129602138,129578326,152473176,225743019,209974676,94278463,25958495,0.975
6,g,5,1,1,3,4,2,2,3,5,8,9,19,8,11,5,6,8,8,10,4,3,4,3,4,0.945
7,h,17814,12637,15790,27675,62095,143011,325703,624873,842433,1070938,1100890,1088711,1095614,1157036,1126240,1262007,1287864,1317822,1323756,1139443,885809,563518,171372,46570,0.955
8,i,3836595,1865368,2025971,2124189,2623591,2481996,5049937,12058648,22839202,30077513,41394191,42848553,42178806,52744743,64177463,67409637,62428768,47445793,33783408,38525775,78486274,90621033,52960446,15560178,0.95
9,j,38037846,61352318,88453222,126473548,198233725,146372039,150565936,165948266,174583942,155248302,135518534,150087784,249916917,377475986,374112058,211481560,75768198,22884142,7151230,2607505,1518214,2002676,6610751,20321788,0.905
10,k,24597,43356,62925,93883,174476,287932,283102,224999,193381,216369,163132,156190,174044,245301,256225,204589,114784,65134,31198,14613,5505,3541,4977,11535,0.96
11,l,37,13,6,16,45,151,429,743,1176,1055,1006,1238,897,1104,853,672,769,915,1071,924,748,344,70,42,0.915
12,m,18311,16308,4123,6798,7876,7835,6725,9279,27050,53233,30203,17317,25570,50164,22866,27553,19284,22872,19679,18576,9379,9160,8624,10737,0.94
13,n,22204,6640,2575,1402,2109,7069,39969,209439,888854,1067215,1372482,1145454,1538501,1516083,1150724,988177,788331,754053,975879,1305083,1434261,1210271,519151,89183,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.905
15,p,26223793,15029221,11690526,7490763,3613507,1883492,2137116,3511450,4814296,6719267,8587722,11670205,18051988,27060633,37086381,41687956,37880609,48234996,60029327,75807001,88696900,71572370,45834972,28867838,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,3859514,1985221,1547497,2299576,5239694,12959635,30421481,60293845,85849267,102996739,113462384,118547997,124440315,127371909,127650361,121378706,115331294,121877648,131766234,140681310,129670668,77953454,30089562,9200787,0.95
18,s,33382,12628,7588,7708,12254,28763,91738,332149,693410,969412,876280,904885,1078946,1097330,906437,864731,863522,915025,1035930,1279254,1481390,1165827,402868,111066,0.955
19,t,15534,27402,50822,150774,161045,152700,98342,201347,222252,163921,116547,113650,110143,161784,187350,167907,125596,74119,38357,24915,16023,13700,9504,9419,0.975
20,u,261,85,32,40,136,413,1537,3983,8688,26140,18699,20377,18093,19403,18463,16602,17649,21309,23823,25095,28469,15374,4199,1146,0.905
21,v,842,3023,11539,22038,28642,21255,18059,20117,31306,31803,23784,13077,12484,23838,41957,46734,33986,12360,3120,868,224,123,95,245,0.945
22,w,30814,20353,8941,7476,7329,6978,4733,10186,32135,75869,44599,26960,40904,70478,36821,29797,21021,44384,41512,40117,31440,32294,22744,34485,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,421617,1212703,3166716,5148586,6669974,4453095,6266130,7905901,7840322,8318513,6843183,4963244,6247098,10345168,14763740,14843281,11343343,5392309,1925393,694132,314912,171275,127865,186693,0.945
