,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,241484,169297,122924,104511,111369,123694,155398,182715,209340,233703,256315,292195,325326,342136,333114,342967,345580,382246,400341,417940,415337,416434,380419,306654,0.95
1,b,174,143,310,529,970,1841,6255,11804,12242,17486,17065,14245,12844,16030,17715,17335,18945,23812,21133,19126,13440,8308,2176,512,0.92
2,c,193161,121297,91654,133732,117366,223370,431724,1313114,1891892,1562946,2128148,1293708,1605045,1412947,1738325,3263015,1801964,1602005,1698108,1924890,1826075,1657372,1129091,713629,0.965
3,d,4955310,1642857,657270,418546,499797,1788605,9710684,37663650,79907919,115598160,146244655,146342074,171071899,176598235,163785544,149308257,117753828,110240925,122540843,228159521,307403202,216383242,82061480,20135792,0.975
4,e,43783561713,46445942536,52000652627,53677909231,43345163092,32861741126,26975890945,24683800046,22022689681,21126589122,22354109043,22883689404,30506266087,42704951924,58205707479,73110220907,79631872279,82448517181,84647334352,85743282283,84514869717,82612853520,65773455279,48932507887,0.945
5,f,9363508,3582776,1467628,933829,835333,1677007,5794724,19360811,47153578,71524899,96878640,88559493,122372549,138568568,141439111,152135690,148736222,135075583,123718434,157417956,262701238,212654803,91052660,24885201,0.975
6,g,1,0,0,1,2,2,4,6,7,10,23,13,6,5,4,8,11,15,6,4,3,4,2,2,0.945
7,h,11235,6608,9671,18310,35647,76649,178564,358643,476748,586616,651788,625226,631165,627480,664177,782067,890769,986202,911870,912885,707538,402289,138772,33866,0.955
8,i,4213903,2357876,2049531,1485760,1682040,2069538,3457638,9011974,16307691,20792247,26127204,27747282,32364499,48931675,58194852,54574776,44195754,33552282,26229678,30099152,53523824,63146441,34410898,11124665,0.95
9,j,27830497,40650264,55621627,77088425,123059456,94659474,98465761,110717575,115046785,105160244,91827680,105951190,175803112,246042177,241299453,162590770,64931973,21521878,6670844,2385458,1134674,1238107,4149446,15346569,0.905
10,k,23694,29839,45243,68525,76525,108089,130021,143088,131969,143824,114850,115035,154530,222722,219719,180359,118380,67167,30274,10935,5117,2953,3513,6160,0.96
11,l,13,6,5,12,23,55,415,1109,1258,1174,1551,1539,1133,954,970,1072,1347,2006,2291,2145,1184,388,78,26,0.915
12,m,917,1283,2232,3126,4286,3511,4538,6231,8996,8689,8248,8463,7366,9258,13699,18141,15863,11414,4884,2611,1617,1323,900,643,0.94
13,n,19207,4942,2336,1455,1766,6110,27182,163420,581174,1261987,1242218,855046,1144935,1262079,1128331,1075434,825606,787755,1803250,1484607,1844115,1320333,446029,94834,0.925
14,o,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,26718932,20178283,12488262,6481032,2505613,1128644,1279792,2493802,3897886,5459210,8117648,12128250,19189662,27741976,34519314,35190416,32847686,42997278,62653638,77491591,93448322,77014406,42275392,29838900,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,3178363,1730828,1537239,2255178,4870714,12236835,30678054,59922474,85315712,102061302,111562944,120652232,127319064,132887181,136370150,133472824,131971680,151770249,173972513,176948859,145268477,81761025,30509444,9684436,0.95
18,s,27805,11838,8470,6601,8277,18126,73173,325774,688385,920741,897094,840854,914429,867298,881052,927382,928233,1055904,1172427,1383933,1553137,1066720,374721,94395,0.955
19,t,5177,7477,16275,35490,57326,67259,64490,101993,125244,124102,111627,89791,84227,119311,193795,237472,201344,134626,88698,68763,49045,26410,14990,8254,0.975
20,u,167,48,70,85,194,871,9618,29515,49586,44263,50017,41912,38731,32299,34409,36245,38462,50667,64656,66896,43554,17343,3893,704,0.905
21,v,718,3702,14680,25979,31990,19461,17672,21331,30530,30223,23362,14497,18905,58910,132780,154391,68227,18473,3862,531,162,86,86,328,0.945
22,w,33421,25438,29643,26544,24496,30850,31268,27847,28889,46800,107388,177836,189616,132194,115977,88172,60291,130650,146713,155066,124508,126580,174791,94326,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,369561,1200455,3141002,5093777,6069799,4061642,5253096,6287263,6677778,7162502,6199730,4539407,5665962,8855541,12549413,13445997,11373528,5301462,1918206,707099,317465,188680,141220,180538,0.945
