,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,259325,205816,148716,120286,120080,128791,164112,195453,236047,272122,303656,348894,392272,396841,396760,386283,399893,419346,458993,485846,497889,472657,423705,353123,0.95
1,b,695,607,796,1114,878,1709,2983,5976,8332,17156,18787,13823,11159,17241,21287,20788,16963,16253,28441,16856,12897,9604,5623,2320,0.92
2,c,530963,309350,237870,227539,288216,256098,339536,506857,901598,1501405,2398448,3014632,3054844,3154624,2971183,1592859,2382170,1877131,1755592,2095818,1917610,1658171,1174965,612043,0.965
3,d,19515866,4760028,1648274,815244,591467,991871,4432115,18314509,59733273,96295659,133545921,134665170,129116823,117912167,113278891,96272072,86181726,88559841,112348461,115274770,163932116,222185105,242202243,111852475,0.975
4,e,46211488704,41708050575,43917808590,50089016695,45972421503,35685679338,28745336336,22925522913,18561558454,16276915317,18110229864,18546373178,21808980059,26900310907,35404626593,44949989058,51594486219,55020168113,56435286567,52755291709,51791794721,49650574989,49804974038,46569847225,0.945
5,f,18279730,5110572,1966437,1239614,901131,1030004,2746902,9121019,30081076,61401592,77963860,96510149,77432613,99067225,128797310,128107919,124271378,114079860,116424862,126042825,193557443,177452533,153162449,78113159,0.975
6,g,4,1,1,2,3,5,6,5,8,11,12,27,24,117,103,112,19,17,22,7,6,3,6,11,0.945
7,h,49948,27976,26188,36452,46832,77013,177853,325069,542165,662229,790024,843835,818709,1018737,1348112,1425699,1301033,1259233,935858,698791,679980,531124,320840,140851,0.955
8,i,12423168,5428589,4214841,2860085,1975497,1224532,1749573,5309680,10610156,16216532,21443108,27291290,30890618,36742499,48590153,51319492,40009840,34596095,28007295,27365864,23440739,38191539,43340227,34518849,0.95
9,j,28632884,58063746,68005640,79506138,105336430,109569487,105995586,115159079,126369255,135014857,141750814,196498041,269007819,300690248,352673769,300644973,110304870,39285786,11767872,3671341,1601861,1520243,4058672,13296410,0.905
10,k,22975,48308,73403,123720,162039,238352,258671,239466,183318,151189,126788,133677,145939,156937,167803,146179,95305,57559,27902,11207,4680,2695,4143,5861,0.96
11,l,92,38,33,30,43,48,114,439,1021,1250,1261,1671,1114,1005,681,631,596,711,925,847,1022,1171,492,273,0.915
12,m,4711,7638,8877,11844,18038,15893,15815,9752,11419,12246,11133,12492,10619,15115,43264,64704,40443,30205,20561,6816,4767,3754,2482,2555,0.94
13,n,88351,17201,4601,2377,1421,1776,8751,44814,236404,896719,935607,1198652,924116,1123157,998613,772412,584835,514535,615178,838574,1441122,1585798,1790531,782283,0.925
14,o,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,29732022,17957080,9156563,4863811,1938673,895830,791389,1442734,3049547,5571837,10582944,17378243,24451166,29396706,27620366,24446806,27015116,30379356,31029349,27262833,28654811,27401248,28786687,22481032,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,4266159,2089776,1719132,2374809,4499411,10041290,23695713,47593101,68478356,79460246,85769229,88871653,91255383,90356884,89316464,91734332,97375194,104921408,115470396,119260482,109494584,76958050,39896967,14677594,0.95
18,s,84945,31391,13875,9969,9133,12630,34531,87066,334426,675027,765491,730047,698618,733566,618172,512516,514361,548048,618471,815259,951285,1018853,865185,452626,0.955
19,t,18238,21234,57098,216129,229724,183258,127185,279911,276796,177019,109704,109348,129178,202685,275271,267236,211332,107527,61658,34080,25907,18078,12085,10026,0.975
20,u,1237,345,155,138,543,757,2378,28204,86823,113457,99468,101159,69409,49798,32155,27995,30086,39971,36502,33067,34201,26054,14347,5046,0.905
21,v,1050,6105,22746,36937,44732,27981,21682,25660,38279,35005,23780,14642,23337,59343,98019,87568,47510,14622,3188,726,217,122,139,454,0.945
22,w,965,803,481,492,568,564,495,603,977,1091,5494,5395,4472,3594,3721,3452,3008,2435,4087,3040,3084,2730,3166,2643,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,349899,1257781,3333315,5730074,6781429,5619392,7091356,8411629,7651280,7138734,5977566,4477929,5707856,7355971,9689219,11550968,11629723,6329401,2611496,954096,387535,203024,140474,149594,0.945
