,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,256217,178098,128453,109707,109856,127471,156364,187300,218852,245906,268041,305529,344373,371418,384081,408083,433060,477022,504951,526839,523551,506619,431731,344948,0.95
1,b,498,429,684,1268,1363,2219,4316,10061,14511,20175,21618,17447,14133,16718,24139,28204,29127,24546,25426,23503,24333,13137,6728,2679,0.92
2,c,364838,246016,176491,131324,151174,126341,218472,392936,865066,1323534,1572262,2328828,1807113,1927824,2187485,2449352,2880938,2734001,2714393,2635658,2759567,2669072,1621431,736589,0.965
3,d,15243333,3482791,1155963,585087,418502,608616,3017287,17055102,66506914,112222490,166741314,186697437,187014535,199261112,237728570,254392391,212803599,170647569,163663993,188246756,275605440,306253529,182657133,60809744,0.975
4,e,55763320343,52189806117,61469990072,66305755349,64634690962,49953077234,36517464332,27382946328,22880691631,21734223706,22994131514,23109155579,25818074515,35261622599,55002899324,80841345428,94280080559,97655019949,94589782035,89943925630,96136978883,102316445136,97161629974,73654465753,0.945
5,f,23345670,7436490,3007790,1609318,1061709,1134073,2421311,7623112,22424482,50182966,73723139,100900563,87778913,118232016,139747084,150909302,149228529,140230015,133023144,144483037,197478967,238944870,176462973,72337817,0.975
6,g,7,11,3,5,2,3,2,4,5,12,13,21,11,14,12,25,29,17,29,10,8,9,7,7,0.945
7,h,29054,13470,12022,16843,19647,41206,111763,256437,459173,606124,722372,798148,785602,916398,1189638,1555244,1585273,1447454,1293583,1050057,957961,699614,361053,138892,0.955
8,i,13325676,5406807,2596072,1497119,1283342,1175238,1308837,4607807,10447458,18962453,25467813,33187684,38950690,48543562,63053011,71760648,62057609,51361418,42884869,31887132,38971256,80718322,57201113,34874571,0.95
9,j,24375203,47341022,67696564,92098443,152769292,123540794,130954273,133640368,152881375,134483645,120582849,140447957,327651166,519391735,369570646,261651987,84086598,26126432,7415855,2426852,1220801,1418942,4092962,14857219,0.905
10,k,13097,31217,58414,104706,118583,261294,292041,270701,169466,183462,137752,165360,156518,226580,294449,339839,271925,211671,100492,29339,9283,5343,3446,7168,0.96
11,l,39,20,14,25,11,22,43,222,516,841,929,995,869,1094,901,820,634,724,1188,1198,1231,987,355,109,0.915
12,m,770,1483,2450,4325,4121,4635,4378,5748,6057,6557,6415,7726,6540,10441,16727,27257,18570,11642,6334,2463,1262,1190,904,663,0.94
13,n,86439,18829,6378,4950,2942,2791,6460,37688,229579,933519,1158612,1683765,1204104,1616714,2194944,1732295,1522204,1177535,1043880,1679646,2187796,2911970,1683988,504702,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,26743165,19241077,9490849,4825084,2015525,633536,444663,978885,2426820,4399579,7394426,11055738,17435747,24889164,30921200,34181073,35345225,43315988,59361273,69839695,78560589,136288592,61274436,39930571,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,5042892,2505144,2062011,2830125,5541263,12652919,31133408,64969109,91249871,115327553,127457424,136709046,149409255,157424861,169503691,176684950,179548527,195948865,215557832,222005271,186640133,107860690,44414764,14437336,0.95
18,s,95364,42060,18243,11220,10907,11648,23184,83341,283098,576848,788765,814647,902146,1106755,1168841,1204849,1147529,1105704,1249622,1367872,1584343,1959684,1011967,370963,0.955
19,t,11174,18748,39108,136867,147537,136065,103265,193836,181971,165296,158499,211219,254904,364900,457750,389445,250664,135367,79478,70955,53494,37040,19968,14783,0.975
20,u,659,203,59,81,89,323,1235,12040,36815,52190,52542,55956,46195,46693,45735,56348,63249,71092,96864,99308,75711,45427,15829,3503,0.905
21,v,286,1131,4303,9944,13313,11317,13815,13824,15838,17919,15024,10845,10892,29384,52774,48684,30919,11045,2850,773,222,102,77,137,0.945
22,w,8137,8572,11360,5710,4280,5354,7259,9926,4925,10990,28625,20909,24043,28476,16449,20064,27860,38128,35396,21766,29359,21744,15331,16915,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,375611,919331,2297025,4131328,5701078,4704643,5910929,7361115,7489151,7955927,7148625,5089441,6086744,9577977,13377218,15380994,12344567,7281670,2912257,1170029,548729,319670,236669,244357,0.945
