,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,283111,223882,177377,158529,132065,132002,147684,166726,204054,232490,255250,277797,303886,322388,328381,315651,305053,310080,319009,330971,349866,353072,342618,322791,0.95
1,b,228,309,277,849,757,1724,3291,5615,8348,8466,10199,10476,10420,11793,10309,11140,10938,14416,19910,18118,11216,6040,1833,537,0.92
2,c,208043,347600,177637,221837,122753,107442,221830,320988,659627,603139,673119,714786,909323,1931685,995645,984986,1101152,1237854,851054,900722,1044810,999016,592271,310736,0.965
3,d,4369665,1178739,401697,351819,376854,2028528,10536795,39924423,83529701,127039542,146023674,147382274,175041120,185728302,178273179,147417521,108358370,94819534,112948569,199125877,284938798,228796189,82618994,17293280,0.975
4,e,45141903168,49162106246,54669387904,64456588646,50450822799,37587619665,29242635459,24900502290,23364232743,23547912988,22899021736,24433523299,30685980838,41186720810,56341226135,72513232345,71795418807,70688816016,72914995748,71811467047,70554708580,69653739089,59267681880,45945589408,0.945
5,f,8526948,3074258,1486034,963452,734580,1547931,4307502,12394299,27149126,45138267,63246509,63763131,83425819,87381021,88105910,84146382,69033679,58250329,62588485,87243941,156399235,175421016,93332579,30150109,0.975
6,g,1,3,3,4,1,4,3,3,13,9,23,16,9,11,11,19,22,49,35,14,6,6,6,3,0.945
7,h,35665,13782,12426,19945,33201,83269,168431,308400,439370,523452,598622,701177,808221,865448,827731,950631,1007932,903613,730353,612163,601462,423662,215558,45079,0.955
8,i,3266605,1399591,833832,887493,816975,1376354,2738738,5576939,24629174,16238854,22040731,22416322,24551879,31587110,33927170,33356469,25509675,19432243,13975604,15120598,27120055,31350335,22331695,8495755,0.95
9,j,35876267,68508460,97120497,132713876,188892613,156793491,160365446,176016546,176912366,164805996,137258236,133443272,250380447,322001469,355467310,208499333,86113113,27734340,8019336,3098581,1545925,2153955,7125993,20362774,0.905
10,k,12859,26326,47957,54697,41952,67294,70800,81737,83929,81402,70821,104004,101720,123402,156198,99553,81892,35991,9912,5795,3877,1977,4159,6697,0.96
11,l,17,17,15,22,8,37,67,135,390,267,382,452,403,340,269,372,346,497,651,561,595,313,147,42,0.915
12,m,1478,2611,4205,6203,9013,8329,6165,6673,10355,7112,8125,8928,10066,16113,21918,36162,24842,15398,11088,3434,1913,3678,1673,722,0.94
13,n,27360,7346,3899,4728,2002,6558,22730,90934,303168,416244,579179,609971,659401,676236,669729,630436,497877,521654,790016,1407046,1516755,1544166,654171,122496,0.925
14,o,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.905
15,p,31578871,14467940,11892113,6209237,2579884,1397540,1243566,1742044,2316336,3192493,4519308,6783755,12127232,17628324,22913073,22900550,22245686,26664247,32714977,39636564,47241793,43340336,32591934,24245275,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,4754371,2102001,1439533,1756128,3334587,8035830,19170931,39342583,57533837,75495382,86897739,91104689,99713192,103052260,98102396,86459287,77025680,79925333,86745350,103247125,109213748,71285142,52745359,10445194,0.95
18,s,34131,18567,7532,8403,6403,16782,41750,127382,285735,333763,394165,481787,545684,574274,591696,656786,564596,595109,601093,899741,1034314,1002632,499471,130862,0.955
19,t,10238,18112,41451,182772,578710,212848,93584,219173,267331,191370,188382,263624,399095,551757,632392,448646,218813,85247,35069,17865,16353,17922,12103,11188,0.975
20,u,162,70,40,65,95,387,1228,3797,6432,8299,9679,8960,10698,10780,9772,7169,4890,5386,6477,7604,8882,6297,2040,555,0.905
21,v,483,2847,10138,21616,27468,21903,19004,22473,34094,34017,23580,12819,12289,20980,39312,47051,32877,12348,3179,861,291,158,107,127,0.945
22,w,8092,6051,7256,5884,14856,10319,6679,9536,13714,11414,18269,26898,16434,12017,12693,17678,12076,12517,16886,8100,12744,20428,7324,7673,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,439481,1248788,3110379,5409942,6639311,5271673,6718393,8181236,8415693,8499116,7098806,6309581,7321122,9375008,13257996,15673847,11950066,6738120,2690837,1221533,577492,278490,204409,247248,0.945
