,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,257786,187050,139653,115909,128996,151706,189823,219767,249896,265029,278220,320357,346437,352819,349968,351266,380430,402561,432125,452504,458532,442081,396438,323633,0.95
1,b,550,425,492,709,981,1848,3277,7213,10713,14274,14709,15311,15015,21188,28965,32628,30353,31006,35174,26270,19126,15152,5641,1511,0.92
2,c,373214,175096,204312,173216,175453,202298,285457,468974,809531,1353106,1988840,1844418,2882235,3813445,3520597,3935813,4121286,4526265,5000602,4230746,4463407,2931637,1570839,1134379,0.965
3,d,21001816,4621618,1310413,632566,899757,1130138,5506642,21189406,70505592,126268772,187877041,209958872,226719108,243947782,262085003,247939706,220604676,196520278,177972149,217201563,310637668,352510904,206230706,61414699,0.975
4,e,61919525655,59615794135,62933035315,62171417359,57983744043,46753760509,38608144747,30284731152,25002557587,21596929612,22589790323,23689996754,27724181872,36125745864,52429402114,65203815495,73818911074,77477784452,78876192937,80634924340,79961488684,78420266848,79929646731,62563251975,0.945
5,f,25948729,7191909,2797710,1929373,1350972,1592356,3515099,9875469,29242153,58209871,80295377,107952348,85742958,118097250,138943802,147781584,159285312,163161627,184996252,180743559,221887900,258533817,173276344,67920762,0.975
6,g,3,2,2,3,3,4,5,6,7,11,11,31,22,29,33,29,35,37,19,13,9,8,10,6,0.945
7,h,54939,35293,33875,44419,49132,114989,274129,459403,732390,920841,1040886,1099712,1138505,1485223,1985831,2267313,2518597,2519686,1857457,1485680,1295793,880544,457260,152645,0.955
8,i,17156608,5380907,3367569,2026884,1613876,1535872,1760306,5266733,10210526,16743913,21831694,30280393,32645576,35020377,51088461,66223504,60382640,59768265,54744579,39703498,43483470,79197235,71519156,51483934,0.95
9,j,31047456,63231749,92078945,128594949,202609871,144706814,157967163,164417106,175229214,157911544,145649149,192382802,283737532,406843805,458366726,218835472,72581912,22439483,6590040,2166474,1229559,1586490,4378416,17430498,0.905
10,k,20171,38932,66623,116040,125550,199793,243234,249995,207271,191892,165061,236421,339421,432415,542095,628786,465198,204047,61370,19127,7940,6528,3641,12925,0.96
11,l,92,38,26,26,33,59,123,458,790,1113,1224,2068,1997,2172,1922,2409,2680,3474,4333,3857,2753,1780,732,184,0.915
12,m,1648,3022,6877,9619,10611,10797,11792,13748,14065,12216,12303,14062,15298,21135,33854,41440,29407,22056,13646,7309,3621,2489,1883,1861,0.94
13,n,93700,19920,4752,2876,1483,3434,7688,38650,207204,842848,1047296,1525550,1314556,1896982,1810342,1443798,1581079,1162536,1181913,1821165,2216929,2304944,1929196,589683,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,25159488,18775191,9951289,3926177,1326232,492720,380371,751368,2002425,4063227,7963481,13849458,21417931,30596031,34834417,32895754,40975107,58444709,67825596,72608779,71355293,69502540,59678868,45886447,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,6022810,2664686,1938837,2501068,4754098,10827298,25570688,53105689,82102071,103218362,114146107,131177217,136648297,148417800,163530436,173637574,188934490,209395090,225864674,209358901,168007854,102756188,42770404,14717964,0.95
18,s,102781,33233,15289,9776,8467,10659,29530,121400,384549,680591,983962,993067,1008276,1320417,1338159,1186961,1157219,1318507,1407663,1596942,1646891,1802354,1061517,345388,0.955
19,t,13085,24702,66639,263458,279172,265297,174591,409135,457546,286848,220858,298572,410471,584933,718938,545051,305375,142956,74229,36338,22005,19680,13603,12472,0.975
20,u,1379,294,113,84,159,577,1930,24372,84750,119566,107551,123472,110576,96720,79360,103754,145560,172734,198554,193296,155486,82612,26916,5910,0.905
21,v,909,4028,17116,32463,39771,28447,24791,29552,35939,37390,25619,16336,22074,46341,72635,70608,43623,16218,3178,1064,263,190,126,278,0.945
22,w,977,853,623,751,732,635,711,890,1262,1441,5851,6238,5321,6470,4889,3925,5710,3024,2676,2184,1992,2025,1692,1159,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,519774,1630759,4222674,7793195,8230020,6496535,8208691,9501431,9743862,10539831,8196275,6284664,8225157,10352875,14716489,16606843,12202723,6238235,2258106,779597,342331,185966,144741,181878,0.945
