,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,233210,181114,136649,110005,115360,121924,133911,153894,177321,200631,220265,251850,282456,293680,292770,298270,309096,323842,334492,343415,357938,365635,338750,298541,0.95
1,b,297,227,228,326,562,763,1569,3679,6014,9130,11642,8636,9008,13483,19959,18247,16452,17055,19646,15748,16084,10480,5603,1682,0.92
2,c,416948,281848,166770,152510,134520,147858,261297,367856,633808,1294042,1607801,1231645,1418134,1628536,1996007,2180398,2193374,2198234,2250445,3915729,2709514,2749002,1773936,927157,0.965
3,d,17339429,3507884,990110,433786,321264,521745,3445157,12691588,51045839,97128096,148335930,161551389,164474768,181299923,205815473,195838798,166916501,141902780,141004494,159453432,221780534,266769590,192401805,71440440,0.975
4,e,49803905338,46837634365,49530075404,54004509993,54162215444,42344358091,32776524682,26284985428,21246686570,21790627367,22414599092,22352382755,25063188162,33219908882,48810795019,68303854677,80228766336,85651190696,83203366588,82683024336,82470902505,78904575383,78953094626,65004783820,0.945
5,f,19963649,5972858,2471046,1379199,992805,992500,2263183,8548054,24332235,53876299,71771252,92671741,75760345,97479205,115441069,118885749,124213061,127689283,130313333,132214445,167147168,222466794,166832215,73070213,0.975
6,g,1,1,0,1,1,1,2,3,2,5,8,8,10,20,29,12,14,15,10,5,5,3,5,3,0.945
7,h,27671,12378,10964,13313,18984,38416,105276,228194,393016,526718,667488,698308,700284,859384,1183336,1324645,1378363,1333456,1105507,931735,801655,632179,338823,113502,0.955
8,i,13606947,5691733,2814289,1421924,1146155,1087329,1216978,4017144,9395030,16792761,24394456,33188047,36622025,44234034,60163240,70317574,60571585,52737711,42942071,29820254,36393331,63089010,62590421,42183058,0.95
9,j,25699652,45338289,70375724,90339752,138282425,116223563,135073505,175480123,169884145,146285079,123669653,144253218,198389144,238806407,273248702,161111529,59642572,19492603,6069945,2247885,1101460,1142307,3178155,12405437,0.905
10,k,8705,23079,37737,66414,83912,128368,151120,222880,158712,166857,188022,128339,150220,219304,310845,330871,255278,173647,72442,20710,14806,6537,10449,13236,0.96
11,l,93,23,9,10,13,10,52,287,621,890,1143,1165,1017,1331,1588,1117,1225,1229,1613,1520,1409,849,419,144,0.915
12,m,325,693,1020,1639,2330,2232,2347,2873,3604,3461,3767,3728,3675,6381,11384,13864,11167,7694,3427,1576,879,542,596,458,0.94
13,n,149960,44036,17849,9483,7523,7072,15418,57775,305817,1138878,1231544,1708617,1400118,1997231,1800912,1294688,1243637,1023737,1043347,1461892,1828383,2199673,1560443,651755,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.905
15,p,20741547,14173857,7642292,3129896,1124532,440257,352274,668635,2171501,3618343,7228151,11014737,16560807,22256859,26086598,26686488,29537468,37758646,44374620,48244993,50869204,54044400,45104690,31234394,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,6937328,3417000,2668161,3200621,5509980,12168024,26846613,55859839,85301263,106168769,119633658,129978793,144805484,161809385,173652863,195058269,195245088,228222414,230182114,218437206,182400555,111918060,50952346,18075299,0.95
18,s,75558,26660,11830,7814,7282,8081,24178,75951,312127,637199,936295,802374,925340,1383432,1533526,981733,847914,897103,1033318,1102668,1231090,1269120,839346,336531,0.955
19,t,16088,25717,48747,155258,164187,136051,106143,218138,221924,173787,176422,226942,310302,455014,539353,611044,273767,136899,64322,39141,35269,27091,21303,19268,0.975
20,u,644,178,67,64,99,322,1504,9574,31867,42009,45487,46856,42106,43226,37013,45591,54501,69698,81211,80599,60902,32452,12333,2966,0.905
21,v,400,2163,7203,13288,17564,12726,11441,12922,17685,17960,14930,8666,11624,35002,87161,99594,44976,10703,2094,357,142,77,90,231,0.945
22,w,18293,20631,14400,14476,15658,21814,16889,18832,28678,26863,51802,28158,24403,32237,40318,35952,33501,33874,39356,30863,51738,41251,42925,37552,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,261667,707239,1918274,3241679,4285362,3480293,4411484,5237419,5415134,5830910,4901403,3427977,4220978,6698829,8610181,9688701,8187826,3970310,1646609,681820,347132,220169,167542,182910,0.945
