,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,253312,195750,148481,126257,123622,136635,152630,187986,208570,242666,270517,317512,354893,375619,376651,374746,383070,416217,432252,449968,448268,428987,387696,317871,0.95
1,b,420,440,614,878,853,2353,4097,7532,8230,11424,13912,16619,13891,12799,19225,16657,19990,15847,18203,16014,16553,7904,3097,895,0.92
2,c,556937,304965,205803,247279,276062,438108,596880,747510,1179865,1625114,1364039,1401930,1401172,1636941,1885044,2127060,2230079,2118729,1930651,2213307,2520612,1551996,743097,314839,0.965
3,d,6781806,2003150,584424,321206,237422,507878,3065346,16007750,46305741,98315823,137063894,153965149,187244125,208099542,207296270,198100148,197224439,183643052,218910022,379420126,424857907,252898539,74430531,14522384,0.975
4,e,34652062399,37431106001,39448613755,39312351923,35647470114,29856997222,24246222742,22427956133,19350124444,18459785285,19758432896,21461718832,25455119182,35135648254,48517979299,58842701364,70973102736,75912605186,79416624331,85710554165,84534450963,76414183825,68842099244,55587263758,0.945
5,f,10175144,3589311,1774154,962101,727071,1010465,2740558,10236145,29089884,58608148,84781495,95528105,114258640,146173810,160436402,157873874,163566114,172667157,169700434,223088638,250742335,179086039,90948483,22534598,0.975
6,g,4,2,2,3,2,4,3,8,3,11,12,30,8,10,15,9,19,10,7,4,11,4,4,3,0.945
7,h,33919,24685,28688,41752,62467,118501,254354,537176,699828,955142,1170468,1210898,1226059,1248808,1496683,1628572,1534401,1149232,1045379,1051009,818402,389964,163708,39955,0.955
8,i,4323220,2272313,1513041,1254391,1417348,1638464,3101229,6930758,15458815,24246377,31810804,38388653,53576292,73818494,83014491,60624365,46737596,35895736,28747320,37111946,71855214,75198370,45097133,11416082,0.95
9,j,37485335,63371079,86259965,94494680,98392081,115101989,111407906,120548382,135085052,131568489,144696417,179725587,295077708,366529254,380472529,247866318,124601089,47675057,15801100,5274836,2351697,2286443,5996481,17809629,0.905
10,k,9081,15674,20370,30126,34753,44203,49033,64309,70769,84461,109712,126346,143518,168594,171684,170572,219540,101890,39635,13205,5991,3095,2491,4129,0.96
11,l,23,15,7,6,6,21,51,368,750,1255,1237,1788,1332,1501,1709,1371,1840,1501,1770,1402,1024,361,116,28,0.915
12,m,603,1174,2002,3133,3937,6069,6322,9251,9313,10395,13104,12035,11170,15998,27571,27189,38339,14558,8182,2757,3542,1722,1302,834,0.94
13,n,40044,11600,4475,2077,1208,2046,10155,75652,279753,682133,1068076,1452849,1434462,1531975,1559027,1425599,1344465,1335753,1493128,1734169,1809274,1269891,457375,76331,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,9851988,7396790,5441225,3696093,2100965,953790,670555,1049568,1980902,3978145,6400380,9895267,14958334,19114624,27683013,33767460,38772553,44127585,66821894,71680847,64113225,46093182,32099834,20464791,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,3032037,1400184,980988,1065301,2133508,5631545,13922993,29366637,52316445,77107652,100736577,108911985,113154894,119333822,125153585,133482218,150361953,168044982,189344057,183961507,140484224,79673153,27660943,8466096,0.95
18,s,44665,18763,10006,5183,4400,10421,36116,156236,348889,593454,755282,861034,837326,902359,1044070,1070745,1074928,1029298,1184907,1366738,1755757,953934,387055,120840,0.955
19,t,9704,14593,27746,63531,99370,126458,135226,203015,235570,236737,243213,267007,272681,365618,495539,443479,284777,119118,65766,29091,21455,11550,8522,6857,0.975
20,u,241,61,52,65,114,509,1467,5962,13495,25932,39664,43321,41390,42137,43574,43397,52774,64223,82023,75626,46408,17274,3526,624,0.905
21,v,1240,4564,14556,30042,37962,36266,46039,46341,46046,50528,47493,33716,37811,99370,129187,125168,78868,25550,5469,966,343,141,135,470,0.945
22,w,991,1559,847,682,671,819,1566,1961,1897,1274,3743,4883,4704,8936,8781,5526,5359,3077,2894,2265,2107,2074,2922,1302,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,404483,962289,2270343,4290201,5563928,5520961,6770530,7597759,7815906,7639093,6770530,5039951,5959670,9411718,13303945,17809629,16819293,9198052,4219970,1580615,713538,363094,240662,247915,0.945
