,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,332743,323474,313199,267022,225076,176993,150062,146173,162668,187403,215277,270808,291537,303519,309687,319636,304389,297903,334456,303950,281878,325482,335016,339363,0.95
1,b,293,147,247,317,863,1747,3361,5695,6340,9602,9619,11827,10168,8645,10147,11279,12298,14354,14325,18187,16668,14008,5510,1705,0.92
2,c,760795,619605,601443,425982,431213,418551,442739,381851,404415,422955,552690,1667504,1691051,1809821,1987245,2420204,1493999,970572,967591,892736,962597,944192,694868,265718,0.965
3,d,5366939,1551608,659713,314287,339340,928901,4193841,12839208,27084914,41773758,48631982,53383913,59525880,65674666,61313164,66492084,67766965,64717092,79100695,139075859,183660058,279272697,136749090,34368319,0.975
4,e,29596810901,28904299053,31399210530,32398862817,31768453782,25883853580,21519394363,19550973826,17659090465,16015981146,15771384827,16854657799,21417105790,28605553771,35319901612,44752394155,52801675114,56137392791,59443592282,60880865506,59520290485,76457773621,64633292308,45780168397,0.945
5,f,10181200,4752015,2367072,1318075,1145559,1860800,4566830,12716996,24791632,39855808,52363455,56083690,70430166,82401201,80026615,80932156,77481866,80889983,86121495,99883430,140458860,221055918,123954025,41396290,0.975
6,g,2,1,2,1,2,3,2,3,4,4,3,18,8,5,5,5,6,8,6,6,6,7,7,4,0.945
7,h,19316,12595,19052,26933,50810,95219,182044,321754,462890,593528,719586,777274,809432,767394,734666,891850,993259,962682,880068,922029,996039,973818,509684,124727,0.955
8,i,3303786,1782704,1999541,1352892,1324021,1421924,3043961,7876729,13433253,18463505,24892230,28074496,31426973,42303715,41861898,43301816,38740305,30097964,19672130,19682999,34664968,77369045,45293243,14666396,0.95
9,j,35169979,51121924,69834637,82240845,95890786,102337613,104330081,102934303,114772896,116957340,122591275,133547067,216669499,311449915,284422146,223731035,107603492,41733217,14128027,4602854,3012820,3620845,7315997,18253507,0.905
10,k,10243,19396,30441,48304,74513,108990,134974,125579,119039,124955,109967,126048,114643,136925,142815,120259,84730,54553,30085,13180,8127,4450,5985,6409,0.96
11,l,14,7,10,5,16,41,66,112,163,211,229,435,366,325,298,305,331,308,317,439,639,658,839,72,0.915
12,m,6233,6190,8655,5708,4647,5352,5864,6453,7349,6463,6063,7203,6412,7352,7241,9442,21941,26794,25514,9693,16173,5998,13787,10481,0.94
13,n,29604,6991,3111,975,1341,4563,14999,69246,158478,280380,382872,435724,442143,484530,417325,443484,437325,449160,667730,1103408,1562839,1808388,885655,233080,0.925
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.905
15,p,13239234,9940052,7636677,4779068,2214111,1310181,937874,1297253,1911672,2887195,3789621,5890162,9315773,13353158,18777608,24089166,24534248,28938062,34057143,51795098,58842595,85727608,45429921,24119836,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95
17,r,3254184,1545303,1239068,1601753,3199116,7493114,16293423,29131721,43677271,55038012,65921861,69210529,73546994,75429433,78276773,79608851,88945394,99007701,106819540,121796156,128184173,104298396,45612771,12723162,0.95
18,s,28391,10778,8481,4510,7069,14265,37001,118120,217034,475197,320972,391944,379069,438483,467092,500759,539719,515713,649667,950988,1249948,1268842,533469,138307,0.955
19,t,15070,24894,32741,43723,66401,79871,78654,91001,111364,121622,111297,110724,116575,151665,250002,202080,151179,82107,42918,30400,22448,20602,14639,10711,0.975
20,u,172,60,44,38,155,877,1543,2818,4383,5412,5564,6906,6208,6491,5558,5384,6354,7279,7946,11233,16094,15154,4013,691,0.905
21,v,1039,3001,9372,15060,18814,16345,14836,15075,16127,19323,15283,10406,10810,17702,30833,38368,32797,13711,4650,1858,1036,924,618,397,0.945
22,w,12423,11851,19044,7755,4927,5892,4142,4160,7217,10207,13721,15027,10758,10460,12088,11767,22327,29956,33810,12947,30054,18943,27325,19616,0.935
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98
25,z,303953,749014,1754417,3160420,4250234,4319729,5367987,6041093,6021793,5895027,5388965,5013618,5792262,8688281,11770050,14937681,14052751,8409017,3567373,1318412,548806,279393,193933,168897,0.945
