,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,272119,241292,212592,201386,177921,177774,170280,185275,198214,217586,230914,258750,263019,272504,277519,280557,276123,270418,278615,298861,316094,330211,347037,332456,1.0
1,b,213,144,227,585,1104,3307,6478,12487,13727,18377,11370,15345,11852,12200,18069,19220,14046,22056,14290,17236,15716,7754,2824,1030,0.91
2,c,252524,215637,135518,147922,168319,230195,329041,702618,1065246,1434004,1437834,1395326,1265093,1374683,1352870,1257761,1578378,1507925,1662845,1631039,1867190,1615627,799137,359884,0.905
3,d,2915531,640798,254354,280685,510020,3879903,19651170,66220920,97128652,148926656,160600147,172440134,163614918,174459844,161158285,138773029,114841897,96462170,123095486,195175128,260201676,217215827,81924066,14978047,0.935
4,e,38380478187,40892183495,46468127551,49248033921,39351847676,27125099627,20195985764,18175400164,17016317590,17371905404,19119823204,22087524650,29200841329,38927934474,51755957302,62883403696,67330163387,65857235757,65954246152,68773827115,69452416809,69752197397,61150573141,50882693007,0.93
5,f,7778998,3469164,1848630,1280516,1206638,2807614,8142653,22456097,47232966,63229522,81419277,78826544,105095569,110960061,140378049,150736063,145003201,136261646,137566339,176804851,234559897,263906289,157770377,72258198,0.93
6,g,3,3,3,5,5,12,7,18,19,21,15,43,14,8,10,11,14,15,12,14,13,18,9,7,0.96
7,h,12718,8547,16096,27827,66737,177772,379469,675290,813782,914421,994535,961691,854912,826919,812766,973326,1070828,985638,888084,891826,814272,477610,180734,48795,0.905
8,i,2444860,947742,905591,487399,589208,1213252,3235746,8334946,15955322,19557353,25678726,28459103,24526990,33757472,40927896,41644836,36556766,27617801,21907086,23807626,46267405,56555413,34292709,11148156,0.955
9,j,42876272,66770628,87664092,113122062,177220780,129692693,143018997,154097734,154596742,133670408,114886670,132914823,261317677,336097614,346785465,204456801,80255710,23941962,7119725,2476870,1421913,2449623,8902332,27722045,0.93
10,k,14388,26962,43898,77835,102604,146838,117538,186839,168361,171112,186461,190611,191053,212067,282176,162768,130305,68734,30673,13553,11299,5934,9101,14861,0.935
11,l,21,19,18,33,58,155,601,1303,1537,1005,1000,1559,821,704,737,645,701,734,846,1014,1139,614,255,58,0.915
12,m,547,728,1023,1855,3324,5273,4693,5854,4538,4805,6423,10439,13756,12320,11971,15982,12641,10694,8747,2036,1477,1909,1247,675,0.97
13,n,22141,5753,2422,1937,2213,9555,57429,311550,1057124,1033847,1348379,1165292,1461779,1315103,1141176,1058062,900567,918046,1228674,1799367,2274103,1878212,1273145,173746,0.985
14,o,0,0,0,0,0,1,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.92
15,p,18574026,14086595,10167526,4086860,1643712,915777,1262130,2548381,3487207,4923787,7142247,11131573,17486168,23095921,28718847,29877652,28219382,36903087,50145024,56147849,66538742,59290287,40341585,26097788,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,2187456,1045768,935011,1456791,3787510,10160775,24795286,48179573,66230971,79852112,89169313,92975841,96384330,95862304,95200720,83785416,76908543,79329316,87110797,95542954,91656917,59714643,24513293,7255206,0.98
18,s,36293,15764,10868,9804,12589,29906,92374,243822,451774,540144,540138,622971,552135,576100,674825,834695,743738,758072,855592,1381907,1415766,977407,535335,139729,0.96
19,t,14420,22629,60447,196113,201130,178011,122338,289884,290564,247895,262392,402567,512724,614899,684944,511646,237442,92167,34901,16584,13699,12863,12990,11121,0.945
20,u,303,86,71,144,721,2624,14053,40974,60112,53898,58848,58121,53644,45382,39198,28842,23997,27885,32655,38959,39797,22583,7058,1489,0.99
21,v,2950,9757,26662,47089,58404,40176,38898,38686,48017,49938,42803,24996,21522,40710,74122,77749,54213,22244,6340,1722,563,242,179,453,0.98
22,w,29217,8253,5886,14174,6850,6446,8012,10757,13191,23611,21629,28190,17257,16378,18886,16462,18654,11912,8285,6240,7647,7926,6623,4055,0.92
23,x,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,628380,1700344,3721967,5571589,6552832,4751197,6217331,8001671,7785991,7676172,6464702,4603242,10522973,11434594,13540460,14831311,13121275,7761997,3668524,1450712,619586,313691,232197,260406,0.99
