,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,295192,260649,219284,185549,154253,157505,158750,168425,183650,204482,222240,247482,255297,259678,267006,266810,268070,264755,290914,280967,299444,314205,321583,306758,1.0
1,b,927,913,1201,1957,2882,4448,6362,7793,8922,12054,10948,12721,10057,9670,11578,13040,13140,11101,11068,12701,11024,6618,2266,684,0.91
2,c,319027,158090,67330,50530,63536,84740,121639,190643,372755,440521,565081,668614,724047,709385,795848,909554,964505,937336,979984,950080,1147616,982115,581920,257767,0.905
3,d,11151352,2674376,839971,407421,300677,686083,3948969,18101230,49187833,86684514,110149790,116548097,121987870,122795958,124734845,141995874,137686060,139678589,172634247,293098883,357658190,317611649,105752740,23436429,0.935
4,e,38659071007,37248976677,40589666464,42531576992,39021168789,32232038389,25202903972,20655201986,18376997936,17991491216,18078379953,18778623911,23712412648,32303281239,43824220261,57511693913,67260094657,71696242560,75076005354,74513027947,76378805965,78755236518,71215023117,55235766873,0.93
5,f,13100839,5012924,2495561,1328277,1018045,1430003,3553853,12014005,28461147,49011753,64625508,73028978,90302669,102495646,109451424,108693670,115314875,114953643,125599661,166281734,211461010,207285824,138302131,38447979,0.93
6,g,22,21,24,79,157,150,34,19,23,25,27,55,18,16,15,17,16,21,25,21,12,11,13,9,0.96
7,h,40899,26277,30746,41461,77132,151184,309944,538023,708479,937672,1027100,1124172,1123802,1234499,1302330,1362885,1674965,1126459,878378,799235,828807,561724,259612,76050,0.905
8,i,6574943,3018020,2094080,1139520,1080793,1297159,2219928,5668583,11675622,16856866,23486393,27616599,37729923,59742254,64571701,57519719,43671614,37821374,24051943,23555092,44322195,49617142,33253315,15142816,0.955
9,j,49550841,78313376,99612499,109352300,117170827,138868513,150834721,148748781,155072517,140922523,137159059,140623659,243097030,423059881,433487719,249403906,116323661,45048138,13621852,4727264,2259208,2714939,8907910,24670186,0.93
10,k,18487,30819,40621,57984,83413,76766,83692,90737,95820,90976,90664,105489,124261,146672,138800,94695,61695,31591,15602,8382,4303,3544,5530,8844,0.935
11,l,137,116,131,100,131,198,233,339,381,583,576,785,363,339,499,430,453,483,644,660,633,391,139,55,0.915
12,m,2121,2418,2944,4339,5912,6198,6520,6206,7719,8203,7378,8657,6989,9134,11206,15802,11104,8569,5023,3564,2444,1745,1149,998,0.97
13,n,93277,30410,13574,26319,6785,9890,29114,134993,434661,823285,1095241,1157190,1081560,1058781,1152556,1308092,1262612,1353976,1736766,2111516,2684377,2453339,992168,218902,0.985
14,o,1,2,1,1,2,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.92
15,p,10849767,8485606,6684406,5603160,3147874,1436839,955678,1061399,1823456,2660810,3852978,6012072,8737421,12759195,18028335,23063566,24322072,26750069,33926618,42174980,58824416,54435054,34276138,25058546,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,3027244,1230728,707350,768659,1366144,3289854,8028934,17016306,28198003,39135236,45137155,51090635,55949744,58595442,59937654,60903118,64610111,71697348,82240845,93559821,92475893,59480824,25345984,7834611,0.98
18,s,76961,33803,20368,13993,14572,24558,59629,171914,404099,650424,657880,808708,723135,716582,772973,832170,815466,750310,793868,906453,1205992,1130985,475416,118585,0.96
19,t,9061,16380,31071,65397,101302,127069,128471,142427,158753,154972,134767,131061,119035,138927,217462,226648,167307,92863,55468,24991,13296,8820,6778,5161,0.945
20,u,401,210,142,131,331,675,1471,2787,5257,7198,9470,11015,9007,9264,8969,8725,9133,11043,12456,15734,17758,9776,3080,833,0.99
21,v,1287,3555,10845,22370,29575,26514,35729,31766,32857,35134,28822,21468,18073,27448,58630,72002,52429,22639,6712,1607,435,177,143,252,0.98
22,w,2639,3348,1652,1501,1203,2518,1171,2233,3334,6881,12651,14381,7765,7574,6796,5764,4003,3920,3268,4409,3448,3501,3316,2139,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,386059,1015322,2463422,4783350,6400743,6685963,7912064,8217761,8586214,8119491,7549281,6581133,7785026,11664745,15015389,17649307,16014995,8487212,3645474,1331141,565339,250751,166292,228810,0.99
