,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,269891,212453,178318,131221,122073,137621,166453,190605,218899,257357,282345,327426,352189,363759,355275,372576,395429,446679,481250,501412,494417,475626,398917,323755,1.0
1,b,2643,1294,2212,977,1000,1835,2583,5164,7159,14487,19693,24648,23648,28000,35293,42192,43998,43385,42365,43888,34087,38100,9328,2979,0.91
2,c,921173,364394,303660,200546,157034,225587,305797,513758,814914,1047703,1328786,1834581,1737197,1668182,1807633,2070935,2567002,3387137,3756943,3133351,4342220,4512933,2744494,1313545,0.905
3,d,61913348,15706228,4065796,1130471,535612,388123,627454,2686614,13945038,53524821,124795077,190143212,210505661,234224088,266605314,295849759,303283977,308320686,326877990,376506869,595864053,621005441,504931757,144925254,0.935
4,e,59265241683,53280281953,53074203352,56244759175,56307778132,52086564717,46174988816,33187856359,26367870871,25271048707,26207265557,27187852304,27055612499,32460076023,44734716009,63991037858,78223123812,89990141097,98751700028,100844164429,105712863939,106209723518,109660703325,88974989380,0.93
5,f,47962471,15576695,5442202,2797327,2238685,1927172,2346241,4890476,13350887,35760171,76737179,119673277,131716041,164044073,201707335,223688688,232336946,264679394,270964938,296945930,393511142,403205822,267612747,124956595,0.93
6,g,30,14,33,10,5,5,5,8,3,9,11,27,15,10,16,13,19,15,13,11,9,62,9,9,0.96
7,h,133347,63106,45944,41075,42327,70961,136297,317000,593392,951734,1383453,1735017,2506859,2505192,3132825,3277142,3428615,3326429,2463710,2252826,1871676,1682362,756614,291312,0.905
8,i,25794036,9919424,3595278,2495577,1621455,1456577,1296251,2266753,6586957,15532803,31657461,47354684,57789404,77351526,135708170,132686262,121874413,97780881,88437027,64272424,69791952,101614051,106591606,66182304,0.955
9,j,31776646,75196182,111846569,147954025,145244480,166757791,173997665,197072600,209238302,216934789,214347848,256161273,418562974,487417792,509977929,311363267,127505862,40961764,11578243,3601416,1724753,1659265,4822454,15653912,0.93
10,k,11347,25251,31658,38742,43974,63500,87396,121430,116543,128074,123422,181771,190236,245239,340506,350740,222371,107210,48595,18617,8935,9606,6951,6793,0.935
11,l,230,137,205,36,17,29,25,77,125,373,953,1865,1592,1697,1720,2134,2131,2660,2771,2693,2917,3213,643,200,0.915
12,m,6689,10315,17487,14800,16555,20782,28506,35390,42187,20330,16739,19160,17245,20071,32926,39080,38024,20812,17955,6534,5445,8104,4527,4335,0.97
13,n,350474,74375,21974,6964,2179,1846,2384,9645,54662,289461,768475,1318591,1373024,1485829,1644702,1692931,1758082,1694452,1781363,2405056,2932662,3548564,2568910,690069,0.985
14,o,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0.92
15,p,21024194,13344569,9091411,4388142,1747663,683691,339472,324401,704915,2158640,5673548,10790332,17183114,25027310,30617489,35410169,40675885,49793718,55509860,59262015,67932299,65421966,56555801,39606590,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,11830385,4617044,2181932,1614769,2099598,4041644,9501155,24402573,52149132,93259679,133487487,168456694,187027731,204110848,228728598,246649571,278079199,290577490,296345060,291811864,259707888,168846299,76039466,26159967,0.98
18,s,403725,144229,55131,24841,13620,14868,18473,45611,139452,443188,782856,1280795,1219419,1353181,1637769,1522692,1836211,1968599,1934476,2100332,3278187,2825231,1483386,612492,0.96
19,t,13168,20309,42120,77479,141892,163325,172704,222017,244580,253387,259024,274270,278809,425242,612473,547936,332275,190036,75036,35896,21952,24273,13673,12543,0.945
20,u,2788,825,486,237,171,355,683,2229,7038,18088,34630,48881,52308,57748,64823,71873,87658,99988,104045,100841,126823,80344,29449,7353,0.99
21,v,654,2545,21165,72105,82619,25660,20672,23823,23567,24645,23375,19961,21029,49173,119154,239469,108334,39259,7374,1581,395,345,169,528,0.98
22,w,4049,2150,1912,761,922,446,524,549,1385,692,4059,4351,3315,2672,3414,2918,16337,2209,2687,1737,2302,2430,2007,1530,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,260345,609082,1415102,2764472,3649922,4201854,5210876,5606813,5776094,5781009,5818103,5373045,7761103,10707703,13705930,15495916,13393191,6739121,2548283,1001086,446137,244490,193936,216246,0.99
