,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,289602,246766,213628,182285,164103,160939,175747,196034,216033,237904,255171,285531,306465,306043,310679,302674,290602,281331,294602,312212,325672,345369,346331,332813,1.0
1,b,282,323,583,1121,2056,3243,6277,9540,10541,10930,11980,14872,14282,14537,18510,16680,15289,12896,10270,9933,8572,4335,1577,545,0.91
2,c,341165,177914,148138,107107,158165,160762,266196,493849,715347,889747,1100796,1093918,1027385,1240576,1336530,1496098,1273423,1238683,1099170,1178142,1288041,941442,533798,378610,0.905
3,d,3501043,1031481,371398,246158,400371,2205584,12390541,41250969,77339264,102424770,119850815,123428551,141833821,146544845,135158505,109575714,84523418,74029710,90391509,149335169,195873411,186229613,74141894,17611990,0.935
4,e,37033833921,38677447521,46012813132,46998519579,37612134269,30506660048,23065407185,20990880814,18703920416,18313966950,18823479269,21241868842,28348614059,38317133602,50044295623,58709245293,62458465997,62181591472,61548216091,61223022804,60896818086,61702182464,54310464739,41633749678,0.93
5,f,9053330,3507297,1728856,1070240,933938,1568043,4891690,14900946,33139694,48941768,65735514,69013900,91707393,95586043,96800946,89741655,89398869,82372135,85568073,112770749,157460413,169827108,103436051,33013692,0.93
6,g,4,4,4,9,7,10,10,16,14,21,29,39,24,24,53,46,42,38,20,13,10,7,5,4,0.96
7,h,21205,18780,28538,44079,77818,153990,437668,622440,619146,751970,769204,849227,974033,1059757,1181560,1388721,1416297,1183846,861844,708479,628812,429627,192497,55639,0.905
8,i,5538709,5082411,5455811,3192474,3045582,3952674,4852412,13632812,22372624,24968513,31010383,35107115,50217584,77869445,76240542,57205541,36782554,25074925,17409218,19659348,40191642,39138876,30826927,14443006,0.955
9,j,73444487,77089855,105064510,124181836,226873089,176004148,178069585,167945898,173400153,143750256,114864282,136850632,263571144,312806535,353938108,216930039,77760083,25957649,8193137,2842922,1662267,2678011,9261391,27078190,0.93
10,k,14199,29410,48602,56256,49831,69551,87152,95835,106373,95773,70485,81540,96382,98529,111975,102043,61933,28484,12141,6507,4001,3752,4672,8987,0.935
11,l,30,15,21,29,38,67,158,378,591,531,512,742,571,537,661,439,391,532,557,631,513,444,143,48,0.915
12,m,1116,2270,4304,5367,5851,5969,6118,8312,8510,8914,7927,9657,12443,15471,25542,29899,19215,12819,5675,3073,1611,1312,892,763,0.97
13,n,25545,7271,3123,4607,21901,33673,101592,288434,572537,836205,950691,1035714,1061262,1079953,1104270,1114177,841096,1971784,5395303,6532028,7674636,6246086,5072978,341967,0.985
14,o,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.92
15,p,15882492,14165176,10721175,5368633,1867616,777355,828180,1314261,2059653,3097518,5170220,8567505,14216027,19864142,22941462,21761056,18168379,23526775,30317906,37517472,56635842,39646966,28520800,20841967,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,1943205,916530,653775,890713,2050168,5000602,13183104,26539018,39119464,48829766,54138624,59075938,62907488,62856580,61531794,54109755,48211404,51084113,59915758,71844147,69623167,45449133,19489363,6268516,0.98
18,s,34196,16861,11420,8341,9644,22265,62292,200033,356738,454548,482790,603502,660505,667770,735194,684358,597215,568277,628213,755493,967883,853561,443678,117130,0.96
19,t,15017,29592,79164,227160,230491,189087,135090,304286,307872,230013,167142,200577,241172,320565,544612,507956,285020,134357,50212,24493,15772,11706,10055,7683,0.945
20,u,318,113,135,123,194,798,3257,7299,12735,12746,13243,13285,14902,14532,14802,11345,8564,9128,10236,13980,15449,8170,2555,826,0.99
21,v,1184,4881,20152,37538,45852,33570,30028,37401,50509,50935,39517,21188,21989,41569,87979,83665,57671,22449,5935,1467,385,157,123,267,0.98
22,w,2887,4152,2594,3555,2979,3332,3882,4045,6156,10384,11804,13125,11306,12199,12039,10296,14081,18348,13790,12883,11566,6898,5376,2982,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,616582,1563927,4062356,6976041,7879125,5804012,7566511,9147582,9990138,9884395,8626664,5584998,5994426,9031818,12739711,14928744,12604207,7419191,3396603,1441894,655653,353202,243870,300327,0.99
