,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,260527,189413,139239,118404,125314,145716,175708,206860,263658,281757,298045,344961,388496,408053,421042,444968,459959,516922,558497,612758,581879,531671,457903,360873,1.0
1,b,1062,533,334,483,790,1140,2270,5100,8697,12402,14433,14813,15766,18806,27821,31445,25812,28774,101999,40942,30651,19418,9445,2924,0.91
2,c,915256,571932,441523,344827,387675,355680,374283,549347,1063161,1609908,2117267,1992949,2351929,2666136,3311439,3977947,3703920,3852094,3597769,4419700,4013775,2806078,2391649,1044386,0.905
3,d,34505552,8918016,3569585,1986524,1714793,2137858,6953167,24795734,77811234,140412407,206819473,230635102,248431641,261019121,304151989,293993123,270790866,352101776,415246806,259224353,359696979,415809520,278590388,95289999,0.935
4,e,75143668857,73234724293,89727413633,102850052930,106904994771,76964001932,41244308407,28509943258,22318870014,21323370153,22137240547,23509810136,27766413213,38224785684,55360097846,77197537424,89917091289,99561349055,95962770182,97991733979,94665978563,94698761297,89595302198,72901584888,0.93
5,f,33009900,9506193,3368259,2131474,1308155,1184779,2455494,8864894,27246786,64697863,96609295,128334987,113299634,148737207,176320884,176572006,182121105,195548737,225869228,230156087,301387266,382237016,269189903,105493617,0.93
6,g,4,89,1,3,2,2,1,2,4,9,8,22,22,26,23,30,27,21,27,46,6,4,4,6,0.96
7,h,74559,28232,19566,25494,33061,61017,150478,325152,575105,781635,953263,1052025,1176069,1435812,1957405,2499291,2432781,2247117,1761010,1403271,1202685,1053614,533809,169996,0.905
8,i,15702983,6099005,4099093,2499339,1936642,1939847,1982895,6761335,14236061,24058961,34486403,49852273,53373964,72759571,99961442,99965409,82158755,67688988,54762034,43621701,52488788,86751883,72217725,50389717,0.955
9,j,30098388,93339618,131215947,161634147,201224691,236904103,242203947,243975866,258880713,241174357,228435091,348622400,576100422,594421036,641762383,373790151,121155411,40666963,11958230,3852525,1786757,1930393,5202891,17457226,0.93
10,k,12736,29957,48537,87087,106939,158119,181082,196834,157750,151456,118486,143131,198758,248355,457932,442938,329974,180308,71743,28667,14217,13175,8055,10618,0.935
11,l,103,43,19,24,15,32,61,461,1283,1545,1662,2431,2339,2381,2073,2037,1697,2547,3574,4344,2245,1389,484,138,0.915
12,m,2468,3848,8653,7968,9703,11197,9713,13656,16619,18634,16806,20797,17813,26947,50586,83499,60514,33745,15473,8441,3353,2765,2158,1745,0.97
13,n,119496,21118,5967,2654,2441,1738,6319,39105,227916,923492,1239483,1801652,1456520,2054800,1929482,1592452,1364416,1094421,1148125,1862193,1976146,2135835,1531264,487638,0.985
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.92
15,p,19209411,15306192,7103765,3137373,1194243,454076,326393,628960,1857709,3792031,7263033,11676254,17546101,22699250,26509683,26100952,34196689,55921774,50931492,56410136,53738647,58231481,49807254,35323877,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,5784486,2464734,1708467,2269812,4317588,9735420,24405156,52019940,77188091,99078119,111077787,128931589,133923517,155677683,172460517,173604813,172368398,184113066,198680512,195821640,162619516,103603533,41648314,12835601,0.98
18,s,133196,42568,20522,11925,10474,10894,25398,82556,297707,650213,935430,1014834,1060231,1345437,1480843,1426299,1232370,1358780,1509090,1773499,1726027,1835146,1312115,368635,0.96
19,t,12556,25916,70288,285408,338781,269671,190123,456552,469589,321136,247338,325463,410645,700201,899079,724365,445507,223296,100079,42396,21239,18981,12876,10037,0.945
20,u,1353,396,168,99,154,847,1916,15892,55510,79007,80350,94962,83725,83378,63331,79390,91364,108472,133539,143667,107034,61586,20425,5146,0.99
21,v,535,2104,8662,18178,24193,17967,19100,22025,31251,30157,25038,19037,24431,78692,134465,120503,56070,16724,4044,862,248,137,113,245,0.98
22,w,17054,9246,2086,2190,2385,1387,1098,942,1616,2065,3428,4502,4478,3064,4120,4249,2846,7576,10377,16690,6755,29360,547343,776244,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,374329,914206,2269706,4283418,5914801,4996063,6310090,7793678,7987782,8262709,7229332,5328177,6820001,9655610,13836410,14891121,12006690,6913839,2729202,1018133,437284,244096,183476,240035,0.99
