,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,265426,196102,160843,140321,143974,147563,182203,206137,237554,257405,270156,305978,338745,359601,357138,375376,384326,427465,474966,494820,510822,482375,424191,344415,1.0
1,b,1295,502,921,850,1828,3504,8655,15710,17155,23136,18576,21635,19311,19650,22534,22053,22692,52515,36964,41435,37196,13238,3966,1436,0.91
2,c,595295,209974,113003,120373,103234,133022,257977,573384,928784,1426132,1817466,1822422,1784368,1660519,1793469,2523261,1838659,1766042,1803601,2349138,2693825,2018914,972646,489799,0.905
3,d,3227616,803595,318302,230633,377381,2259088,12683619,41300839,82419972,118718488,134898074,133386700,149500415,156957301,139509810,115211619,92943980,105285568,122146741,250798498,378126504,294485186,90922407,17734775,0.935
4,e,51342233476,55049930677,51452522216,60209974185,48373391640,37664684554,28761324892,26222701250,23313425854,22176906294,22241328860,23781079908,32145280554,45552806861,61434951355,75239463477,79042275943,82110306598,87099248514,104187918797,99101429501,92273980705,73308022141,55538713727,0.93
5,f,9321134,3305402,1652255,1159677,1217158,2673750,8271245,23138846,48910789,75742127,107097247,95022329,127794969,138401858,149233711,148739423,141163298,142146104,160104590,320318904,375755883,281685760,136720453,40011072,0.93
6,g,52,8,23,8,20,20,4,5,6,8,6,17,12,12,10,15,13,23,23,15,19,13,14,7,0.96
7,h,26297,12523,15105,25843,85077,166916,293460,555388,749940,788930,796368,860669,877147,949326,1031840,1163923,1234449,1334328,1356984,1527876,1223960,702979,242807,55770,0.905
8,i,5115857,2069823,2780034,2739493,3119378,3893955,6757948,14457630,24509666,29686752,34715259,35226130,43990801,64054787,77658009,66041892,51294420,40218511,28590624,52685792,99116064,93442180,44579770,14238637,0.955
9,j,30217374,47044551,69383534,91442560,154238720,112974397,112066842,122558374,131911433,124033858,107110304,157897962,259945414,379332782,423455980,220018148,63103747,19890726,7724574,2434638,1419851,1822814,7030434,26585952,0.93
10,k,37440,57420,90353,142695,174227,248051,274088,261097,216692,186796,159116,187925,248005,353970,454579,442154,357347,232582,98793,28672,13057,5768,7492,19455,0.935
11,l,329,79,128,44,108,121,579,1490,1937,1502,1710,2441,1707,1323,1493,1514,1672,2650,3586,3426,2221,583,190,79,0.915
12,m,4618,3669,7404,7430,10342,9110,7536,10656,11947,11910,11472,12095,13801,23041,20253,26619,19082,14428,10952,11889,6306,3614,5954,4477,0.97
13,n,29024,6239,4533,2176,3101,6249,39247,190036,642887,1213801,1226863,1049179,1308302,1241893,1033820,980114,735359,783035,1560584,2934208,3993030,2814009,892639,159931,0.985
14,o,3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.92
15,p,24265121,16195466,12004528,8753171,2850974,1329603,1044665,1584892,2411123,3673868,5659858,9373019,16309327,22484526,27248930,26959396,24785069,30654592,46835435,76975351,99455561,89715459,53072853,36005812,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,3139102,1537309,1504133,2617139,6361481,16658914,43124013,84587973,106721025,118162719,126382067,135266655,142538297,150278378,160082607,156978232,161379197,180721127,205574606,241198489,187048675,96363310,30958634,7670984,0.98
18,s,91257,87664,84353,39243,13033,29858,92640,267294,454636,576860,614132,696211,827321,852244,819899,822969,839417,979863,1279285,1816290,1973674,1295042,511135,109869,0.96
19,t,11033,8653,18780,28865,36343,43018,65769,76601,83054,84362,77401,77684,74012,107050,152072,159787,152427,128219,105646,63337,40323,21329,13821,7444,0.945
20,u,1735,432,858,631,2393,6762,48911,164079,218577,215697,226557,219253,182326,124537,120351,133056,158617,197913,270077,256023,181043,72645,25084,6350,0.99
21,v,6403,9824,39094,49672,64504,48608,75485,44492,54614,84784,57431,48920,56107,149258,261950,278599,154575,53785,7464,1783,537,229,226,601,0.98
22,w,222564,189796,178895,26660,39732,57855,119688,157803,166826,199230,157952,123531,246037,255091,271329,330620,361627,157394,104270,110623,171323,171096,203376,232234,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,721468,1928367,4808971,7624675,8881248,6795173,8635596,10128588,10220107,9939484,8181984,6243111,8570958,13036303,20543781,18350310,14362777,6982416,2801631,1162429,584811,333970,248193,301103,0.99
