,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,288392,243555,205338,183127,165469,162230,176886,202606,225894,257835,285192,321849,363315,352046,353304,367822,336013,321207,333498,355823,375819,385832,380864,356165,1.0
1,b,413,743,1397,2117,2632,4584,11223,22234,10754,15439,17691,18048,17502,16377,22300,31670,26197,18477,15420,17671,11668,5513,2242,927,0.91
2,c,212826,151590,162034,132901,137759,210015,290838,517249,642599,582617,802617,1017086,1066546,962973,1132281,1283259,1110297,1010226,839151,970108,1237055,1173090,704658,253415,0.905
3,d,3580352,1202775,572597,388020,646940,3493121,17682389,55072796,88805810,116467325,123128483,116671628,119881950,114498614,94583518,83311314,73314568,63267398,69073396,96439847,162091385,175025200,84861426,22478377,0.935
4,e,40525403511,44320437369,51191915775,50642504846,42849724194,31975652080,24917688002,22159538054,19525004876,17949609715,19864759720,21315013743,29277960988,40621025231,53387793124,61307231003,67058823764,63414926554,62359783686,60855197884,56359986011,56209856213,49313604054,39403649167,0.93
5,f,8764055,3324201,1648053,960170,910205,1851790,7537068,19374160,37545399,56077521,74671064,71556645,92145680,97474560,89662554,82472814,77532256,68054319,74749644,88104868,137147394,140367387,83013990,29685995,0.93
6,g,8,11,22,84,172,25,18,18,13,20,55,63,33,29,37,169,94,36,21,18,15,8,9,11,0.96
7,h,97999,31903,46267,62067,93653,170680,327409,539882,617573,713160,893533,902949,944623,989012,1229197,1681084,1958833,1120978,921937,666564,552584,346560,179425,60171,0.905
8,i,7401720,4598559,4873714,3027721,3167378,2797588,4815997,14432343,24926497,30557432,46064432,44542614,53910968,76094428,72733431,58972877,43858991,29089054,19603172,24285860,50511522,50562243,42705745,18912034,0.955
9,j,43879067,73114071,94965714,116696135,173528115,135726240,144631874,158727652,172245623,131934621,107752995,143805388,310892425,383853108,362339706,320870746,117301524,42154151,13558508,4328343,2196322,2438402,7348078,22185445,0.93
10,k,14823,32456,62392,62800,38871,55435,72646,80150,76156,64962,54226,55651,69348,92888,125750,127575,73589,28739,12292,6085,3763,2736,3469,7183,0.935
11,l,33,39,36,31,216,91,206,315,309,355,598,613,453,501,408,1164,676,331,455,587,516,273,161,75,0.915
12,m,1324,3384,6167,6829,10170,10275,8618,11846,11507,9151,8986,8563,8454,11388,24663,50556,35176,17187,15704,7203,7153,4528,3924,3938,0.97
13,n,21930,5733,2941,1461,1900,7356,52654,217066,519525,621213,723092,733959,856802,745950,621264,659594,664732,505197,700063,832077,1559900,1728604,685728,175403,0.985
14,o,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,6,3,0,0,1,0,0,0,0,0.92
15,p,19138025,15126070,10308271,5866876,1996160,890087,909768,1379797,2056077,3052444,5025062,8667500,16223558,20589347,22484386,22018189,17401972,20134559,23612154,29784924,32816026,30680633,20377299,14413268,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,1601116,778350,631216,856477,1805252,4991475,12519877,24137415,34190128,41829651,46570824,48434500,52285284,54332433,49558179,45866437,42538450,45808688,63659162,69137802,67089191,42139597,17701270,5860800,0.98
18,s,29102,15088,10704,9170,11949,35337,152425,340925,570163,706863,705402,684739,773084,731805,679892,1066390,799787,591776,696369,822099,1344871,916323,489799,143901,0.96
19,t,15403,35040,88229,236398,250340,211070,155829,328962,301868,202576,149918,142843,158119,212529,266352,342632,220563,95164,44007,22346,13120,10651,8003,7259,0.945
20,u,406,295,169,243,457,1840,6087,13825,15904,23903,17217,16414,16114,16201,14483,13548,10617,9030,12133,15045,16904,9671,2858,761,0.99
21,v,1896,7966,26741,47110,50281,34220,31785,42746,49788,48305,41386,22753,27375,68725,115280,122985,63113,18031,4154,1085,364,172,165,511,0.98
22,w,854,916,1740,1057,1049,969,1900,3803,2838,4283,12742,8247,9219,6817,5747,3800,3863,2644,2780,3154,2585,4838,5796,4773,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,445963,1296262,3264694,5525319,6414573,4815097,6463576,7448695,7747426,7953131,6517876,4417763,5006940,7035071,9479293,12238652,11691746,6294587,3210480,1244347,482396,244755,154411,177612,0.99
