,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,269956,212177,180808,163321,164103,175170,205214,232724,252438,278051,292469,331013,358685,384279,385095,387364,379548,404501,424419,440463,447744,437323,422838,414036,1.0
1,b,265,266,1303,1652,2778,4315,8552,15914,14067,15735,15337,17474,15112,16399,23989,26105,28277,27352,23428,20143,13475,5400,1872,543,0.91
2,c,202730,176596,171667,172321,142350,155393,266004,534508,725463,932832,1053668,1227879,1181756,1177584,1611138,1781337,1790208,1701156,1534880,1713310,1674371,1200464,749202,306793,0.905
3,d,1951275,686410,303648,235550,402457,2825231,15628620,51391241,85285625,114208249,124289947,123618926,136331807,155065934,147168461,127133558,100628744,93287644,120154721,215166073,296820227,177579709,53185792,11002192,0.935
4,e,42306334937,47779003247,55900200741,55621154406,44199570220,32123770575,24077585568,21051702515,18851481759,20341607779,21343950119,26246075325,34275619725,49374816764,68318630667,78784944113,80681742560,80657684346,77616485993,77831988257,77658695544,80871476880,66966041724,50555741793,0.93
5,f,5350365,2154892,1219149,764743,1018435,2744099,8848184,25013803,49013398,66457968,97085842,92144606,124203234,145135435,156374791,139406249,130824244,128511607,131139401,169201616,247420072,209599928,74023524,19462757,0.93
6,g,3,2,4,4,6,5,10,24,10,24,26,57,25,19,21,36,32,42,23,10,4,5,6,6,0.96
7,h,17291,15884,30948,50413,94404,201368,454989,768615,790691,938959,974274,1034287,1174906,1296481,1736740,2214603,2126552,2120654,1567238,1297461,843553,398420,120405,33691,0.905
8,i,6390709,5663927,6622252,3937519,3954626,5334388,7063095,21853971,29949503,35420670,44377479,50369016,101266036,154656129,133108883,99734131,59555708,36913978,25286538,33937100,69573594,66441130,47605198,18733271,0.955
9,j,37552973,65563352,84828736,103109151,155213083,125307724,138145714,139648364,146990524,127312404,118146244,142135830,246008424,310630426,282247026,197551560,66555020,21890126,6637824,2427612,1323566,1774064,7658265,24095313,0.93
10,k,16869,40652,71614,123166,120501,151992,171678,159792,112651,102304,81287,95833,113763,125840,186919,306538,298255,185349,69004,20108,5286,2970,2881,5112,0.935
11,l,28,14,26,22,39,96,588,1796,1294,1658,1498,2065,1703,1049,1585,1538,1612,2141,3122,2411,1068,402,252,68,0.915
12,m,1169,2428,4865,6138,7638,7316,7701,21708,10640,12716,11291,11662,14440,26937,36245,34987,24310,14282,7968,4082,2410,1903,5506,30117,0.97
13,n,10150,3457,4924,1413,1520,6508,56496,270004,872806,1098908,1674569,1484436,1497051,1411688,1389103,1180688,965542,912860,1275908,1590479,2109640,1405262,423949,68924,0.985
14,o,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.92
15,p,17789476,15293488,9938105,5015160,1985568,1028815,1259223,2161909,2954589,4180601,6380504,10951889,18988289,26981801,33112912,33680931,28604487,35893922,47499157,63520388,64415251,48494085,28329290,20956576,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,1389736,891663,962298,1946513,4362541,11777223,28310626,49086274,64686696,69954009,74007133,80300438,92195439,103597147,111043535,108600595,110168134,117317710,136656210,135502566,96616498,45709145,14198480,3843564,0.98
18,s,23385,12947,12423,8294,9983,32843,132581,449484,716287,948826,898327,927040,1059228,1022543,968098,909949,961152,917010,1375822,1402579,1872556,1009635,266938,74577,0.96
19,t,11748,26392,74497,257568,270305,220848,171678,373164,348768,254883,219234,247217,310579,453858,655150,518001,284811,146940,68840,31796,19418,11740,8561,7407,0.945
20,u,147,70,115,149,584,3216,24984,60777,75392,65409,71762,61620,63935,64330,89705,101600,108770,141436,201266,157960,75062,21605,3677,570,0.99
21,v,1672,9518,33652,52423,61201,36688,53023,44973,68521,63920,46998,26281,31619,77221,170006,190410,106282,28451,5075,1038,295,162,176,701,0.98
22,w,2688,3253,2217,2425,3050,2238,7064,5371,5390,7459,16798,12516,6185,5521,4364,4449,3806,3647,4701,2728,2715,2075,1667,1375,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,504724,1593589,3966374,5623136,6573988,4425727,5638878,7191452,7080192,7195080,6383793,4302348,5372641,8631092,12352018,12492559,9757875,4804424,1865980,710817,342083,207161,153077,261165,0.99
