,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,311534,254492,212718,193449,180979,166010,184701,204138,227349,254457,275529,305519,319634,328070,327309,321563,307947,302225,305697,327616,344615,376622,366209,340544,1.0
1,b,1242,1321,1881,3659,4366,5354,7982,8744,9601,14204,15399,19888,16059,17472,18646,19867,19901,17422,16602,18612,14374,8115,3608,1302,0.91
2,c,201031,207502,178417,191166,183357,130842,178450,252457,389295,528763,609542,693486,743205,795946,829449,971561,970202,807407,784713,956844,1083132,1215259,558512,240259,0.905
3,d,3812096,1162885,384266,266501,393769,1866871,10151190,30591569,61918976,91284724,107945785,104261665,117214102,122900011,127281993,99523931,75577048,68214409,82110853,141919248,216766979,264564778,131941668,27536051,0.935
4,e,33283939675,34603825436,39004328019,42103660204,34777776105,27362095907,22241439862,18587743295,17048122299,16485741321,17483827457,19226360315,26024866699,34441541928,44720148030,54495100465,61080928867,58051224563,56594881199,55337522357,56982530705,57187765475,50577129332,38055052946,0.93
5,f,8762974,3270121,1716666,1235974,1115261,1695362,5126256,13887942,30784774,48839493,62451824,66960805,84651376,91150874,86824963,79053020,69624652,64492245,72947780,101506547,148332981,150571150,83876989,27616358,0.93
6,g,46,58,44,82,76,56,55,15,14,25,39,90,62,44,48,64,44,51,27,38,36,33,95,29,0.96
7,h,26233,27629,32362,53176,93510,165532,532166,665567,689939,846093,917722,1050529,1175375,1402491,1463678,1518991,1352623,1128930,883804,685489,589091,472786,212073,70349,0.905
8,i,5600116,4675615,4840781,3569811,3057560,4340189,5285076,12456888,21922267,21239420,28346086,35761885,49670699,74359620,67740577,50721217,32420567,20219532,14088027,16594342,31122905,44584623,32100011,13196472,0.955
9,j,396576693,362015231,433812378,516428480,609115898,584681912,483886787,170317181,197829599,205854616,178345432,205735978,202336440,263357001,244765504,177836740,74231103,24321925,6997713,2615906,1486411,2235039,8027844,24032214,0.93
10,k,17828,37423,53416,67917,58358,75588,87042,83828,93716,88151,74843,81489,95547,92104,113315,98010,58779,30125,12993,10223,6237,4776,5800,10070,0.935
11,l,161,148,135,268,286,643,319,290,377,652,786,1061,848,753,679,467,488,616,706,1113,894,700,366,203,0.915
12,m,4431,7166,10868,18897,20614,13847,13840,9843,10101,11680,11289,14143,15540,20020,35730,56750,47501,26850,11163,5548,3883,2920,2411,2344,0.97
13,n,41523,13920,6987,7704,4937,8127,41328,125801,325413,510233,613980,719755,728448,737039,743133,689042,622574,640029,789799,1078208,1334828,1435745,716393,167241,0.985
14,o,2,2,2,4,4,2,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,1,1,1,0.92
15,p,13230056,10959332,9320784,5411672,2496481,1067508,1116932,1504686,2337856,3702912,5029387,7862291,12076739,17027161,20553915,19752785,20913066,22406629,28244350,31632888,45002508,37331682,24860983,17790313,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,2103844,941004,732397,972431,1999708,5017448,12483871,25160994,38366995,49680538,54051798,57451646,62825244,63217132,58882284,53045108,47354110,50579037,59197636,69383682,67298693,44444144,18300495,5911158,0.98
18,s,75286,38778,23784,27211,24169,30099,73549,157624,323367,446326,816139,994246,988830,995540,992430,894038,939068,765447,844015,1096547,1323820,1261813,773698,306969,0.96
19,t,21598,43701,92072,300709,300595,221140,188129,377610,349642,256668,216079,257302,344487,408000,630771,516492,281784,131819,58937,30261,20009,16797,15346,13878,0.945
20,u,321,202,152,235,504,1040,3015,6184,11046,13820,16290,18344,21065,18526,16640,11095,8676,9172,11406,16974,19192,11021,3557,1077,0.99
21,v,1276,6768,21400,42523,63569,37517,35651,36749,54204,52616,40171,24727,22195,38861,73151,68009,49494,20114,6465,1563,558,253,170,350,0.98
22,w,4393,2190,3242,5514,5740,4690,4762,3594,5246,8982,21638,17459,12806,8258,5022,5984,6178,5383,4989,7412,8476,5311,4723,3798,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,618280,1684659,4236439,7099163,8263140,6117648,11293330,11727526,11881148,11960019,9669379,6618726,7420193,10260191,13381074,14941406,12106916,6715582,2979821,1257311,488024,300374,195306,288403,0.99
