,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,290062,245611,203845,179032,165186,160761,169430,187368,218325,244449,268670,306761,323705,334267,333852,335151,330483,342486,345879,362182,376057,385773,378364,343587,1.0
1,b,293,355,624,865,2012,3400,5718,9863,10281,18519,12342,18926,15269,16042,24110,29669,26952,24599,20559,24391,18869,8802,3249,1327,0.91
2,c,147197,72443,64008,62841,54620,59128,146347,239838,468874,643854,735230,1084391,932916,959197,1261024,1351626,1085039,975335,978565,1258650,1441603,1298965,633562,331405,0.905
3,d,15834044,6151365,2972869,900657,1629216,2463694,9088393,31030128,70603698,118877266,149012441,160203672,183032977,189955315,194138611,186950284,196545186,181491067,223419210,341835480,469421290,387683042,132369087,34118748,0.935
4,e,35307872478,35279736488,42253370631,43869639314,40566598134,32792941447,26502407622,21925881469,20282977766,18243437764,18764001814,19970673096,24968625634,34175668599,48122404095,60565469615,70848413096,75453270537,75875275583,77123035742,77506548036,79442996418,74543601123,59838478459,0.93
5,f,12649728,4669388,2264136,1322149,962956,1378515,3632938,12206257,28822543,48074651,63532678,79591807,95146960,118799449,122488695,120789792,113167412,119690107,129248185,153389065,199172245,215794125,112205144,35191546,0.93
6,g,3,2,3,5,6,5,12,13,18,14,18,57,37,45,63,69,44,37,33,51,34,34,33,38,0.96
7,h,35585,20036,25561,46724,80871,170553,358833,618273,855892,954121,1099011,1362701,1326074,1326878,1560348,1889934,1930148,1516361,1103670,917855,858377,604354,252759,77835,0.905
8,i,7263461,3319710,2546009,1639159,1650416,1848419,3169951,8434180,17566959,25552496,35912348,44411463,65087272,102993463,112836693,88403948,63197506,44864253,28773917,31054302,62425316,63392554,45683133,19738174,0.955
9,j,41325160,87549891,107752399,132008065,150607897,165001991,184674043,183518379,185289183,205048595,191136362,244512278,439870664,547530900,466198273,267658649,114483515,37795583,10809491,3478077,1749471,2246846,7414087,22733657,0.93
10,k,12931,22645,30562,48630,56290,70231,74592,83296,88995,89821,78050,104330,131705,171288,197523,156358,105471,50353,22178,17147,11037,7610,8870,15143,0.935
11,l,37,48,26,17,21,37,114,203,367,328,397,832,495,526,635,559,495,522,550,1059,932,570,322,152,0.915
12,m,817,1442,2794,4183,6390,7299,9110,10699,15849,11471,11515,16413,15195,21156,34113,45171,34193,16683,14919,6880,3663,2568,2558,3264,0.97
13,n,43100,11300,5171,1912,2197,5885,17196,106328,340874,566828,744206,816913,804019,837373,1052243,875509,838582,814371,1111097,1482097,2013846,1962942,655819,138596,0.985
14,o,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,1,1,3,9,4,6,6,0.92
15,p,12253706,9173736,7471301,4831724,2296353,997352,686998,945527,1671158,2543834,3612702,6391192,9241405,14230961,21578737,29880186,33091117,37164479,42436767,51725531,65415130,57080606,38984366,29451468,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,2797222,1187030,723001,818363,1373176,3350511,8427240,17168807,28322117,38579533,43890527,49182534,56409233,60857234,59494325,60691535,65213394,72529876,83777858,104671829,106190996,65195773,23184677,7224807,0.98
18,s,44495,39983,13188,7235,8414,13057,46542,154932,379280,478790,503885,647702,634903,662116,795757,802367,763005,812055,860217,1077683,1263647,943112,382160,112444,0.96
19,t,9172,20234,40598,82278,164964,158679,196834,251764,301674,302694,316005,309418,285301,388487,569886,548518,366780,158175,65853,40787,30344,13729,14315,12274,0.945
20,u,252,169,207,97,180,610,1598,22569,30006,23325,9134,12022,12589,11169,11162,10954,12613,13472,15227,25836,31636,19484,5999,2206,0.99
21,v,962,4299,18257,28303,39581,32434,39379,36860,38024,39543,33570,28400,31142,73154,149661,152633,84296,26474,5466,1363,405,202,170,583,0.98
22,w,4207,3996,6556,6208,5487,6168,6192,7048,5535,4705,9888,11364,7899,6246,5776,5351,2493,2573,3168,2754,2593,1265,1477,2743,0.92
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
25,z,334215,812254,2025578,4020669,5839127,6177465,8003391,8404919,8670387,7982000,7309883,6284305,8719905,12071614,15374702,19067003,16488418,8554620,3698631,1408115,622606,300784,193687,239669,0.99
