,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,316538,227884,177475,148610,146802,160812,182968,225991,258821,288533,308763,339324,359144,377281,379439,377043,380056,415957,445512,485941,512113,495382,450517,372324,0.965
1,b,778,1195,1452,2229,3444,3602,5308,10349,13791,18230,25288,25360,27697,26404,39060,39586,39619,35181,34605,28783,19387,17581,10518,4220,0.945
2,c,443744,284466,147344,136130,131249,204549,196241,392169,776629,1128150,1398933,1787493,2040345,1989173,2188786,2234095,2234619,2374278,2405749,2326394,2374621,2284160,1446747,853680,0.91
3,d,10643865,2462942,762376,321601,234511,485614,2993975,15629059,56703011,98837522,147074586,154836910,161277812,172717482,206569854,194448178,171466065,145143915,131371169,159689824,849675900,428038619,218321733,74195472,0.96
4,e,55714283954,55554830069,56357471559,51975872355,40558686270,29989891372,22695896045,18668532004,17788662835,18332452462,21036370779,23510602026,29005989004,40058766914,55319894303,69634925641,76450331058,78503224461,80120515551,79194339151,78383276323,82499924701,76260259273,68007685967,0.9
5,f,24391357,6849097,2290220,1098124,693671,848001,2747281,10415671,34110813,71747470,96845523,128034815,113365579,146006648,176162331,167339154,161517825,162194415,164707135,175040846,257122729,335335758,258897104,93860607,0.95
6,g,9,4,4,4,3,5,5,5,8,14,13,30,16,23,18,14,29,18,11,9,6,5,6,4,0.91
7,h,57991,33049,20724,21603,26059,52551,128672,287374,541885,688194,733802,827414,827159,920127,1149338,2067174,2231592,2241478,1656648,1908715,1597505,1172076,645380,259145,0.96
8,i,15679726,9131055,5869102,3456755,2790297,1771816,1411633,3549013,7507869,14034981,24700529,36407976,40739933,45858457,58237939,60994821,54977238,44614189,35174781,25603136,25666665,53624303,56721916,45040920,0.915
9,j,32482504,56199315,86086943,111459705,176523971,149537729,154135053,179002719,182219204,152690340,129593152,154699099,294746964,282566843,277992878,205473486,94317718,32845796,10793845,3916797,1984653,1928000,4895179,16814514,0.945
10,k,25676,39367,69069,162770,224185,325131,365959,376429,323528,266687,199643,252222,264335,284344,325998,318838,274340,153328,64339,23758,8539,5090,4629,7380,0.96
11,l,1036,552,263,125,69,907,1199,3002,3837,4544,3121,3944,3352,2856,2139,1693,981,857,1056,1884,1839,971,389,153,0.935
12,m,1910,3680,6694,8467,11368,16467,13321,20009,21303,18833,20669,21614,23226,25487,39156,50775,36152,19116,9378,5290,3186,2295,2256,3116,0.975
13,n,70514,11141,4699,1707,921,1198,6113,42134,258981,939220,1111191,1599280,1381635,1758312,1655923,1246551,1071526,942445,1012595,1376397,1650551,2087010,1380722,500670,0.94
14,o,0,0,0,0,0,0,0,1,2,4,3,8,3,5,6,8,2,5,2,2,1,2,0,0,0.91
15,p,24777538,17369593,9413790,4201922,1408853,491665,475881,934030,2349867,4155610,6826818,10821932,18355253,24784845,29032671,28322280,24968963,32771808,45415961,54385176,59939669,59051591,48715594,36825842,0.96
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935
17,r,4705357,2255842,1752223,2708985,5224017,11168130,25189024,55633132,82250964,95754306,101266417,108102173,111538551,119240930,120371011,121535326,116008934,142543085,141204445,140032404,119696498,71919518,28721480,8604434,0.965
18,s,124674,51013,23708,15329,13630,21714,50854,185312,509063,832745,1072711,1156678,1123290,1312168,1361839,1239260,1098245,1066088,1340952,1331576,1513064,1477028,934751,337045,0.93
19,t,40755,44266,63680,119390,166624,217979,277859,491774,580955,571171,485928,557846,569867,738902,1014719,1116082,1005808,818225,749332,569946,499427,358063,185246,106529,0.95
20,u,1297,307,213,315,875,2926,6667,52112,143968,196712,226120,215621,190669,133920,91552,97829,103984,134822,195903,239344,178915,94244,34891,8746,0.925
21,v,1376,6672,30737,68065,84644,55716,54744,75439,93138,99212,75984,40680,39234,99131,215760,204540,113549,38646,12359,2846,732,347,258,493,0.945
22,w,697,1383,697,524,441,1379,710,660,841,2837,11897,10143,5172,6320,3878,3187,1652,2320,1571,1514,1396,1213,1012,722,0.945
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975
24,y,0,0,0,0,0,1,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.92
25,z,2008493,4617311,9540442,12936659,15137877,12540131,15274849,17746948,20925920,20485143,17699899,14856371,17202806,23213289,32108074,35558412,24584647,13519889,7032655,3530778,2123783,1418610,1199721,1369635,0.955
