,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,174749,139625,118577,104132,95809,92870,111080,127480,151984,170478,186910,203627,212664,215026,210522,208518,197160,198299,205517,217324,224067,236099,238802,216015,0.965
1,b,313,164,220,266,339,609,1691,2763,3913,5243,5536,7664,7064,6574,7848,6071,5268,5601,4928,5470,6960,4597,3789,1397,0.96
2,c,4910166,3688507,3693556,3967627,4510226,3693179,4813071,6299642,10004549,9749866,11061660,11318915,11134153,11712138,13702012,14325853,11360668,11519619,10537934,12215467,10750546,9020448,7065582,3783909,0.98
3,d,7485827,2200846,1173578,703561,915380,2512999,13836057,54318718,115295341,176585534,206054692,198367363,253269521,268739230,271271765,193247942,150155180,127831250,138591824,225316599,298174379,259927550,106405160,34867268,0.94
4,e,48825957063,49198302642,56730787216,57416532277,45755296403,33913519857,25226317011,22203699819,20992229204,20916588464,21575017990,24301002748,30772178427,42474473567,58753725881,73948127414,80467270998,82044253055,80350785431,82196277285,85421548017,87356166546,78261123209,59864409789,0.995
5,f,9443388,4030503,2125305,1399975,1098292,1314166,3335468,9889486,23760904,39033805,53734774,50692135,66151307,83169667,87546951,90129394,76953289,63688676,71631361,97011371,145084082,133523233,75031585,25889496,0.98
6,g,2,2,5,2,3,4,8,7,14,16,17,17,17,15,18,15,23,23,16,13,14,19,17,10,0.965
7,h,8955,3897,3009,2338,4759,9446,37433,86749,149819,204266,235620,241706,274255,285317,401081,304215,289646,245810,234024,253703,289381,229563,114763,34375,0.955
8,i,5084408,2854750,1909147,1473822,1311001,1558414,2383704,6936244,15525432,23493875,32897375,34482964,43771010,70230784,71310029,53559214,35300934,24740280,17842252,19015649,35880179,38417709,31008218,14582775,0.97
9,j,54048036,104601122,176984251,234596932,336703938,263480281,283411912,330478405,337589059,281864846,217204416,222227263,391313060,526560502,546237965,390541568,187856611,61175098,19065438,5884242,2590194,2565374,7128169,22218567,0.97
10,k,18917,34534,60932,87979,66655,90547,105664,111509,117164,119124,90148,86811,110187,151120,170651,153164,67725,27807,12519,5111,3467,3046,5969,8822,0.92
11,l,10,6,14,12,26,29,100,197,343,310,331,399,382,372,348,245,277,322,390,334,364,327,151,67,0.935
12,m,246,881,3232,1715,2300,1363,1473,1871,2364,2742,2640,2555,2330,3541,4788,4274,2617,2213,1472,879,685,609,508,402,0.945
13,n,52169,23658,13041,9717,10403,13306,28525,138403,326414,536904,760598,773942,871469,972413,1072298,1132662,731941,727220,864692,1213152,1457445,1172661,510961,134440,0.9
14,o,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.9
15,p,20799942,16503311,10111063,5034925,1955360,824804,853443,1215798,1974930,3236513,4966894,7576083,14552480,21837998,26832380,24540247,18620700,26401970,36551259,43566069,51809238,45495623,32255668,26148682,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
17,r,3131173,1486217,922502,1275619,2608669,6428999,18107822,39557992,64754853,87699411,102634611,110652258,122400011,127210978,119200132,105484413,91121918,96957301,113157767,142290462,161429125,101200681,34189666,11055869,0.99
18,s,23616,12518,11221,6875,7382,14067,43369,117797,218759,290718,330226,341718,401883,420616,411023,335979,303977,320499,331266,450649,556035,518856,243976,72641,0.945
19,t,59983,42864,48765,84129,93821,95760,132230,345332,602444,703665,823478,1089064,1281665,1400063,1494182,1207603,748891,468805,352339,382909,492660,434767,268731,122507,0.905
20,u,94,47,40,61,89,209,1026,3218,6937,9121,9952,10640,11665,11413,10576,8290,6031,5810,7362,9550,10183,5618,2245,586,0.94
21,v,2756,4945,18546,28165,32310,15518,12807,15986,22979,25112,19253,9255,8599,19495,34919,42769,28651,11494,3526,1335,952,424,644,582,0.985
22,w,175,193,341,269,229,220,222,641,875,803,9908,7975,7343,3140,1653,1732,1230,1545,539,418,583,584,424,222,0.91
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
25,z,150297,537756,1569405,2766338,3744449,3174781,4108402,5003193,5458095,5259779,4315170,2790453,3067772,4981925,7147584,8504816,6636213,3530493,1465205,556753,249584,144678,105454,100204,0.96
