,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,177753,126462,93491,78590,74908,87992,104389,125817,152304,174549,192710,223608,247240,268543,282838,296692,327526,360623,393403,409911,412642,390534,306832,236685,0.965
1,b,341,112,38,41,33,100,120,365,963,2329,3299,3297,3837,4314,5353,5444,7066,9738,8426,8226,7260,5178,2673,878,0.96
2,c,268943,145278,103388,69906,52955,40303,52026,76590,139956,263332,477187,619114,734237,907785,981378,962580,1248198,1345469,1379710,1397441,2924187,3207160,1934639,688604,0.98
3,d,67376225,20608002,6806099,3249659,1704120,1452511,1635637,3970530,15535260,48217330,117242047,191491687,212723878,237932627,254965826,249930839,267972455,309813982,320171908,372670609,558247589,706892530,486500200,180551259,0.94
4,e,46338767344,39652851678,39689196629,41211614426,41808629549,36893812196,32092444899,24167693672,18471692728,16844896949,17368145855,16303928322,17075306975,20823476812,29645560576,40717087948,52573612035,65182018654,71016854616,75595332855,80255954427,86649674049,83866954993,80899613979,0.995
5,f,31873285,11032160,3899994,1922570,1140936,935095,1285975,2461614,7336347,23168490,53130232,87456873,98485589,102106521,147172374,157815203,162665779,198927622,239279428,242572245,280633888,345336979,235187354,91362641,0.98
6,g,0,0,0,0,0,2,0,0,0,1,1,1,2,1,1,1,3,3,3,2,1,1,3,2,0.965
7,h,24857,6582,2244,1383,1283,2989,8442,38437,63797,115919,198904,259027,276941,369281,454428,446408,476528,585314,530790,591103,543654,481506,229487,70848,0.955
8,i,10508026,5570762,2427549,1872303,1298912,1138046,1130033,1675336,4120610,9810041,17652994,24638383,29846918,39054299,52644873,50619118,38407323,37137425,35611937,30379185,37047860,60864970,50360283,45936498,0.97
9,j,26526611,51770359,78504929,103462341,110977684,138492006,143205961,155829537,185195685,208360874,222088903,237943743,393364661,409618538,449368554,352941378,142667113,44991966,12332810,3620825,1512844,1340035,3528541,11967361,0.97
10,k,6484,15732,24691,54822,62655,73890,96546,116159,149836,139537,143007,211596,257547,325218,329033,284136,186172,95415,40476,15936,7045,3247,2606,4200,0.92
11,l,21,5,2,2,1,11,2,4,29,125,369,569,653,713,835,1023,1291,1409,1419,1314,3317,719,343,121,0.935
12,m,166,140,193,363,358,663,880,862,955,1139,1238,1180,1488,2591,3382,3896,3224,1987,1289,854,505,377,338,258,0.945
13,n,325193,82679,19579,7258,3194,2739,3405,7531,39991,192509,547954,988838,1196387,1372320,1538174,1408798,1485372,1488835,1502671,1917339,2428056,2870331,2064442,782573,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
15,p,15313764,9437471,5806165,2970312,1262438,506478,314080,268903,503208,1364157,3449821,7098871,11887315,18163833,25778570,28567009,34874103,43816348,50888957,57971852,60292900,58848435,55656018,38317921,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
17,r,11153935,4647318,1520359,1118519,1538793,2972960,7306018,20586580,57854464,97527706,144937598,195735573,245926465,259448738,307456346,334617332,386794309,416819965,404120948,394813633,338916449,207002062,92824877,27120055,0.99
18,s,177014,53034,16550,8676,5105,5206,6555,14997,52843,181833,369488,539271,608760,684883,747842,835971,914801,1161857,1178631,1268904,1745221,1660224,1015862,500925,0.945
19,t,233851,113596,48683,40029,44100,48298,62461,110030,248581,478050,933846,1272382,1596271,1747027,2100260,1851168,1747918,1844010,1765055,1805603,1769992,1556881,1012020,436956,0.905
20,u,734,165,49,32,18,26,75,392,2053,7643,18016,26606,34363,40291,50664,49455,66457,72894,77080,71774,58564,37078,17474,4722,0.94
21,v,285,1094,3550,7643,10477,8852,9928,9230,10056,11469,12487,7161,9093,24852,43948,40481,20985,6913,1588,428,151,85,77,122,0.985
22,w,108,50,29,48,46,37,78,40,62,85,14326,2681,302,376,525,427,409,397,465,429,427,373,314,285,0.91
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
25,z,122036,298454,780690,1817714,2814621,2991042,4167934,5145448,5305783,5114815,4593224,4153774,5492895,7880272,11618560,12150722,10272829,4576931,1695026,612675,253232,134871,104735,114376,0.96
