,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,155545,121282,97216,87337,80957,86196,98907,119394,137703,152396,171754,195433,215203,225854,227105,237833,217134,226641,229865,234350,240599,240181,218394,192718,0.965
1,b,209,189,133,121,202,366,1201,2863,2839,4029,4867,5411,5892,7126,6418,5517,4118,4398,3952,5911,5556,3674,1386,1587,0.96
2,c,3636318,3037333,2721414,2853091,2465390,2321530,2846285,4019472,6602813,6923203,7617338,7697936,8215510,9922016,10243383,9154797,8547357,8765696,8819245,9823674,10327062,8503135,5356217,3575038,0.98
3,d,6159054,2852121,1262725,779211,1026109,3776246,16279107,64836648,120769645,181163955,201555616,192655971,213301759,234081791,228817519,188447941,193604997,127766707,144454297,200924220,270229497,222961854,76218621,19925457,0.94
4,e,57340765561,60084428881,65443032562,63205411290,48293986939,34942566481,24871782324,20171489610,18826688614,19316861760,20219798593,23898696867,32213065107,46061501419,64461468047,76629180862,84525969327,82852073190,81942119644,82138365637,86912488892,90704026210,82589826977,68558510267,0.995
5,f,7658094,3832490,2380528,1619289,1295177,2076198,5169696,12338008,27259099,40374509,55232688,51329911,78273723,96562944,102086401,100081466,86108494,74464839,72977494,89858810,127025798,113350374,50733238,17372358,0.98
6,g,2,4,1,1,1,127,4,2,5,5,5,6,7,10,10,13,12,13,7,6,5,6,6,5,0.965
7,h,4925,3000,1850,2028,3797,11396,26449,68674,94670,113549,138814,165902,247452,307476,409488,332683,288254,255507,258810,272408,236186,138911,53708,14035,0.955
8,i,5488253,3723316,2415385,1771225,1542995,2137218,3016444,9277842,20908738,34179595,48805863,48911962,55964887,87765226,87831767,71607458,48062243,30369279,19463074,20621258,41318135,47805389,34729637,16443338,0.97
9,j,46972683,79670879,110368637,145967734,228579025,185198820,187406673,220584500,244697891,215243568,176938629,190333265,411663671,466138150,523971285,352434305,146813706,46885945,14735409,5133352,2600101,2572927,7104510,23510357,0.97
10,k,13651,35761,57497,50937,42165,59862,76277,88581,99210,100306,80014,88064,128518,153864,164131,151862,87266,38866,12932,5157,2741,2333,3059,7823,0.92
11,l,9,10,4,4,7,13,48,148,198,272,278,340,404,494,552,364,360,477,410,739,873,174,51,20,0.935
12,m,195,515,713,816,841,943,877,1657,2037,2280,1803,1791,2040,3333,3966,4029,2619,1896,1363,889,829,484,386,347,0.945
13,n,18565,6669,3298,2423,2401,5171,25954,151139,586247,745979,1005183,891314,1114629,1205932,1126715,1015534,733081,663183,873623,1152208,1472800,1157800,400437,86925,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
15,p,22588318,17753334,9240555,4741213,1636575,921447,762390,1121168,1871756,2648281,4142156,6541872,12242286,20270291,28155197,29134462,24332972,32797777,44532804,52661386,55968994,43224845,27743101,20396349,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
17,r,1678134,915843,851306,1080387,2508138,6863597,17353419,37375694,53210483,69661476,81601170,99104604,121209114,148696333,165587733,159231188,134622769,139658990,159161103,166586168,127643467,58535647,19256450,5677763,0.99
18,s,16438,11527,6031,5084,4479,11151,35035,145218,313918,445487,450809,450040,592729,630332,471914,466759,450592,406804,415467,527909,706097,494567,194445,71970,0.945
19,t,59696,39977,36620,80669,72903,113015,138133,383085,639261,715599,809538,1073015,1297639,1599316,1650453,1254238,794696,453294,397926,432476,508750,456672,269554,135983,0.905
20,u,518,154,21,33,77,237,1004,4048,10370,5120,5460,5695,8726,16195,24634,31165,28453,26683,25023,22467,13020,4808,887,231,0.94
21,v,1334,7260,13445,22839,24341,16281,15886,17270,31730,19122,14839,10320,11225,27181,36564,35646,29288,12790,5913,3064,1852,1002,861,1185,0.985
22,w,216,324,177,132,150,124,224,214,300,476,2454,2178,1512,2270,4087,3409,2225,1908,1051,1046,610,726,555,570,0.91
23,x,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
25,z,130966,452973,1274804,2252826,2547400,2173973,2563156,3115840,3731836,3509059,3418135,2204633,2618289,4641507,6400018,7053122,6363469,3488438,1334147,625463,372432,124999,82865,174249,0.96
