,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,167041,154345,140262,129658,114761,111022,108753,114445,120515,133919,141298,153323,168293,177133,167116,161737,159444,160610,161371,160705,172936,184409,195840,199974,0.965
1,b,131,65,51,53,61,139,277,519,789,1150,1266,1544,1779,2171,2004,2008,11790,3081,1878,1938,2373,1756,928,369,0.96
2,c,2816440,1839015,1360880,1132633,1335721,1627868,1829341,2344212,3359377,5028125,6102051,4918203,3509768,3983896,4056597,4194320,4709841,4449938,5019016,5346716,4798507,6703381,6240792,4003239,0.98
3,d,15005834,12236230,13642676,9808674,10676326,13846423,22982777,43216526,80298479,121449254,132918021,83061909,90557867,96494277,95273346,101575280,102513706,89678546,92308628,142501439,189999958,227897592,140110006,58349378,0.94
4,e,31520731870,28387060604,31265028536,34141803942,29851163911,26022963956,20210737230,16297115885,14849046115,13861557635,13375447915,14491114009,16725645113,21000227281,27493317980,37318416797,43794862918,59896028762,62065488099,56862150035,54167276224,51980001853,51126213183,43744986619,0.995
5,f,8680127,3707113,1800029,1022855,712950,795810,1689806,4360995,9297376,16285306,22788469,26467669,34959661,42574056,39837387,41736278,43110961,45761087,40835247,45087353,64959753,84740194,61728471,31034633,0.98
6,g,5,0,0,1,0,1,1,1,2,2,2,2,3,2,2,3,3,5,2,2,3,1,1,1,0.965
7,h,8437,3256,1895,1714,2571,6137,16821,39357,72076,99492,131306,146538,140225,160532,146072,149414,181698,148487,147777,152112,180395,162982,94495,35708,0.955
8,i,3622707,1680055,837303,571920,494874,631559,1022312,2208498,5012976,8624155,12235158,14121672,15722188,25733433,28439156,29212189,27025464,22271229,15219994,12976291,20095371,21010498,21333004,9610177,0.97
9,j,46009333,74963723,107369292,128427184,155622603,169554206,182279829,190687594,197063985,191366400,178903271,166811746,293326145,434949455,420028864,375564069,219912985,83657661,25757678,8464092,3309939,3046891,7049187,21574114,0.97
10,k,9926,16272,23420,28393,34805,42448,46896,49155,54363,55922,48793,69107,72079,76904,107972,70502,42033,21309,8961,4187,2252,1404,1512,2952,0.92
11,l,14,4,3,4,3,7,12,22,57,64,67,78,118,67,60,79,108,123,100,121,153,105,68,28,0.935
12,m,106,84,116,177,199,347,358,362,453,482,380,489,466,527,558,774,1852,890,433,274,221,156,103,113,0.945
13,n,57358,18166,8068,4683,3365,5935,12340,45954,116447,205504,266396,362068,512168,453910,525300,571884,502836,337920,461894,1079408,1365550,1345459,679851,234668,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
15,p,8361985,6289355,5187603,3413400,2361406,1249551,780021,881979,1234933,1454886,1927335,2743531,4212255,5604820,7399455,9534524,9869736,11005186,13167298,14651947,18077655,19560728,17190241,10751998,0.91
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
17,r,5247557,2181548,1016776,989204,1548377,3337564,7712240,16192490,28124034,40929980,46943454,50988523,54036500,57057202,61013581,63074692,68609114,77224514,83805573,101312163,107458887,85402953,38507367,14541555,0.99
18,s,31377,12666,7308,5437,5684,7464,14704,48974,112221,367127,247763,204147,212476,211198,203868,222967,391850,266589,253397,392691,413370,460203,335903,124685,0.945
19,t,45713,30107,28024,36476,50224,64707,98129,154068,243932,359308,423024,433249,450082,482569,544080,543467,508823,352160,241712,231919,283552,292172,243791,167137,0.905
20,u,141,53,22,21,41,109,339,955,1920,2539,2986,3517,3628,3673,3087,3498,3859,3814,4468,5519,7826,7233,3946,1860,0.94
21,v,430,2393,7385,13050,17779,16481,12267,12458,14034,13801,7550,6027,11217,9865,15408,19464,31064,7273,3169,1263,724,846,813,1260,0.985
22,w,260,69,98,107,38,167,94,715,2115,7575,1634,347,152,153,148,308,518,287,150,218,289,160,170,177,0.91
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
25,z,194516,271076,555797,1151302,1668626,1650000,1996869,2346659,2274148,2445370,2521343,2071391,2401672,4006491,5522715,6448733,6887671,5039590,2631810,1114252,383363,122537,71787,71449,0.96
