,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.938901367,26061122687,1.17E+13,0.782,0.984244458,12622720968,6.09E+12
1,0.857153817,,,,0.904694357,,
2,0.827070028,,,,0.901476439,,
3,0.779985057,,,,0.851074074,,
4,0.899785309,,,,0.956327099,,
5,0.894315805,,,,0.947723936,,
6,0.885486442,,,,0.944766706,,
7,0.882703841,,,,0.946224651,,
8,0.922401689,,,,0.966548977,,
9,0.89012041,,,,0.971123423,,
10,0.891075744,,,,0.962527497,,
11,0.84202909,,,,0.928912938,,
12,0.838667709,,,,0.897276453,,
13,0.893357701,,,,0.964425883,,
14,0.850736181,,,,0.958128441,,
15,0.944554355,,,,0.989662083,,
16,0.926498327,,,,0.966316888,,
17,0.863770938,,,,0.916544317,,
18,0.868801038,,,,0.935155956,,
19,0.847222318,,,,0.877312466,,
20,0.847879717,,,,0.931842523,,
21,0.852494794,,,,0.906551248,,
22,0.790863857,,,,0.79776076,,
23,0.868296564,,,,0.964969893,,
24,0.893787394,,,,0.977574513,,
25,0.850051888,,,,0.901129185,,
26,0.904695633,,,,0.954372237,,
27,0.865994065,,,,0.92291,,
28,0.896863992,,,,0.95324325,,
29,0.865150026,,,,0.920602563,,
30,0.859054519,,,,0.921886923,,
31,0.898090647,,,,0.968291227,,
32,0.891533698,,,,0.945252891,,
33,0.863198837,,,,0.918974895,,
34,0.857866195,,,,0.919306463,,
35,0.883003318,,,,0.94462462,,
36,0.880725738,,,,0.937520822,,
37,0.867368313,,,,0.938426815,,
38,0.917128355,,,,0.962072982,,
39,0.912644765,,,,0.926756535,,
40,0.898350495,,,,0.985824887,,
41,0.812492247,,,,0.860070778,,
42,0.824593255,,,,0.878356689,,
43,0.87124712,,,,0.93243082,,
44,0.882353154,,,,0.997923449,,
45,0.844182168,,,,0.956824151,,
46,0.853535948,,,,0.895721485,,
47,0.903974146,,,,1,,
48,0.820112652,,,,0.861434865,,
49,0.74918201,,,,0.801142802,,
50,0.900284943,,,,0.944983563,,
51,0.861483534,,,,0.945753467,,
52,0.868268209,,,,0.940306767,,
53,0.89595189,,,,0.950469399,,
54,0.863652014,,,,0.913318594,,
55,0.890327912,,,,0.971284773,,
56,0.81726283,,,,0.930377492,,
57,0.850007083,,,,0.921517855,,
58,0.827240593,,,,0.900932196,,
59,0.86487409,,,,0.908235129,,
