,G1,G2,G3,G4,G5,D1,D2,D3,D1A1,D1A2,D1A3,D1A4,D1A5,D2A1,D2A2,D2A3,D2A4,D2A5,D3A1,D3A2,D3A3,D3A4,D3A5,R1,R2,R3,S1,S2,S3,A1,A2,A3
0,527004.0252,11869297.377999995,889473.8742,21320771.76,1531557.3392,1131583.0,2830221.0,6659597.0,267474.34375,405142.5625,702350.3125,0.0,177848.359375,55803.8125,0.0,0.0,0.0,91933.1875,0.0,0.0,4495441.5,0.0,0.0,82.05601723832983,5.219981054483024,11.551508904615249,85.77852436440897,5.219981054483024,11.551508904615249,970655.19935851,147737.0,769283.94046649
1,6373609.498,1334147.4342,1306061.9086,1536956.7959999996,313611.0382,319389.0,425545.0,4587482.0,3370926.0,0.0,0.0,352210.15625,0.0,3275731.0,0.0,2900319.25,0.0,401982.6875,2327851.75,0.0,981993.8125,0.0,0.0,-6.570581837508499,-44.57902072636267,43.23883266071539,100.0,100.0,43.23883266071539,2746209.267416408,3615709.668313152,1983573.6653204397
2,3851547.726,1722338.765,517135.2948,7318913.9679999985,46264727.66,2132709.0,4120548.0,5667858.0,0.0,39180.37890625,0.0,0.0,0.0,31028.78515625,396850.40625,0.0,1323698.625,0.0,1305761.5,2205116.0,2066834.875,2402980.25,0.0,1.1980172408064422,39.15791331857257,95.84906541148072,1.1980172408064422,39.15791331857257,99.92968038983763,25550.221516230667,1613520.6140901756,5663872.3843498435
3,183829.03412,1778638.5854,3343140.456,2241336.9680000003,1837674.1238,6520137.0,12886040.0,21623234.0,0.0,0.0,0.0,4483.8876953125,494398.59375,0.0,0.0,4811755.5,0.0,0.0,0.0,1958984.625,0.0,0.0,0.0,7.651411027794547,25.943893205360215,8.225590054660648,7.651411027794547,25.943893205360215,8.225590054660648,498882.4814453125,3343140.456,1778638.5854
4,42197454.2,79021761.46,7037245.462,159677170.1,432871.9214,1539257.0,2694890.0,8040089.0,1714639.25,0.0,0.0,0.0,1513602.375,0.0,0.0,0.0,0.0,661441.125,0.0,1090986.25,0.0,0.0,0.0,89.02727338579588,4.884741878666484,13.569330513629886,100.0,4.884741878666484,13.569330513629886,2015872.7509860047,131638.4204139952,1090986.25
5,1278612.4,2837001.824,1429810.2238,195483.8823,9060914.39,1420485.0,4635935.0,116692.0,0.0,83726.40625,0.0,88614.46875,0.0,224856.09375,0.0,0.0,52633.5546875,12864426.0,291529.9375,389700.0,0.0,0.0,389083.34375,12.132537478396463,81.65207094483098,18.278778215301827,12.132537478396463,100.0,100.0,172340.875,9072402.726871202,947231.2490662985
6,10056778.132000003,776897.0062,31607012.5,78674706.08,5895625.79,250574.0,575452.0,4440854.0,1300431.25,0.0,0.0,7859.697265625,374096.65625,1015522.125,0.0,0.0,758325.75,1187875.0,0.0,363556.0625,870008.25,0.0,0.0,42.858652393479574,58.53223422631253,27.77763719545835,100.0,100.0,27.77763719545835,1682387.603515625,2961722.875,1233564.3125
7,548611.2824,127384598.7,973051.7676,24440612.56,108530.82294,2102611.0,4606990.0,8073792.0,0.0,0.0,97026.328125,0.0,60825.97265625,0.0,0.0,0.0,0.0,756273.9375,3087548.0,23674936.0,5713869.5,0.0,977718.25,0.9476518180125065,0.9926462483028418,68.56461034666239,0.9476518180125065,0.9926462483028418,100.0,19925.431367230944,45731.11339468709,25239473.328178085
8,1651877.9122,16405055.454000002,4151744.184,42982.04656,17750.558726,4302904.0,8200603.0,136494.0,0.0,0.0,0.0,744715.625,0.0,4585758.5,0.0,4786952.0,0.0,30878.44140625,0.0,52893.37109375,0.0,0.0,0.0,0.998907866873163,69.5201811474763,38.751425772378276,0.998907866873163,70.98712929922348,38.751425772378276,42982.04656,5821372.654925999,52893.37109375
9,15419175.15,1599965.341,22575838.46,17166023.592,127863.0364,88812.0,351877.0,4149197.0,96061.2109375,0.0,289281.5625,0.0,636062.75,0.0,0.0,7108.3671875,0.0,1380039.375,2354171.25,0.0,1587847.875,4787874.0,0.0,-5.0076029632819825,-2.527971599269776,88.9600418466513,100.0,26.893409797851945,100.0,425682.4534306125,94631.7235943875,8729893.125
