,G1,G2,G3,G4,G5,D1,D2,D3,D1A1,D1A2,D1A3,D1A4,D1A5,D2A1,D2A2,D2A3,D2A4,D2A5,D3A1,D3A2,D3A3,D3A4,D3A5,R1,R2,R3,S1,S2,S3,A1,A2,A3
0,0.0,27448.34482,417171.1019,49236695.2,276009.257,1535928.0,3650184.0,7408219.0,5069598.5,0.0,0.0,293120.3125,1350541.5,0.0,0.0,0.0,0.0,0.0,692375.8125,0.0,666577.6875,0.0,0.0,3.346272628013814,0.0,5.631192894000568,37.05444327468475,0.0,5.631192894000568,569129.5695,0.0,417171.1019
1,1909860.5119999999,506420.8317,2830838.0130000007,15906183.31,2220936.591,1353507.0,2382996.0,7871486.0,826562.875,6237537.5,2279720.75,26203.58984375,0.0,0.0,0.0,0.0,366151.34375,0.0,0.0,0.0,0.0,0.0,0.0,40.772247835853456,15.365168206325148,0.0,100.0,15.365168206325148,0.0,3638908.04654375,366151.34375,0.0
2,691468.8892,909279.0893,10212704.81,752907.9603,1902184.1,2826238.0,5871045.0,6653420.0,589072.375,52610.0625,156711.84375,0.0,0.0,0.0,2807759.75,0.0,2629421.5,956609.75,98075.5859375,0.0,0.0,0.0,0.0,26.97962310077608,43.430054752077154,1.4740627517502276,26.97962310077608,44.320434573727304,1.4740627517502276,762508.3603309118,2602072.658019088,98075.5859375
3,8299212.7760000015,2125010.4390000002,4554314.835,13749029.78,24078.717419999997,1113083.0,4055954.0,175252.0,708313.1875,480080.46875,0.0,4792473.5,857264.5625,1385097.5,0.0,0.0,0.0,0.0,0.0,0.0,157396.0,80637.2421875,24662.017578125,48.565841731928344,34.14973394668677,95.01042728381844,100.0,34.14973394668677,100.0,6004272.54125698,1385097.5,238706.5746005203
4,67926.66459,846094.5525,726298.4972,934453.4903,17444812.15,1501362.0,4538682.0,141930.0,0.0,0.0,19413.1171875,118321.140625,30009.33984375,19519.185546875,159931.796875,0.0,91044.3828125,0.0,0.0,385184.1875,0.0,114035.1484375,134037.40625,11.172761642844964,5.9597778657851554,65.38246021366166,11.172761642844964,5.9597778657851554,100.0,167743.59765625,270495.365234375,633256.7421875
5,4760.495303,425955.5903,9746098.482,3181575.146,3331975.7189999996,604968.0,985193.0,4508790.0,0.0,545586.625,1206076.875,0.0,0.0,0.0,0.0,838905.0,385708.9375,15781474.0,134298.484375,0.0,0.0,1186912.625,1864162.25,81.04535281204956,-62.61681657807151,34.237070691206085,100.0,100.0,34.237070691206085,1632032.4653,4204585.157184969,1543677.6196180307
6,37521.51192,1856557.2,5143193.162,26873440.35,534877.0689,79869.0,233980.0,618089.0,1017350.125,801232.875,4479151.0,0.0,389504.03125,0.0,0.0,3885039.0,2110381.25,0.0,126908.5078125,0.0,0.0,0.0,130847.15625,-100.0,-100.0,21.842910523445116,100.0,100.0,21.842910523445116,3978355.135347507,4499316.2238472365,135008.6272252567
7,30109.700039999996,826222.589,28322.24263,58455501.13,134109.5593,36889.0,199348.0,371742.0,4349883.0,0.0,686430.5625,260352.875,3530144.5,0.0,0.0,2092447.0,14556669.0,269506.0625,201747.125,0.0,0.0,0.0,0.0,-100.0,-100.0,0.35900887862606223,100.0,100.0,0.35900887862606223,420721.34891263174,14587507.441271786,1334.5867855820961
8,94831.87307,166849.0847,12501898.31,617795.5745,1057587.502,922256.0,3052703.0,89489.0,99314.2578125,6747.2177734375,22766.283203125,0.0,3066.7314453125,127427.7265625,269705.28125,445717.9375,364921.6875,0.0,1415.15234375,0.0,104401.1015625,12714.71484375,57439.55078125,7.71851435081543,33.62203718516551,90.336072642308,7.71851435081543,33.62203718516551,100.0,71184.46171125636,1026380.9378126631,175143.56508201797
9,2440584.122,7589518.301,6294941.675,16644751.65,167974.4559,1443908.0,4311111.0,199475.0,0.0,0.0,0.0,0.0,0.0,0.0,2003595.875,0.0,0.0,0.0,68444.3828125,26447.341796875,86750.375,58479.47265625,25850.90625,0.0,46.47516324678256,96.66637530940594,0.0,46.47516324678256,100.0,0.0,2003595.875,265972.478515625
10,119678.2187,1705603.624,253114.7327,54311.60134,1068493.264,80203.0,348165.0,201923.0,136993.53125,0.0,8921.7109375,734227.5,0.0,2114149.0,2063616.375,0.0,0.0,0.0,859069.6875,0.0,0.0,0.0,0.0,-14.325239548566458,-9.993835537747913,-16.17370287385167,85.4141395504074,100.0,16.37071690497491,68504.70234361324,1786954.2099378544,33056.24269603248
11,5627013.393999998,8175042.017999997,291093.9259,4231220.145,1318650.0890000002,357481.0,655733.0,3178591.0,0.0,458360.28125,0.0,0.0,1866632.0,0.0,0.0,0.0,0.0,9670974.0,816823.875,5592099.0,0.0,1894014.875,538910.8125,44.9617942981585,-37.4834116934789,82.18311961966796,100.0,100.0,100.0,662180.1815694778,1055985.837954274,8361782.100726249
12,383155.8197,241689.1959,3415310.5510000004,51724841.77,484833.9098,3120539.0,6519487.0,7280879.0,172558.53125,36653.0,107936.1953125,0.0,0.0,118798.9296875,0.0,0.0,0.0,2251671.25,0.0,0.0,0.0,9569221.0,698769.875,10.163235471900848,7.497627450880708,95.89731971235891,10.163235471900848,7.497627450880708,100.0,317147.7265625,488806.8469685992,9684046.9925189
13,708228.9986,2194989.207,1341247.239,55991.94609,473882.6468,493341.0,1391751.0,145657.0,115254.4296875,48576.38671875,0.0,459125.625,4032209.75,0.0,1827.387451171875,109248.984375,0.0,297776.6875,0.0,215298.328125,0.0,63939.46484375,0.0,15.63998955273837,10.32265589920929,90.82908525036558,100.0,10.32265589920929,100.0,654271.6601851605,143665.66670380428,222142.78235845716
14,448784.8249,883522.3107,4867035.375,47460.29522,232861.3495,99723.0,223273.0,544946.0,0.0,625187.4375,0.0,927829.0,51908.7109375,1601373.375,8858976.0,56789.8515625,0.0,0.0,854786.125,0.0,0.0,0.0,0.0,-50.938313973456474,-100.0,22.97491748327094,100.0,100.0,28.66062074561253,157609.99420464548,1174671.092786969,156184.90632838567
15,969682.8302,118275.4495,838766.8188,334708.9239,13809207.93,2427272.0,5964072.0,12955183.0,149186.609375,278524.34375,0.0,715680.6875,0.0,40367.2734375,0.0,2691575.75,842233.25,269187.8125,0.0,0.0,0.0,0.0,22862128.0,17.3537194305007,20.469002438118036,92.3529100283647,17.3537194305007,20.469002438118036,100.0,421221.9726951029,1220786.043091115,13648504.989226282
16,382900.9489,4070226.716,761606.5981,17138908.42,133561.658,50685.0,138551.0,1500394.0,199417.1875,0.0,0.0,143240.34375,4603407.0,1226210.875,0.0,0.0,0.0,0.0,0.0,766430.875,166728.03125,0.0,0.0,-100.0,21.497508137797638,62.19425739172511,100.0,100.0,62.19425739172511,330362.276220761,329340.674429239,933158.90625
17,73981752.3,407754875.9,412155.0706,4131718.615,92638.16377,1706173.0,4133207.0,5583535.0,0.0,0.0,0.0,0.0,130482.0859375,0.0,42829.24609375,0.0,73190.828125,0.0,980735.5625,2486355.5,1050052.375,201714.078125,0.0,5.429587959134273,2.807023074787931,73.0891847409392,5.429587959134273,2.807023074787931,73.0891847409392,92638.16377,116020.07421875,4080960.211225
18,37161.5958,309879.4419,735053.7111,957582.2342,120501.5999,1419046.0,3971331.0,144161.0,0.0,688528.0,98161.203125,0.0,0.0,1430130.25,0.0,0.0,3028582.75,0.0,372103.53125,556887.1875,0.0,0.0,0.0,18.990089519593944,23.6276691906469,45.55880447901998,18.990089519593944,24.854920205482983,100.0,269478.1057242171,987071.1511456094,146235.21815517344
