,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.809409,3.80E+11,2.03E+14,0.719,0.852725669,2.12E+11,1.09E+14
1,0.928537621,,,,0.957494689,,
2,0.911577448,,,,0.948929975,,
3,0.860846952,,,,0.932862484,,
4,0.912036653,,,,0.933075978,,
5,0.899167931,,,,0.887119185,,
6,0.921741523,,,,0.937899414,,
7,0.89679117,,,,0.931000798,,
8,0.927927254,,,,0.973526017,,
9,0.868900166,,,,0.905782924,,
10,0.809966877,,,,0.821995862,,
11,0.893776634,,,,0.913188134,,
12,0.833589297,,,,0.855218129,,
13,0.915630917,,,,0.962209342,,
14,0.886989797,,,,0.924787387,,
15,0.931803206,,,,0.976504299,,
16,0.930471619,,,,0.990941503,,
17,0.89864593,,,,0.936918425,,
18,0.918491624,,,,0.950139364,,
19,0.916842441,,,,0.981172594,,
20,0.774374658,,,,0.816646478,,
21,0.92390252,,,,0.972936184,,
22,0.920823876,,,,0.945010301,,
23,0.886594841,,,,0.915754796,,
24,0.844659216,,,,0.87511733,,
25,0.897765848,,,,0.951740225,,
26,0.901339181,,,,0.950436835,,
27,0.882205476,,,,0.929054778,,
28,0.859958879,,,,0.959793633,,
29,0.966631405,,,,1,,
30,0.877142485,,,,0.89993111,,
31,0.895624695,,,,0.952053201,,
32,0.91789569,,,,0.949917685,,
33,0.904863833,,,,0.94722616,,
34,0.925973956,,,,0.963849419,,
35,0.892522093,,,,0.940928103,,
36,0.926218021,,,,0.933553281,,
37,0.88890312,,,,0.938049837,,
38,0.897697846,,,,0.956022056,,
39,0.936195057,,,,0.975797676,,
40,0.95017138,,,,1,,
41,0.925835964,,,,0.957833078,,
42,0.876711932,,,,0.904260918,,
43,0.855308958,,,,0.893685649,,
44,0.892326056,,,,0.955997142,,
45,0.907981669,,,,0.939039324,,
46,0.945434545,,,,0.966127861,,
47,0.891807327,,,,0.918906127,,
48,0.903137054,,,,0.934373357,,
49,0.911684425,,,,0.95477204,,
50,0.86109502,,,,0.892623487,,
51,0.78154693,,,,0.851374825,,
52,0.908493621,,,,0.940803894,,
53,0.934014291,,,,0.929373992,,
54,0.948704506,,,,0.95423941,,
55,0.89060404,,,,0.948200047,,
56,0.867802997,,,,0.92702443,,
57,0.91684349,,,,0.965423733,,
58,0.884792673,,,,0.931885698,,
59,0.892455663,,,,0.916689234,,
,0.895686488,,,,0.933832425,,
,0.104313512,,,,0.066167575,,
