,G1,G2,G3,G4,G5,D1,D2,D3,D1A1,D1A2,D1A3,D1A4,D1A5,D2A1,D2A2,D2A3,D2A4,D2A5,D3A1,D3A2,D3A3,D3A4,D3A5,R1,R2,R3,S1,S2,S3,A1,A2,A3
0,3993108.702,9273291.372000001,6314182.161,510834.284,213085.4995,1332275.0,1750292.0,10670203.0,532034.8125,687735.9375,0.0,344142.125,0.0,1860386.25,3941339.5,17415618.0,0.0,397619.125,0.0,0.0,0.0,4400670.0,0.0,92.59783979909808,-24.920132612158426,4.440247072305615,94.33650392624901,100.0,4.440247072305615,1256821.657683434,12328993.410500001,473783.37631656596
1,104631.1021,955549.2622,9739485.312,1617930.315,14929480.55,30540.0,228422.0,2612744.0,0.0,0.0,0.0,2870019.0,1812811.125,0.0,0.0,0.0,0.0,1482141.875,0.0,254898.421875,515686.40625,2963423.75,0.0,-100.0,45.113873663657614,56.6598423501936,100.0,100.0,60.95136336459455,2608823.178898358,1482141.875,1592503.0892266422
2,1597151.977,122040.7394,1679978.8180000002,22416687.9,7515729.8270000005,1463442.0,9854872.0,3358944.0,5654586.0,8127026.5,11146134.0,13506929.0,2002722.75,0.0,0.0,1247136.375,0.0,14395.396484375,0.0,2570895.0,0.0,0.0,0.0,-100.0,1.8615348706030799,0.8731462631763145,100.0,1.8615348706030799,0.8731462631763145,18710438.30813289,183451.87873329915,29328.49401818503
3,131052.215,2648271.634,1554616.846,15040114.77,2376046.804,385779.0,581493.0,171064.0,3413315.75,531789.5625,0.0,0.0,1390210.0,635311.75,0.0,0.0,0.0,24463938.0,0.0,2136199.75,1774203.375,0.0,0.0,-28.29978595257907,-100.0,-100.0,100.0,100.0,100.0,766109.8760327431,2268848.533942992,3675029.089024265
4,366905.814,1081000.018,7646894.717,16242695.26,923411.9228,909824.0,1721078.0,6774015.0,293394.125,14578809.0,1569096.5,0.0,0.0,354995.4375,43553.375,0.0,0.0,1097084.25,695584.625,0.0,0.0,0.0,0.0,-70.7085724821504,59.471198434815896,2.803286502102766,100.0,59.471198434815896,2.803286502102766,2726973.4940566225,1023545.7125979607,189895.04814541666
5,355468.9273,27643749.55,1076256.32,960245.084,20401.791690000002,81297.0,177513.0,1679547.0,0.0,0.0,0.0,1149540.125,0.0,0.0,1097325.375,18757120.0,814475.4375,0.0,8028549.5,26745478.0,4929395.5,0.0,0.0,-31.4000670381441,-100.0,-100.0,100.0,100.0,100.0,562032.3356740181,2339969.977952403,27133717.56767358
6,624715.0712,9710129.638,29571956.62,112886.8206,29352.226860000002,3120712.0,7712859.0,413263.0,70045.296875,404651.375,1978790.0,0.0,0.0,0.0,2700931.5,7673354.5,0.0,1301051.375,0.0,0.0,1925958.125,29682.056640625,0.0,78.61945196721133,94.86250380695408,62.67807227744499,78.61945196721133,100.0,100.0,2453486.671875,10403638.22686,1955640.181640625
7,1739396.842,835047.4489,225561.7193,927235.8864,4720947.195,3428840.0,7728908.0,144671.0,5524695.5,0.0,479392.6875,0.0,0.0,914846.375,1130860.0,1666553.5,0.0,0.0,683526.875,759592.375,0.0,0.0,0.0,33.3043018517086,11.61991141159592,10.24820109075074,40.81485407199301,11.61991141159592,100.0,1399476.0423621251,898092.2626837499,502437.70515412476
8,2514908.608,2459906.502,628.1350367,4257400.403,4617450.983,3538877.0,15205161.0,2656450.0,8676117.0,3180301.75,35406468.0,37654456.0,0.0,0.0,0.0,16096084.0,0.0,0.0,0.0,5710330.0,359592.75,0.0,22691320.0,-100.0,-0.5846524756189017,1.7305322893335102,100.0,0.001282129085382595,100.0,7652680.366239414,194.94979166025104,6197419.315005626
9,4726389.035,2805128.6,2535818.776,19942246.62,12931901.99,351878.0,879544.0,2906804.0,3685132.75,2494592.25,0.0,0.0,0.0,4324464.0,0.0,5095219.5,15704841.0,3870326.75,5678290.0,1481670.875,0.0,2273515.75,16052425.0,-65.62123804273071,-100.0,22.323288309084475,100.0,100.0,100.0,3032322.427290747,22246122.71560339,15699150.008105865
