,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.472722445,4247726965,9.39463E+12,2.365,0.855464813,4041629268,3.68019E+12
1,0.523390238,,,,0.824285257,,
2,0.566973047,,,,0.803413377,,
3,0.662255307,,,,0.954797002,,
4,0.525887815,,,,0.813110405,,
5,0.693621385,,,,0.937118294,,
6,0.532094842,,,,0.821690018,,
7,0.596410615,,,,0.852945564,,
8,0.537210392,,,,0.81762791,,
9,0.598168839,,,,0.931094224,,
10,0.61330472,,,,0.898341222,,
11,0.620976314,,,,0.91866551,,
12,0.583083437,,,,0.835309069,,
13,0.627949327,,,,0.850560538,,
14,0.439075393,,,,0.770217892,,
15,0.602985011,,,,0.883673877,,
16,0.575922311,,,,0.866146619,,
17,0.569232647,,,,0.879021431,,
18,0.503029793,,,,0.81515289,,
19,0.570227348,,,,0.890623356,,
20,0.49944169,,,,0.757161138,,
21,0.595078116,,,,0.813978389,,
22,0.569968295,,,,0.915476151,,
23,0.661828934,,,,0.921355459,,
24,0.555823501,,,,0.973056039,,
25,0.511718612,,,,0.823232627,,
26,0.523577465,,,,0.826426766,,
27,0.576605689,,,,0.893947441,,
28,0.575848864,,,,0.799280673,,
29,0.565067449,,,,0.889129368,,
30,0.462603374,,,,0.835182857,,
31,0.623605578,,,,0.810074866,,
32,0.477300457,,,,0.774787804,,
33,0.59724945,,,,0.898316945,,
34,0.559815177,,,,0.79940441,,
35,0.52726133,,,,0.828491181,,
36,0.515357131,,,,0.877015036,,
37,0.500741096,,,,0.899331167,,
38,0.588719969,,,,0.868815151,,
39,0.501415767,,,,0.824959403,,
40,0.628758492,,,,0.907665518,,
41,0.531299021,,,,0.902757512,,
42,0.554917763,,,,0.961240826,,
43,0.631229347,,,,0.782176973,,
44,0.507831906,,,,0.779808146,,
45,0.549206891,,,,0.931647414,,
46,0.542197272,,,,0.823240766,,
47,0.539101968,,,,0.820569518,,
48,0.554757765,,,,0.884168327,,
49,0.654364494,,,,0.884802907,,
50,0.547239393,,,,0.920781413,,
51,0.617590833,,,,0.839101803,,
52,0.638557506,,,,0.858435041,,
53,0.61165082,,,,0.856386748,,
54,0.676689724,,,,0.862938103,,
55,0.492195587,,,,0.763205576,,
56,0.560943114,,,,0.832323274,,
57,0.60283495,,,,0.838003719,,
58,0.570059106,,,,0.853424716,,
59,0.503055404,,,,0.822619672,,
