,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.960221451,2.11E+11,1.36E+14,0.725,1,1.28E+11,5.98E+13
1,0.833224275,,,,0.866119079,,
2,0.888536422,,,,0.921151674,,
3,0.925323492,,,,0.976113053,,
4,0.862891585,,,,0.911446848,,
5,0.842601338,,,,0.851088801,,
6,0.857149434,,,,0.926394898,,
7,0.875536,,,,0.897801869,,
8,0.940474426,,,,0.972226657,,
9,0.903324745,,,,0.91716401,,
10,0.958811359,,,,0.976016355,,
11,0.879544508,,,,0.934677824,,
12,0.842409731,,,,0.900361924,,
13,0.887277798,,,,0.941599937,,
14,0.878181621,,,,0.914248826,,
15,0.962620584,,,,0.992016037,,
16,0.925848305,,,,0.977733102,,
17,0.884072495,,,,0.92908549,,
18,0.957678875,,,,0.982196374,,
19,0.959619582,,,,0.999521883,,
20,0.89797035,,,,0.954057997,,
21,0.879218863,,,,0.918737646,,
22,0.895642507,,,,0.941113621,,
23,0.886212639,,,,0.937942977,,
24,0.921397049,,,,0.9715899,,
25,0.878841591,,,,0.936678427,,
26,0.917226139,,,,0.977992972,,
27,0.885897615,,,,0.931246738,,
28,0.96737901,,,,0.994095669,,
29,0.91466346,,,,0.949951469,,
30,0.924812784,,,,0.962861252,,
31,0.869755588,,,,0.925509341,,
32,0.897215442,,,,0.901120467,,
33,0.806776427,,,,0.878484407,,
34,0.888773504,,,,0.925747398,,
35,0.895068069,,,,0.933710492,,
36,0.929620058,,,,0.990688462,,
37,0.853309167,,,,0.913904889,,
38,0.868265355,,,,0.882296298,,
39,0.838344291,,,,0.912757877,,
40,0.92235773,,,,0.935336662,,
41,0.871582183,,,,0.904699046,,
42,0.854636288,,,,0.921553384,,
43,0.856653914,,,,0.892776108,,
44,0.918302014,,,,0.948234759,,
45,0.891722622,,,,0.936993773,,
46,0.913956818,,,,0.925955296,,
47,0.88613315,,,,0.936963622,,
48,0.921090664,,,,0.938780781,,
49,0.86696789,,,,0.939287193,,
50,0.842768266,,,,0.914842428,,
51,0.911763797,,,,0.942808314,,
52,0.873692539,,,,0.931907141,,
53,0.924899722,,,,0.972049895,,
54,0.908860194,,,,0.937784887,,
55,0.848119733,,,,0.90280738,,
56,0.940188865,,,,0.978583023,,
57,0.840305121,,,,0.859984189,,
58,0.85497212,,,,0.923991413,,
59,0.842600194,,,,0.912604111,,
