,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.532714362,3666158812,9.60618E+12,2.362,0.879864614,3907705404,3.72057E+12
1,0.484827781,,,,0.80939458,,
2,0.479244983,,,,0.891446769,,
3,0.570939205,,,,0.843063509,,
4,0.495829566,,,,0.837664017,,
5,0.525441838,,,,0.839405513,,
6,0.615660956,,,,0.857360598,,
7,0.538849585,,,,0.835914679,,
8,0.61024089,,,,0.886303517,,
9,0.585970785,,,,0.888670957,,
10,0.545933809,,,,0.90612237,,
11,0.580569255,,,,0.909041125,,
12,0.633700979,,,,0.869749244,,
13,0.474116229,,,,0.891613261,,
14,0.584772555,,,,0.852932735,,
15,0.495837697,,,,0.821077532,,
16,0.465896591,,,,0.703988377,,
17,0.529733935,,,,0.893810135,,
18,0.513886459,,,,0.822188546,,
19,0.512206192,,,,0.837583974,,
20,0.533614163,,,,0.861799935,,
21,0.611501909,,,,0.898378159,,
22,0.569155777,,,,0.897298288,,
23,0.655256056,,,,0.961986972,,
24,0.540967847,,,,0.686791234,,
25,0.53567842,,,,0.920258319,,
26,0.486107059,,,,0.82666212,,
27,0.523337299,,,,0.858523889,,
28,0.519496982,,,,0.831663955,,
29,0.676176221,,,,0.853004159,,
30,0.633834685,,,,0.936840145,,
31,0.527482372,,,,0.861209421,,
32,0.622710905,,,,0.860759859,,
33,0.530957189,,,,0.72919273,,
34,0.536999332,,,,0.903513775,,
35,0.432039061,,,,0.765175489,,
36,0.679686862,,,,0.921847064,,
37,0.561518085,,,,0.801389873,,
38,0.567403138,,,,0.866046989,,
39,0.595824717,,,,0.891701964,,
40,0.510231712,,,,0.843276025,,
41,0.544216978,,,,0.814094248,,
42,0.521974044,,,,0.781396896,,
43,0.563442556,,,,0.862137875,,
44,0.524317197,,,,0.891561732,,
45,0.566678891,,,,0.863311319,,
46,0.477744442,,,,0.867553026,,
47,0.562043321,,,,0.929563816,,
48,0.528442771,,,,0.779945332,,
49,0.497076676,,,,0.875390526,,
50,0.635264091,,,,0.87690819,,
51,0.586721891,,,,0.834879419,,
52,0.496639766,,,,0.811905493,,
53,0.55276356,,,,0.860548279,,
54,0.618731292,,,,0.885661722,,
55,0.597729051,,,,0.888830047,,
56,0.506154153,,,,0.900826777,,
57,0.412073308,,,,0.759586754,,
58,0.59937748,,,,0.884145243,,
59,0.534198985,,,,0.87915897,,
,0.549199065,,,,0.855032035,,
