,G1,G2,G3,G4,G5,D1,D2,D3,D1A1,D1A2,D1A3,D1A4,D1A5,D2A1,D2A2,D2A3,D2A4,D2A5,D3A1,D3A2,D3A3,D3A4,D3A5,R1,R2,R3,S1,S2,S3,A1,A2,A3
0,3413886.264,2217780.0504,2224503.3879,36254780.52,3252170.661000001,90637.0,197852.0,1543416.0,0.0,54496.23828125,64187.97265625,179852.046875,146219.96875,0.0,115884.3359375,0.0,0.0,0.0,167892.359375,0.0,186195.359375,0.0,0.0,60.92994841372729,58.57122290272527,22.941819882002,100.0,58.57122290272527,22.941819882002,444756.2265625,115884.3359375,354087.71875
1,32686148.49,49044904.32,202335.32019,15927.270102000004,20047.995915,40488.0,112702.0,3069939.0,0.0,0.0,0.0,205604.578125,0.0,0.0,0.0,0.0,111529.2734375,38535.90625,0.0,0.0,513802.1875,0.0,1287620.25,-15.277790965149624,2.1716810314031165,7.224923833200198,25.503817937488197,5.4868998995243565,7.224923833200198,10325.985806530221,6183.84592476194,221800.75447570783
2,5032428.084000002,3639924.123,1586549.5368,45705.8547,321824398.5,2391398.0,6199515.0,5470042.0,16256.66796875,0.0,255163.1875,741964.75,0.0,3054203.75,0.0,0.0,662652.125,0.0,0.0,0.0,0.0,0.0,0.0,12.35943111702207,49.613014431369336,0.0,12.35943111702207,49.613014431369336,0.0,295563.1885438434,3075766.2716249065,0.0
3,151500.75462,6067022.267999999,25696400.97,3443467.95,27860420.603999995,4240999.0,10604564.0,402127.0,0.0,3249981.25,3133543.0,0.0,8040072.0,0.0,0.0,0.0,0.0,152532.59375,0.0,0.0,0.0,0.0,0.0,75.99009749825454,1.438367421329156,0.0,100.0,1.438367421329156,0.0,14423596.25,152532.59375,0.0
4,9804197.439,24024575.883,9458224.179,34769001.03,31418042.94,196237.0,796869.0,272603.0,406697.53125,124342.34375,105972.5859375,147046.25,71299.9375,60926.66796875,0.0,303438.65625,0.0,0.0,0.0,0.0,308123.84375,506923.90625,613819.625,66.41195857878483,45.72462025988588,57.584312168244665,100.0,45.72462025988588,100.0,855358.6484375,364365.32421875,1428867.375
5,16114775.217,27389119.746,592189.5477,82873827.24,5124402.920999999,3685511.0,7314232.0,5531133.0,0.0,549971.0625,73695.7109375,101599.4140625,618550.875,187134.109375,461345.25,0.0,2390105.75,0.0,0.0,269592.1875,2364027.25,0.0,2702756.75,34.94831664815666,41.543460877027144,64.12132527603033,34.94831664815666,41.543460877027144,64.12132527603033,1288024.054382645,3038585.109375,3546635.782379855
6,438831.3114,427724156.4,5669538.543,9135707.925,226973.2872,171687.0,299501.0,2498370.0,1257514.25,705186.8125,696787.1875,0.0,812240.4375,0.0,3953312.25,4137566.75,0.0,1782389.375,0.0,733814.375,0.0,303028.25,139253.65625,-92.21267116904599,-100.0,41.96351154969036,100.0,100.0,41.96351154969036,1908239.378800259,8238857.061295742,1048403.783503999
7,80845982.01,116609112.57,46967593.32,75.59100843,39694.46466000001,3264383.0,7993036.0,421291.0,1345854.75,500272.9375,810729.0625,0.0,0.0,115649.3828125,0.0,404333.25,700426.5625,0.0,0.0,0.0,0.0,56312.4296875,42959.71484375,81.38924721762122,6.506321236964855,9.423436469016393,81.38924721762122,6.506321236964855,9.423436469016393,2656856.75,520052.5987462462,39700.08973468385
8,52204526.01000001,212956992.3,483463.2534,4461279.36,129845.29671,2156730.0,5241157.0,4417811.0,316128.75,0.0,676556.0625,0.0,0.0,527885.5,0.0,0.0,113514.5859375,215167.765625,612511.625,4895248.0,1053461.625,0.0,0.0,23.424173554264186,14.715174200038275,95.14825272063472,23.424173554264186,14.715174200038275,100.0,505196.17829688196,771245.3826475,5802155.450103118
9,845147.4633,7135026.392999999,46952473.71,95465329.35,87932585.91,2168128.0,4336498.0,11647068.0,665443.1875,0.0,0.0,0.0,295270.03125,0.0,0.0,0.0,1960152.375,0.0,0.0,2285523.5,610439.8125,0.0,13901788.0,44.31072421692815,45.2012747382796,95.57769963006999,44.31072421692815,45.2012747382796,100.0,960713.21875,1960152.375,16797751.3125
