,G1,G2,G3,G4,G5,D1,D2,D3,S1,S2,S3,A1,A2,A3
128,4818368.7760000015,13243403.632000005,823953.3484,10847270.564000003,832724.4492,125352.0,344484.0,3476648.0,100.0,100.0,100.0,7213619.83695445,9734245.173053682,8688012.303391874
129,2196111.12,74420099.0,1243553.615,34733.835080000004,49787.2985,2530439.0,6583104.0,282807.0,100.0,16.551989023021555,54.425443339771334,19533112.58508,1089634.651454093,153918.9635459071
130,14622368.664,1532636.2172,5745249.034,6931944.382,1280526.0128,1139441.0,2792201.0,4261061.0,78.52867374973862,3.0559698914451303,100.0,894787.9054607593,85328.82186862985,14690592.468370613
131,714824.8174,123937.6952,1370129.7804,42631873.88,7593093.513999999,1594078.0,4721056.0,10759863.0,43.219258800318215,100.0,0.0,688948.6962989366,16787488.11070106,0.0
132,3059779.318,2606813.692,1500755.7016,7428861.162,1185343.913,1846640.0,3900031.0,6764347.0,100.0,0.0,32.64891842119625,6370357.3858433645,0.0,2208486.1337566357
133,65117.0575,1898935.2294,2001564.456,19430.525234,149536.03582000002,1546116.0,3615279.0,3404280.0,65.376154270329,1.7360931864000484,31.121501586456127,1010791.1813582397,62764.6123883518,1059463.0542074086
134,90228.04288,412864.7944,9274264.082,4812581.41,25890.43718,1890391.0,4424484.0,4291706.0,54.078700919743426,100.0,100.0,1022298.895103747,4544304.928261725,9049224.943094527
135,79347.34876000001,85969.1849,4764725.022,1686431.7328,43507.12688,2014036.0,6230262.0,237947.0,100.0,66.71121517732064,40.824702363631346,2406555.771875969,4156283.4889308405,97141.15453318987
136,3540191.028,1731979.7886,1013046.3606,2768419.7460000003,20633871.98,1955827.0,3202191.0,80075.0,100.0,100.0,100.0,3725197.0796691496,12517796.400454225,940441.7275766263
137,0.0,1423637.2794,3138290.414,761562.8388,18513896.124,541997.0,1216707.0,5976612.0,100.0,0.0,100.0,2878432.4068734217,0.0,19125992.12623908
138,4783714.08,1506082.5626,1245667.0372,119797.3636,2127236.8,30298.0,227188.0,405159.0,100.0,52.730497913622195,100.0,260927.171875,119797.3636,1313079.984375
139,4503024.296,34617297.98,59653700.74,360761.0674,763595.6294,913149.0,9790969.0,7376362.0,100.0,100.0,100.0,2861668.5464748256,34644891.992925264,10956314.95339991
140,2699771.2860000003,1690748.5354,9612450.028,4713192.232,3019323.474,2039130.0,3583440.0,5706595.0,100.0,100.0,100.0,2621789.27068986,10521123.860427335,8592572.424282806
141,2080916.892,841195.8238,5775248.004,6567398.13,2093180.294,432139.0,760170.0,5843565.0,100.0,100.0,2.6006719011192083,2263165.462195792,1114301.4256255717,151971.95297863666
142,863637.087,1946317.5404,622270.219,18562229.068,13858180.008,2205908.0,9715399.0,4525113.0,100.0,100.0,100.0,4618037.206602624,13106526.98471884,16181752.190678535
143,3778215.214,10403940.222,316241.4116,243922984.2,8887384.308,2299409.0,4248584.0,7535719.0,0.0,47.699940835305306,100.0,0.0,2026572.0543382475,12967010.819224253
144,3346.31777,39825.29402,223897.6234,14692869.032,3204438.998,2370165.0,4208839.0,5219344.0,100.0,100.0,100.0,4897623.010666667,5121520.6340666665,8145233.620456668
145,2139007.424,243685.3712,3803379.11,189663.74614,879748.8468,358877.0,701650.0,6582026.0,100.0,100.0,5.177872262571173,1214883.0375992116,1047044.7701590657,340808.89856922283
146,4868331.772,15636438.344,3009159.7860000012,36932700.24,12327034.62,142415.0,288979.0,4868572.0,100.0,100.0,100.0,2006410.34375,2401027.25,17142909.8125
147,2157252.862,25104583.24,3672385.906,4479268.972,463045.2058,3026690.0,5129217.0,9843927.0,100.0,17.971743221549367,100.0,10641174.534893017,921809.7085160579,12289245.668465924
148,880494.3968,2930332.22,2825628.918,749609.272,104697.99952,1443452.0,1629560.0,6238532.0,100.0,64.57960789637455,23.876827696456797,4199226.539455519,1052363.4584361613,1489563.5364283202
149,35962246.46,259280249.6,1226267.1452,56581647.8,326236.273,1779987.0,14010773.0,262540.0,100.0,67.52563617700989,100.0,3330164.0,9460863.601566734,1837766.937058267
150,10078.541946,10632893.48,7256359.488,86166.99704,332430.4688,105615.0,250276.0,2859537.0,100.0,37.766009209020545,100.0,878481.714280802,94519.25720796826,7543881.851757229
151,1187163.32,1787591.4474,1887443.5034,1079548.8008,103038.76764,1332121.0,1616692.0,6457946.0,46.80383579301856,100.0,30.13204285169221,623483.7254043167,1687799.610376541,1945911.0560591428
