,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.735061373,7337618079,6.48289E+12,0.091,0.96573387,4370570000,2.24983E+12
1,0.761584958,,,,0.94260448,,
2,0.769509244,,,,0.902826558,,
3,0.795192519,,,,0.985147142,,
4,0.68021757,,,,0.926494043,,
5,0.739029534,,,,0.935115731,,
6,0.762923012,,,,0.943683244,,
7,0.710302043,,,,0.958955693,,
8,0.66540308,,,,0.867434657,,
9,0.655912874,,,,0.781121492,,
10,0.750211719,,,,0.953155194,,
11,0.806061664,,,,0.9713045,,
12,0.765559424,,,,0.92821423,,
13,0.834621893,,,,0.921756269,,
14,0.780930582,,,,0.916668537,,
15,0.765233618,,,,0.970712138,,
16,0.792809417,,,,0.945759515,,
17,0.78102344,,,,0.972741619,,
18,0.715506871,,,,0.952642271,,
19,0.710091735,,,,0.955961822,,
20,0.76109814,,,,0.946462085,,
21,0.761920867,,,,0.932514124,,
22,0.755338056,,,,0.948305974,,
23,0.749079727,,,,0.971840174,,
24,0.845127514,,,,0.996924013,,
25,0.739576061,,,,0.932053513,,
26,0.827877655,,,,0.967900963,,
27,0.791984377,,,,0.915362419,,
28,0.736732668,,,,0.880653174,,
29,0.737077421,,,,0.944979918,,
30,0.759474518,,,,0.923969957,,
31,0.818738854,,,,0.960455038,,
32,0.765023384,,,,0.88898695,,
33,0.753204109,,,,0.965294502,,
34,0.6990901,,,,0.93121804,,
35,0.771949587,,,,0.963694581,,
36,0.701836164,,,,0.901380412,,
37,0.753529362,,,,0.899013973,,
38,0.770289352,,,,0.909917771,,
39,0.764220119,,,,0.928398448,,
40,0.682825089,,,,0.91463773,,
41,0.751896715,,,,0.89210665,,
42,0.815124514,,,,0.922136234,,
43,0.718689342,,,,0.924354361,,
44,0.725592852,,,,0.886618063,,
45,0.682192454,,,,0.889732118,,
46,0.821097296,,,,0.92798617,,
47,0.774093695,,,,0.947314457,,
48,0.778016629,,,,1,,
49,0.71044954,,,,0.899071542,,
50,0.711731127,,,,0.934674578,,
51,0.762792824,,,,0.982996029,,
52,0.752590384,,,,0.949415335,,
53,0.697852587,,,,0.96121028,,
54,0.72393028,,,,0.899754305,,
55,0.674862853,,,,0.876964795,,
56,0.755713411,,,,0.915150144,,
57,0.785484001,,,,0.964063229,,
58,0.753473988,,,,0.941258331,,
59,0.819119333,,,,0.9471601,,
