,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,D1,D2,D3,D4,D5,D6,D7,D8,D9,S1,S2,S3,S4,S5,S6,S7,S8,S9,A1,A2,A3,A4,A5,A6,A7,A8,A9
381,629695.8,341768785.4,2667242.7,70699271.3,26716.09362,629695.8,341768785.4,2667242.7,70699271.3,26716.09362,629695.8,341768785.4,2667242.7,70699271.3,26716.09362,3591369.0,6515420.0,9291133.0,3591369.0,6515420.0,9291133.0,3591369.0,6515420.0,9291133.0,23.03445721766623,100.0,100.0,89.54047990842938,90.10391839624174,100.0,100.0,57.55199385924062,90.07537386528696,827252.3558335275,6969675.458226421,11669620.531682344,3215729.0378825613,5870648.719972414,13279813.125841625,6839258.43454632,3749754.1183037353,8369022.786071053
382,0.0,421362.02200000006,11113962.054000003,40779534.12,34346.39246,0.0,421362.02200000006,11113962.054000003,40779534.12,34346.39246,0.0,421362.02200000006,11113962.054000003,40779534.12,34346.39246,6682417.0,11464410.0,6674326.0,6682417.0,11464410.0,6674326.0,6682417.0,11464410.0,6674326.0,100.0,80.3494703342377,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8054850.3736228235,9211592.71194538,11718231.31520349,25834727.616482392,30673509.931484453,12915921.84824834,17499812.97369393,32332638.86855567,8674330.009643523
383,338505.3902,55210954.88,28257463.76,768352.868,32634386.86,338505.3902,55210954.88,28257463.76,768352.868,32634386.86,338505.3902,55210954.88,28257463.76,768352.868,32634386.86,4109371.0,6837626.0,9619419.0,4109371.0,6837626.0,9619419.0,4109371.0,6837626.0,9619419.0,100.0,86.22115248183015,100.0,100.0,62.654212251902194,100.0,100.0,100.0,84.41311661699565,4117461.4704329353,5895479.939597263,16160779.516815685,5182618.672173343,4284060.70703125,21875703.464823313,6287099.967915848,10162441.531650424,8120051.378347438
384,3192543.522,5287298.664,2204694.588,25933088.34,2929916.648,3192543.522,5287298.664,2204694.588,25933088.34,2929916.648,3192543.522,5287298.664,2204694.588,25933088.34,2929916.648,186451.0,582520.0,80154.0,186451.0,582520.0,80154.0,186451.0,582520.0,80154.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1088036.5322265625,1386582.8359375,1600469.26953125,3425181.44921875,2348272.477661133,2905382.015625,1589430.8046875,2439503.8125,3733973.515625
385,0.0,3437026.332,8747064.358,1137140.9232,148167.98912,0.0,3437026.332,8747064.358,1137140.9232,148167.98912,0.0,3437026.332,8747064.358,1137140.9232,148167.98912,3742221.0,7982222.0,5765285.0,3742221.0,7982222.0,5765285.0,3742221.0,7982222.0,5765285.0,73.66290827268838,64.3914223797163,100.0,37.7385341658916,30.608037277493818,100.0,100.0,82.21028189837574,39.700930127248256,2756628.822591282,5139866.283306638,5816032.568312538,1412259.3506481703,2443201.4853323125,8981293.37809619,5007837.941231975,6562207.2079541655,2288871.769486725
386,9453685.42,27084142.34,7814745.0660000015,269910.8142,5008399.422,9453685.42,27084142.34,7814745.0660000015,269910.8142,5008399.422,9453685.42,27084142.34,7814745.0660000015,269910.8142,5008399.422,195598.0,320334.0,5413430.0,195598.0,320334.0,5413430.0,195598.0,320334.0,5413430.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2755036.9641178637,2455673.968176554,13370861.96632387,2685665.501862788,876458.6861317476,17279283.375525147,3370507.1242189095,2337299.766564928,9586155.0968032
387,27535054.94,53911801.58,13917982.535999995,124832798.28,20323.97414,27535054.94,53911801.58,13917982.535999995,124832798.28,20323.97414,27535054.94,53911801.58,13917982.535999995,124832798.28,20323.97414,627288.0,993677.0,14950560.0,627288.0,993677.0,14950560.0,627288.0,993677.0,14950560.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5299628.875194738,2908964.513715841,17977361.39675867,3363927.989050965,2204312.8829996334,17615215.648768865,1538891.6529694179,3158578.7421356975,24618540.08801367
388,667710.9416,1370380.1544,6546779.486000001,3903642.35,10284466.624,667710.9416,1370380.1544,6546779.486000001,3903642.35,10284466.624,667710.9416,1370380.1544,6546779.486000001,3903642.35,10284466.624,924727.0,1891787.0,71682.0,924727.0,1891787.0,71682.0,924727.0,1891787.0,71682.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,5341003.056862403,3794986.4868815048,1519153.4108886719,2719265.7606838197,3088776.649089011,1242741.5822102325,4419283.16347148,4060307.409754753,1534747.61718625
389,5174772.063999998,3841085.178,6035811.89,3937956.932,62620316.12,5174772.063999998,3841085.178,6035811.89,3937956.932,62620316.12,5174772.063999998,3841085.178,6035811.89,3937956.932,62620316.12,2197977.0,5714245.0,12683189.0,2197977.0,5714245.0,12683189.0,2197977.0,5714245.0,12683189.0,100.0,100.0,17.841139109262702,100.0,100.0,100.0,100.0,100.0,47.46729743929057,5379378.724739878,7883478.690642985,2262825.392980705,4479877.256756178,15852751.5,27974313.502179354,3124998.285594976,10887945.025778381,6020367.047417384
390,589434.3312,705294.6640000001,26667153.1,40948077.54,24290.51012,589434.3312,705294.6640000001,26667153.1,40948077.54,24290.51012,589434.3312,705294.6640000001,26667153.1,40948077.54,24290.51012,115725.0,327733.0,3342327.0,115725.0,327733.0,3342327.0,115725.0,327733.0,3342327.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.95719268870631,3435283.5431293002,812531.4024702681,6680987.217199136,814700.3459313505,5642197.291085969,6245354.862294686,3864217.568580709,2858482.655563799,2939816.9996766574
391,10240379.446,9927790.33,1237929.5116,6172737.77,28217942.84,10240379.446,9927790.33,1237929.5116,6172737.77,28217942.84,10240379.446,9927790.33,1237929.5116,6172737.77,28217942.84,2081155.0,4979417.0,2969134.0,2081155.0,4979417.0,2969134.0,2081155.0,4979417.0,2969134.0,100.0,100.0,100.0,100.0,100.0,100.0,74.30054458637733,100.0,100.0,3033027.006805977,13862025.730028871,13852422.800878529,3933095.328579516,7947358.43339802,7938403.508472283,1546309.4986866212,8456589.361463105,6463466.255965201
392,2890204.466,3285843.624,5659097.654,39166260.08,20210825.96,2890204.466,3285843.624,5659097.654,39166260.08,20210825.96,2890204.466,3285843.624,5659097.654,39166260.08,20210825.96,1406227.0,3801491.0,994639.0,1406227.0,3801491.0,994639.0,1406227.0,3801491.0,994639.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3550776.9921875,4954580.599187587,2309987.8081054688,1495471.21875,9132590.169971704,2907545.21875,2162607.7433489393,5560272.673718331,2896509.9375
393,8417.851040000003,3554825.1,23348030.62,1451556.0172,420108.5344,8417.851040000003,3554825.1,23348030.62,1451556.0172,420108.5344,8417.851040000003,3554825.1,23348030.62,1451556.0172,420108.5344,556389.0,25431222.0,129420.0,556389.0,25431222.0,129420.0,556389.0,25431222.0,129420.0,32.19346366896716,48.91069296854441,100.0,100.0,42.48458625171929,100.0,100.0,100.0,100.0,179120.8905731297,12438586.910568919,1564944.3091950119,1907444.1396476384,10804349.44545621,1209628.0514755244,836151.0202706734,34933108.5515955,586548.116637396
394,49952.27838,4296516.484,7655988.98,9617956.142,5101049.296,49952.27838,4296516.484,7655988.98,9617956.142,5101049.296,49952.27838,4296516.484,7655988.98,9617956.142,5101049.296,155287.0,302973.0,5755673.0,155287.0,302973.0,5755673.0,155287.0,302973.0,5755673.0,100.0,100.0,100.0,100.0,100.0,93.70523740903556,100.0,100.0,100.0,1902475.9125336856,891758.2421875,17838535.40226367,549747.3186082703,1613683.980198777,5393367.049137759,1216507.4710265223,1711389.321379036,13766942.037351655
395,4831.697322,6317265.708,1242380.525,62039655.26,9450056.366,4831.697322,6317265.708,1242380.525,62039655.26,9450056.366,4831.697322,6317265.708,1242380.525,62039655.26,9450056.366,125189.0,229683.0,6137181.0,125189.0,229683.0,6137181.0,125189.0,229683.0,6137181.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4290605.414715618,1337963.3817479438,14673467.285636399,5004159.994297464,5752055.64048482,26743790.18103149,3105899.3343659644,5997159.060994194,19929679.099817105
396,20074104.36,19790632.23,4200690.932,90841.83698,323550.688,20074104.36,19790632.23,4200690.932,90841.83698,323550.688,20074104.36,19790632.23,4200690.932,90841.83698,323550.688,254541.0,471872.0,5110988.0,254541.0,471872.0,5110988.0,254541.0,471872.0,5110988.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1974579.3968783289,2123908.61198453,24239933.21884854,3215588.947551639,1517541.7010091722,33279076.518497128,832195.1790529446,2239676.429597072,21684176.64502064
397,16761387.864,46545150.96,10059615.112,8312475.807999998,113975.93548,16761387.864,46545150.96,10059615.112,8312475.807999998,113975.93548,16761387.864,46545150.96,10059615.112,8312475.807999998,113975.93548,1797442.0,3970340.0,7891288.0,1797442.0,3970340.0,7891288.0,1797442.0,3970340.0,7891288.0,100.0,42.23818153147992,100.0,100.0,100.0,100.0,100.0,100.0,31.72948389780185,4190535.7722832933,1676999.41661696,21021071.93441393,1824784.5721859236,5053425.355006737,9781231.328125,4907205.95692265,5928600.055330712,2503864.9552891697
398,2500279.566,1685856.7148,7526645.53,76423.48086,142723.80528,2500279.566,1685856.7148,7526645.53,76423.48086,142723.80528,2500279.566,1685856.7148,7526645.53,76423.48086,142723.80528,2140266.0,4127373.0,832675.0,2140266.0,4127373.0,832675.0,2140266.0,4127373.0,832675.0,100.0,100.0,91.38481744474083,100.0,92.92974955947449,100.0,99.200238031522,100.0,100.0,7261344.71950397,4638625.2271858975,760938.5286579957,6106401.020634571,3835557.392285369,1596932.8939145342,2123148.9665077347,8514211.354874887,958627.1872550437
399,1.2681216,6147503.982000003,37680440.88,817193.834,4968109.64,1.2681216,6147503.982000003,37680440.88,817193.834,4968109.64,1.2681216,6147503.982000003,37680440.88,817193.834,4968109.64,100019.0,307142.0,4154431.0,100019.0,307142.0,4154431.0,100019.0,307142.0,4154431.0,100.0,100.0,36.468255154360975,100.0,100.0,100.0,100.0,100.0,100.0,2964321.427535155,2555781.760570261,1515048.4972918702,1915686.796875,1666851.1209297846,4700865.559302192,2123358.828759169,1717628.7337548595,6521042.676409007
400,2179352.208,1798374.4768,3052940.5519999987,3050378.644,270674.3922,2179352.208,1798374.4768,3052940.5519999987,3050378.644,270674.3922,2179352.208,1798374.4768,3052940.5519999987,3050378.644,270674.3922,3750114.0,8129181.0,557590.0,3750114.0,8129181.0,557590.0,3750114.0,8129181.0,557590.0,60.28326452851532,87.39822930637351,100.0,67.60209013483906,43.35057366646064,53.438242635819314,75.51491129245736,100.0,64.19292809330547,2260691.1427408867,7104760.251110148,565624.3340039541,2535155.4464392182,3524046.5978849223,297966.2971130649,2831895.2604660243,11577088.141486317,357933.34775546193
401,217083.3934,211487.6158,5611538.862000002,137.52275559999998,37552847.14,217083.3934,211487.6158,5611538.862000002,137.52275559999998,37552847.14,217083.3934,211487.6158,5611538.862000002,137.52275559999998,37552847.14,1601001.0,3211956.0,13421806.0,1601001.0,3211956.0,13421806.0,1601001.0,3211956.0,13421806.0,100.0,100.0,100.0,100.0,70.98569863612654,100.0,100.0,100.0,92.11595161524204,7580761.474486756,6564926.475610156,30458901.17476974,5317470.161048775,2280029.406484985,21497220.994083505,8573001.132408675,3864031.9443475665,12363624.320851652
402,2366286.6380000003,8615903.457999997,491549.0582,10775.82448,25174248.8,2366286.6380000003,8615903.457999997,491549.0582,10775.82448,25174248.8,2366286.6380000003,8615903.457999997,491549.0582,10775.82448,25174248.8,1437621.0,4568614.0,185486.0,1437621.0,4568614.0,185486.0,1437621.0,4568614.0,185486.0,100.0,100.0,92.1569289688698,100.0,93.97686908304964,100.0,100.0,100.0,100.0,3986364.2498928923,29469100.30053063,170938.20126719784,3532156.8926622383,4293440.397689877,785206.0466600963,2902196.3479178436,25406703.33922354,924501.5438831798
403,1337840.1762,466332.6562,2185498.598,5861911.397999999,116620.0986,1337840.1762,466332.6562,2185498.598,5861911.397999999,116620.0986,1337840.1762,466332.6562,2185498.598,5861911.397999999,116620.0986,56894.0,106381.0,2367649.0,56894.0,106381.0,2367649.0,56894.0,106381.0,2367649.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,893519.4390579804,249006.81976601068,10535151.298671812,687033.5625662669,445317.965700367,6695737.394898339,1823277.036853531,411896.56692294544,8163668.696562746
404,4741202.64,2265055.8540000003,987672.337,12287007.127999995,9330817.968,4741202.64,2265055.8540000003,987672.337,12287007.127999995,9330817.968,4741202.64,2265055.8540000003,987672.337,12287007.127999995,9330817.968,1634222.0,3761017.0,8656844.0,1634222.0,3761017.0,8656844.0,1634222.0,3761017.0,8656844.0,100.0,100.0,61.83991236941662,100.0,100.0,100.0,100.0,100.0,100.0,2349984.1758045275,6755195.7535378765,5353384.743557101,4453488.754044612,7663271.764520039,12856117.018498406,5412760.928344041,11312229.111099148,17256971.588844243
405,3045259.128,3805357.462,538876.8498,6039176.458,2425883.188,3045259.128,3805357.462,538876.8498,6039176.458,2425883.188,3045259.128,3805357.462,538876.8498,6039176.458,2425883.188,346732.0,1851544.0,163082.0,346732.0,1851544.0,163082.0,346732.0,1851544.0,163082.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2082815.303929256,12609150.11000681,1181969.0121672242,1345416.9563757502,8666309.354512088,1277027.3942208998,1602298.7856606664,8220989.488025233,1318156.0814395715
406,55902401.24,393265.9284,798359.2840000001,412977.3324,14772146.932,55902401.24,393265.9284,798359.2840000001,412977.3324,14772146.932,55902401.24,393265.9284,798359.2840000001,412977.3324,14772146.932,4546538.0,8104078.0,9183234.0,4546538.0,8104078.0,9183234.0,4546538.0,8104078.0,9183234.0,63.51703336709282,99.91820660373465,100.0,49.93511625013255,100.0,96.4428562660322,57.690588569984484,100.0,100.0,2887826.0585075542,8097449.3993678065,52286580.00455857,2270319.0356564517,13292544.232667945,8856573.167193398,2622924.531758001,31008859.10960815,18947663.394269623
407,4716045.37,1724380.833,629994.0456,314361.0792,190603.22756,4716045.37,1724380.833,629994.0456,314361.0792,190603.22756,4716045.37,1724380.833,629994.0456,314361.0792,190603.22756,2306824.0,10215116.0,336590.0,2306824.0,10215116.0,336590.0,2306824.0,10215116.0,336590.0,100.0,7.867101800742863,70.3588525309863,100.0,16.75296670782165,62.57642125519909,100.0,57.326127962594434,100.0,2673976.575513535,803633.5747839723,236820.8617340468,8186176.380281889,1711334.9826453626,210625.97630287462,2535117.1869367855,5855930.469687458,512537.65819407476
408,3245638.4280000012,2575418.94,675961.8818,1628.1698114,271099.2236,3245638.4280000012,2575418.94,675961.8818,1628.1698114,271099.2236,3245638.4280000012,2575418.94,675961.8818,1628.1698114,271099.2236,3708163.0,19472826.0,47791987.0,3708163.0,19472826.0,47791987.0,3708163.0,19472826.0,47791987.0,100.0,10.67774471086863,2.929935234966251,60.91089984873605,8.158223936574784,1.9211085137164277,92.20291587123685,12.104789027815942,1.2753037669040668,5678586.953809044,2079258.6482716517,1400274.26660349,2258675.451157886,1588636.751859558,918135.9311312484,3419034.4112583324,2357144.50505369,609493.0104893019
409,1097156.798,7690729.063999998,5069241.598,47435.75364,7996763.297999999,1097156.798,7690729.063999998,5069241.598,47435.75364,7996763.297999999,1097156.798,7690729.063999998,5069241.598,47435.75364,7996763.297999999,2420157.0,13479075.0,7263922.0,2420157.0,13479075.0,7263922.0,2420157.0,13479075.0,7263922.0,40.95778480965307,36.980435634312904,96.29479715600561,87.01552661618301,30.10726098840435,100.0,100.0,100.0,67.58545351629127,991242.6961157555,4984620.654475762,6994778.955470467,2105912.3584884163,4058180.289072763,14761728.670975814,3113280.8165160907,17059782.41903527,4909354.626769654
410,9813857.82,286108874.0,2621834.4480000003,1127220.2076,1479837.3962,9813857.82,286108874.0,2621834.4480000003,1127220.2076,1479837.3962,9813857.82,286108874.0,2621834.4480000003,1127220.2076,1479837.3962,3543055.0,5559592.0,16769187.0,3543055.0,5559592.0,16769187.0,3543055.0,5559592.0,16769187.0,92.34985804441055,100.0,22.458895769095633,100.0,100.0,100.0,89.65322882881928,100.0,77.32975385437729,3272006.26293539,9937385.340201745,3766174.2296547345,9722848.317030992,13096593.283444922,41744591.93722404,3176463.2066809232,7970278.761122026,12967571.030480234
411,5972790.372,86036407.02,824845.5234,6097920.274,4039531.678,5972790.372,86036407.02,824845.5234,6097920.274,4039531.678,5972790.372,86036407.02,824845.5234,6097920.274,4039531.678,3046581.0,6577324.0,6684873.0,3046581.0,6577324.0,6684873.0,3046581.0,6577324.0,6684873.0,69.78730663275883,100.0,68.34460425262643,88.55931284532542,100.0,100.0,51.0533754023998,100.0,100.0,2126126.8242853703,23117520.859093264,4568749.996640676,2698031.198876244,10078595.084273068,37002421.284221865,1555382.4348681858,27010085.556343995,27663231.914097335
412,2459749.356,26562223.78,3686413.092,26674399.78,32576.38982,2459749.356,26562223.78,3686413.092,26674399.78,32576.38982,2459749.356,26562223.78,3686413.092,26674399.78,32576.38982,1681526.0,12831660.0,5092089.0,1681526.0,12831660.0,5092089.0,1681526.0,12831660.0,5092089.0,69.81722696397249,100.0,100.0,23.32150732636531,100.0,100.0,55.869690788302364,100.0,100.0,1173994.8238782082,32812473.981790446,10476022.404124524,392157.2092847376,26808824.374699082,15077430.159362033,939463.3767249093,31785451.289993305,5576797.820946507
413,26517080.66,32748509.94,623898.8102,194187.93616,42461.20808,26517080.66,32748509.94,623898.8102,194187.93616,42461.20808,26517080.66,32748509.94,623898.8102,194187.93616,42461.20808,823870.0,1688438.0,4829343.0,823870.0,1688438.0,4829343.0,823870.0,1688438.0,4829343.0,15.795374613632358,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,130133.35282933291,1885807.4594801648,39083529.58875641,5300297.419457219,2160264.7937601674,28827679.329418596,4281937.63086422,7687566.008080966,30447909.728172917
414,36254909.42,25271996.96,3070056.606,73145557.48,53911801.58,36254909.42,25271996.96,3070056.606,73145557.48,53911801.58,36254909.42,25271996.96,3070056.606,73145557.48,53911801.58,139494.0,238000.0,511197.0,139494.0,238000.0,511197.0,139494.0,238000.0,511197.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1859419.1831054688,2343003.0541992188,1924745.7265625,1080940.064453125,1310356.484375,3520693.78125,689924.078125,872724.9887695312,1510790.166015625
415,18298845.26,1272883.0028,11889373.04,7534442.738,242499.6206,18298845.26,1272883.0028,11889373.04,7534442.738,242499.6206,18298845.26,1272883.0028,11889373.04,7534442.738,242499.6206,1087484.0,3307296.0,272327.0,1087484.0,3307296.0,272327.0,1087484.0,3307296.0,272327.0,100.0,100.0,100.0,100.0,70.72805781660271,100.0,100.0,100.0,100.0,4509279.28125,3660771.288308354,5467110.689067638,4513170.0567080425,2339186.227046189,1332506.5435947413,4010080.437688075,7332252.032629703,3095303.8550635073
416,960748.2004,181542.08792,37911295.42,2015456.68,1849574.6722,960748.2004,181542.08792,37911295.42,2015456.68,1849574.6722,960748.2004,181542.08792,37911295.42,2015456.68,1849574.6722,329883.0,550459.0,5769489.0,329883.0,550459.0,5769489.0,329883.0,550459.0,5769489.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.557796498653865,4169065.5086847087,2886338.822051723,10764275.31708587,6268516.142817703,3753592.5617879746,29727661.48627998,4890537.520750931,2441740.507725138,1936113.3776322198
417,1147786.9954,775697.0332,2051942.518,3649727.832,1820675.5946,1147786.9954,775697.0332,2051942.518,3649727.832,1820675.5946,1147786.9954,775697.0332,2051942.518,3649727.832,1820675.5946,2273116.0,5471040.0,3484464.0,2273116.0,5471040.0,3484464.0,2273116.0,5471040.0,3484464.0,100.0,100.0,57.91560516701485,75.77660764869837,92.8471883347982,100.0,56.94760438380787,54.65811025518726,47.457523577382716,2656650.571631722,7424818.998272421,2018048.4124267725,1722490.1927197864,5079706.812672144,3497282.425361306,1294485.1068650382,2990367.075305397,1653640.324345413
418,5435253.326,1072516.163,16817276.852,4532975.338,11065.517682,5435253.326,1072516.163,16817276.852,4532975.338,11065.517682,5435253.326,1072516.163,16817276.852,4532975.338,11065.517682,3582975.0,7295213.0,5922235.0,3582975.0,7295213.0,5922235.0,3582975.0,7295213.0,5922235.0,100.0,100.0,45.27447706935285,100.0,96.88563781794652,100.0,100.0,100.0,100.0,11097572.607533442,9283613.570090055,2681260.927068189,5718379.7703014845,7068013.645227751,12749834.07185977,7977011.927569849,16324333.953407113,10707241.116988355
419,3966875.078,4069461.658,1969185.2686,30074341.08,1638020.4232,3966875.078,4069461.658,1969185.2686,30074341.08,1638020.4232,3966875.078,4069461.658,1969185.2686,30074341.08,1638020.4232,1871725.0,4815062.0,6713802.0,1871725.0,4815062.0,6713802.0,1871725.0,4815062.0,6713802.0,100.0,100.0,100.0,81.74949645039023,100.0,100.0,100.0,100.0,100.0,4640420.2581466185,17254196.26664367,8793429.181105105,1530125.7624360665,24237834.51749126,24493431.186183225,2553701.789783527,8376411.873382149,24473323.706715878
420,496622.6366,6726673.397999999,612119.1136,256656.708,211271.56699999998,496622.6366,6726673.397999999,612119.1136,256656.708,211271.56699999998,496622.6366,6726673.397999999,612119.1136,256656.708,211271.56699999998,2313584.0,5766366.0,864556.0,2313584.0,5766366.0,864556.0,2313584.0,5766366.0,864556.0,90.12364923334182,40.945143559924695,100.0,100.0,92.85962990843974,100.0,84.05642572767015,41.69335412515985,100.0,2085086.328878719,2361046.8368906872,2079075.4606665557,5163404.104369497,5354626.1267661005,1933193.7749281067,1944716.01660726,2404191.396532815,1584690.2239602564
421,5849384.0720000025,39278716.96,741100.546,6833544.022000001,355.3374628,5849384.0720000025,39278716.96,741100.546,6833544.022000001,355.3374628,5849384.0720000025,39278716.96,741100.546,6833544.022000001,355.3374628,2986269.0,4357248.0,14596288.0,2986269.0,4357248.0,14596288.0,2986269.0,4357248.0,14596288.0,100.0,100.0,100.0,18.624916996143583,100.0,47.843821120373946,100.0,100.0,100.0,10321110.83474879,6266275.949419392,39716744.84626537,556190.122531567,4420407.99259713,6983421.920934608,7922690.633180783,6382007.198629865,37950477.842362165
422,1750779.9486,3104912.312,3379572.672,1724672.6888,3043127.688,1750779.9486,3104912.312,3379572.672,1724672.6888,3043127.688,1750779.9486,3104912.312,3379572.672,1724672.6888,3043127.688,1577566.0,3373237.0,117968.0,1577566.0,3373237.0,117968.0,1577566.0,3373237.0,117968.0,100.0,100.0,100.0,54.43763594377529,100.0,100.0,100.0,100.0,100.0,7500107.163535948,10608795.019105114,438260.706180242,858789.6358527781,5920238.069201617,297625.1221605358,6154482.3945964705,5601636.6482835915,418528.76315245265
423,835061.878,741765.558,286690.8618,14096053.205999998,443526.3976,835061.878,741765.558,286690.8618,14096053.205999998,443526.3976,835061.878,741765.558,286690.8618,14096053.205999998,443526.3976,123117.0,365671.0,618280.0,123117.0,365671.0,618280.0,123117.0,365671.0,618280.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3097950.5302428138,6292547.426484859,820544.103002805,3310829.5547734955,1831094.0777642732,3224593.3416670775,513988.461778126,1135855.4487322539,5105596.774566798
424,12580000.894000005,657223.5284,3072200.6,3209293.762,162894.27064,12580000.894000005,657223.5284,3072200.6,3209293.762,162894.27064,12580000.894000005,657223.5284,3072200.6,3209293.762,162894.27064,34992.0,209991.0,3591039.0,34992.0,209991.0,3591039.0,34992.0,209991.0,3591039.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.37997658819435,2770291.7451498145,1753081.3046828157,6974647.97994941,1674043.334890404,1518087.7275623393,23707728.736901924,89617.15803062575,1222954.1927609963,3568773.717472929
425,1059175.159,4292226.938,6940063.716,1692765.5618,187860.61702,1059175.159,4292226.938,6940063.716,1692765.5618,187860.61702,1059175.159,4292226.938,6940063.716,1692765.5618,187860.61702,2752508.0,7286533.0,226198.0,2752508.0,7286533.0,226198.0,2752508.0,7286533.0,226198.0,100.0,100.0,100.0,100.0,100.0,100.0,85.71098303349822,59.400514160217426,100.0,2917773.1544141346,15207792.435227977,284248.31158675737,3440127.526704581,7477686.189500074,288760.78381645394,2359201.6648756815,4328238.066453916,369089.63995542494
426,30154.88328,74646543.74,36616251.4,21291.13648,896248.3994,30154.88328,74646543.74,36616251.4,21291.13648,896248.3994,30154.88328,74646543.74,36616251.4,21291.13648,896248.3994,861847.0,2701970.0,6026150.0,861847.0,2701970.0,6026150.0,861847.0,2701970.0,6026150.0,100.0,100.0,100.0,100.0,34.47775093372964,56.07578246337999,41.24571225859406,100.0,100.0,1423631.6820196207,3095668.143507061,28410980.410424076,4037649.352270499,931578.4869040947,3379210.764916973,355474.9337293252,7918018.3850732315,46627655.54444996
427,980844.6704,2450515.61,3600875.998,12000725.828,15048771.777999995,980844.6704,2450515.61,3600875.998,12000725.828,15048771.777999995,980844.6704,2450515.61,3600875.998,12000725.828,15048771.777999995,1632052.0,3924419.0,2344816.0,1632052.0,3924419.0,2344816.0,1632052.0,3924419.0,2344816.0,100.0,100.0,100.0,100.0,73.53414901846318,100.0,100.0,100.0,100.0,3399165.9545329306,8402006.957237838,4791491.167815723,3855645.5808105245,2885788.115568883,5232702.173342203,2218895.0555716115,12820914.152007785,3582645.21875
428,933154.577,8346667.4679999985,17052829.538,1434451.624,21830372.74,933154.577,8346667.4679999985,17052829.538,1434451.624,21830372.74,933154.577,8346667.4679999985,17052829.538,1434451.624,21830372.74,2036433.0,5378500.0,3539653.0,2036433.0,5378500.0,3539653.0,2036433.0,5378500.0,3539653.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3464041.284962124,16051681.250182293,7886452.569685165,5287484.555637963,17012746.44493316,10316160.75433778,3730319.7219630685,18043015.355153117,10921383.829895321
429,35979.93862,505327.6316,1889303.8682,0.5349888,86365.11237999999,35979.93862,505327.6316,1889303.8682,0.5349888,86365.11237999999,35979.93862,505327.6316,1889303.8682,0.5349888,86365.11237999999,3078119.0,9612646.0,797235.0,3078119.0,9612646.0,797235.0,3078119.0,9612646.0,797235.0,45.65908225690815,5.704806278987428,100.0,15.261105390494675,1.2772910979609329,3.034747668319784,62.86183808003284,5.709844935477321,100.0,1405440.8861755186,548382.8325848338,1148139.1879712325,469754.9846348408,122781.47163649769,24194.07057352923,1934962.181690726,548867.1807963633,1348408.4613028578
430,5455983.36,3454620.416,7412646.5660000015,28366808.44,15246321.675999995,5455983.36,3454620.416,7412646.5660000015,28366808.44,15246321.675999995,5455983.36,3454620.416,7412646.5660000015,28366808.44,15246321.675999995,1048040.0,3661155.0,5984358.0,1048040.0,3661155.0,5984358.0,1048040.0,3661155.0,5984358.0,100.0,100.0,89.23390570884963,100.0,100.0,100.0,100.0,100.0,100.0,1838128.5107421875,11690277.625,5340076.375,1945243.4660644531,10164204.7890625,7033117.626953125,1449314.416015625,8029280.755859375,8185952.28125
431,211293165.4,434860859.4,301042.2428,55973643.48,4346592.35,211293165.4,434860859.4,301042.2428,55973643.48,4346592.35,211293165.4,434860859.4,301042.2428,55973643.48,4346592.35,1778125.0,15053187.0,2907947.0,1778125.0,15053187.0,2907947.0,1778125.0,15053187.0,2907947.0,90.31042341863996,100.0,73.38230800261285,100.0,100.0,100.0,57.34703684164507,100.0,100.0,1605832.2164126919,19176994.5625,2133918.62409274,4617857.330448922,25328129.404621627,4299905.560521355,1019701.9988405014,24936274.883495726,3055004.1787164393
