,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.565521209,4111326095,8.4567E+12,2.382,1,4281044946,1.3476E+12
1,0.506992336,,,,0.883226874,,
2,0.550603739,,,,0.948597568,,
3,0.660912736,,,,0.934151927,,
4,0.690980921,,,,0.949217406,,
5,0.555080775,,,,0.969488524,,
6,0.535698793,,,,0.942265916,,
7,0.619882962,,,,0.931223434,,
8,0.631318853,,,,0.990528892,,
9,0.510629709,,,,0.920481013,,
10,0.729127727,,,,0.999858778,,
11,0.60347823,,,,0.989354914,,
12,0.547025069,,,,0.993603668,,
13,0.620211877,,,,0.953763449,,
14,0.569364238,,,,0.983079618,,
15,0.632931263,,,,0.997302875,,
16,0.519682307,,,,0.926870987,,
17,0.615193536,,,,0.966145599,,
18,0.500736776,,,,0.945613038,,
19,0.52101248,,,,0.982357771,,
20,0.601114312,,,,0.984135594,,
21,0.611614659,,,,0.997121335,,
22,0.611417499,,,,0.916687084,,
23,0.643946255,,,,0.997783606,,
24,0.659534197,,,,0.988765087,,
25,0.589988514,,,,0.956598546,,
26,0.628866056,,,,0.986731564,,
27,0.55701233,,,,0.985530636,,
28,0.659465305,,,,0.963399151,,
29,0.589011748,,,,0.973347462,,
30,0.597794109,,,,0.932657513,,
31,0.659835847,,,,0.956067256,,
32,0.547943421,,,,0.974002982,,
33,0.69315893,,,,1,,
34,0.697649807,,,,0.980314138,,
35,0.6527037,,,,0.95056233,,
36,0.53950122,,,,0.895211506,,
37,0.619479468,,,,0.974145616,,
38,0.597654048,,,,0.935248666,,
39,0.626893511,,,,0.969026521,,
40,0.579005718,,,,0.96571859,,
41,0.536932215,,,,0.905697208,,
42,0.613459423,,,,1,,
43,0.559950283,,,,0.995308431,,
44,0.585382105,,,,0.953570258,,
45,0.633818723,,,,0.956488328,,
46,0.679162371,,,,0.982065482,,
47,0.56185613,,,,0.948725144,,
48,0.549748785,,,,0.965493662,,
49,0.644992224,,,,0.973332074,,
50,0.626931951,,,,0.944560096,,
51,0.633545855,,,,1,,
52,0.571925827,,,,0.976566085,,
53,0.620122467,,,,0.978108616,,
54,0.608202318,,,,0.964927152,,
55,0.610687637,,,,0.985310832,,
56,0.464493246,,,,0.945318255,,
57,0.591239572,,,,0.958669359,,
58,0.596995637,,,,0.966456176,,
59,0.674459201,,,,0.975924403,,
