,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.578577197,3853439372,8.652E+12,2.393,0.946868276,4065434791,1.84929E+12
1,0.65966533,,,,0.964485466,,
2,0.586181853,,,,0.91362273,,
3,0.605258158,,,,0.952774444,,
4,0.528843869,,,,0.907844874,,
5,0.568526982,,,,0.862633569,,
6,0.540804843,,,,0.914507877,,
7,0.617440027,,,,0.967391991,,
8,0.574884966,,,,0.939564215,,
9,0.487636641,,,,0.937627665,,
10,0.611156954,,,,0.93163952,,
11,0.563880913,,,,0.993939882,,
12,0.527247228,,,,0.871001539,,
13,0.612632713,,,,0.96267489,,
14,0.556462344,,,,0.935697066,,
15,0.554438769,,,,0.973607276,,
16,0.667253747,,,,0.989062458,,
17,0.502731604,,,,0.964572245,,
18,0.604024955,,,,0.904257448,,
19,0.609856893,,,,0.971929785,,
20,0.518736758,,,,0.877974201,,
21,0.484047321,,,,0.957529002,,
22,0.599730922,,,,0.95300459,,
23,0.538542524,,,,0.944740123,,
24,0.529948961,,,,0.944898347,,
25,0.655257274,,,,0.934720979,,
26,0.629121605,,,,0.939884973,,
27,0.608785993,,,,0.942523643,,
28,0.60035519,,,,0.905420458,,
29,0.595860258,,,,0.959115088,,
30,0.663178361,,,,0.886056853,,
31,0.580954734,,,,0.944449503,,
32,0.598696638,,,,0.95333234,,
33,0.57401644,,,,0.970175152,,
34,0.464435047,,,,0.94913593,,
35,0.683869086,,,,0.995947995,,
36,0.565256175,,,,0.922471411,,
37,0.55250771,,,,0.967213547,,
38,0.601449571,,,,0.892150066,,
39,0.55446484,,,,0.901643908,,
40,0.604493257,,,,0.911876321,,
41,0.522069549,,,,0.935814353,,
42,0.630648615,,,,0.936139409,,
43,0.66252761,,,,0.933016298,,
44,0.531943367,,,,0.934704193,,
45,0.615695996,,,,0.855680464,,
46,0.567834528,,,,0.919582124,,
47,0.601322752,,,,0.942297081,,
48,0.599997785,,,,0.93726335,,
49,0.615987377,,,,0.979043858,,
50,0.521729521,,,,0.972614644,,
51,0.582190035,,,,0.920336096,,
52,0.449159921,,,,0.936053526,,
53,0.634588181,,,,0.929225617,,
54,0.480555273,,,,0.835977511,,
55,0.498727152,,,,0.937758779,,
56,0.574988487,,,,0.95594324,,
57,0.567879515,,,,0.992566258,,
58,0.533742051,,,,0.934701065,,
59,0.63465889,,,,0.983298579,,
