,G1,G2,G3,G4,G5,D1,D2,D3,D1A1,D1A2,D1A3,D1A4,D1A5,D2A1,D2A2,D2A3,D2A4,D2A5,D3A1,D3A2,D3A3,D3A4,D3A5,R1,R2,R3,S1,S2,S3,A1,A2,A3
0,766821.6072,1781023.0854,14211240.402,101684277.92,23311576.08,3296709.0,7366631.0,797461.0,2335057.25,0.0,0.0,613283.125,8226945.5,111242.4453125,0.0,186219.203125,0.0,0.0,0.0,0.0,908707.3125,112717.40625,125750.5078125,76.10169148990705,3.0012289862032864,95.61465417666193,100.0,3.0012289862032864,100.0,9572179.970446363,221089.46487863702,1147175.2265625
1,1645929.458,432175.4882,7142102.128,164229.6288,8429614.072,2261520.0,5007045.0,182653.0,1117351.5,0.0,0.0,887724.875,21310.044921875,0.0,0.0,0.0,0.0,0.0,81244.546875,0.0,0.0,0.0,0.0,57.611304508555094,0.0,44.48026962327474,57.611304508555094,0.0,44.48026962327474,1302891.173721875,0.0,81244.546875
2,283350.808,3976545.828,250800413.2,32823352.56,1474572.6372,4251689.0,17002276.0,3101472.0,23669.5,0.0,336092.75,0.0,0.0,0.0,0.0,303663.4375,1505555.375,235065.296875,0.0,829547.4375,0.0,2694618.25,0.0,8.461631365793687,12.023590896742295,98.63711912440286,8.461631365793687,12.023590896742295,100.0,359762.25,2044284.109375,3524165.6875
3,16669839.284000002,16077068.282,10393304.554,14012136.622000005,11367537.702,21398.0,102039.0,2804473.0,643935.4375,0.0,0.0,477670.625,0.0,180220.515625,2415369.25,1496334.5,1420331.5,0.0,0.0,0.0,0.0,512432.125,0.0,-100.0,-100.0,18.27195786873327,100.0,100.0,18.27195786873327,1121606.0625,5512255.765625,512432.125
4,1016325.2674,716611.0666,1583365.4532,1145341.4272,837583.9962,36889.0,199348.0,371742.0,1103991.125,0.0,0.0,389315.21875,2002955.375,2113259.0,2520478.5,6205875.0,3242244.5,7477928.5,0.0,436496.4375,0.0,0.0,0.0,-100.0,-100.0,26.714152451971763,100.0,100.0,28.456071242423207,648483.9004309254,4544960.141811065,105783.16835800887
5,294705.992,46175857.6,11279526.068,314267.2586,146921.2992,172213.0,324335.0,3983125.0,0.0,0.0,39070.359375,0.0,0.0,0.0,454782.125,48272.21484375,82658.890625,0.0,0.0,0.0,0.0,0.0,544469.0625,22.687229985541162,91.941103165901,3.688593734818767,22.687229985541162,100.0,3.688593734818767,39070.359375,585713.23046875,146921.2992
6,0.0,3076062.3039999995,1679826.9162,84898388.06,34658272.0,3297707.0,6791579.0,9465744.0,1102784.75,0.0,1098868.875,7602998.0,3918266.5,373211.90625,527354.375,587408.9375,0.0,0.0,2410555.0,0.0,2707712.0,0.0,0.0,68.38648453304069,11.071378661872899,10.935866625668211,100.0,11.071378661872899,10.935866625668211,11941363.224022567,751921.4282102408,1035161.1389671911
7,33373581.82,45283093.94,5898275.51,4692114.7760000015,203100.1966,67355.0,221756.0,3820365.0,1480007.875,0.0,4468366.0,0.0,951415.875,437365.3125,0.0,0.0,1352341.75,1353738.75,0.0,0.0,0.0,268112.21875,998035.875,-100.0,-31.752458219845238,8.624241942815205,100.0,100.0,8.624241942815205,6006872.69644577,1872943.1357055986,329477.5206986321
8,515.1764509999998,818258.6588,4003093.484,121382.53228,113928.2335,710098.0,1175594.0,6226204.0,256151.0625,372008.53125,0.0,0.0,0.0,417406.4375,0.0,0.0,0.0,315163.5,482513.84375,678811.75,0.0,1184254.625,3852628.25,40.81012021847612,0.7486535543009613,12.134064789667296,40.81012021847612,0.7486535543009613,12.134064789667296,289791.84746899456,8801.126265148843,755491.6272968567
9,3659.8401,13537512.84,14575090.275999995,220176.8224,14533956.46,1767088.0,3907169.0,1712218.0,791955.75,2307940.5,123391.9609375,93521.7734375,0.0,613974.875,103492.015625,0.0,946999.9375,0.0,0.0,0.0,0.0,107618.203125,914592.125,91.23008031079947,7.337661482320638,54.6209585030179,100.0,7.337661482320638,54.6209585030179,2451328.5460391245,286694.8347621725,935229.883261203
