,G1,G2,G3,G4,G5,D1,D2,D3,D1A1,D1A2,D1A3,D1A4,D1A5,D2A1,D2A2,D2A3,D2A4,D2A5,D3A1,D3A2,D3A3,D3A4,D3A5,R1,R2,R3,S1,S2,S3,A1,A2,A3
0,3264806.412,14854162.09,1885894.1326,65733261.6,270589.479,100019.0,307142.0,4154431.0,498522.78125,0.0,791764.9375,0.0,1108500.75,0.0,77946.140625,0.0,21114.8203125,17387616.0,0.0,2570730.75,2167567.0,6611292.0,758259.875,-100.0,-100.0,80.85557655187918,100.0,100.0,100.0,1018669.2076418519,343416.10398498696,10574004.792160662
1,1763191.1930000002,20161174.1,32312135.48,2273817.922,411852.8712,690330.0,6919523.0,100011.0,84066.875,0.0,0.0,0.0,189100.09375,0.0,1142333.75,0.0,418976.5625,1001795.25,0.0,0.0,408449.0625,404339.53125,0.0,21.651129058577975,27.570770694308244,28.73008031616523,21.651129058577975,27.570770694308244,100.0,149464.23923008135,1907765.8194699187,812788.59375
2,0.0,274942.7286,1369128.5894,197817.31082,501731.0072,1157648.0,2119686.0,6597844.0,0.0,0.0,7584154.5,1301499.0,0.0,414691.4375,0.0,0.0,0.0,0.0,2170616.0,7318902.0,8549533.0,685070.0,0.0,0.03471389526296775,0.0,-2.181644274921233,66.79080469315663,0.0,16.19750655071211,773202.4147142338,0.0,1068686.214105766
3,752459.9194,2303423.946,1226499.6716,29044143.48,1452076.4436,151164.0,560099.0,1091443.0,0.0,1347609.375,838089.25,0.0,405609.28125,1036038.0,2048355.875,0.0,0.0,2794962.5,1584480.125,0.0,2082213.5,0.0,0.0,-61.42361317840226,5.030050491073894,76.40508368279424,100.0,100.0,100.0,1450071.5310381511,2954908.125317879,1329480.3242439702
4,43231.55472,511273.6158,34106777.28,755486.1194,67171629.16,1511009.0,3313194.0,1244347.0,0.0,9703872.0,2954764.25,0.0,3356632.25,0.0,0.0,7947363.5,991999.125,182455.765625,0.0,0.0,3263702.25,0.0,5450083.5,4.009443358709319,82.4682032183295,39.97302400375458,100.0,100.0,100.0,6822670.1158,8885305.385025,8713785.75
5,6402256.462,1174240.592,228190.1966,5284835.254,5323.104176,2419452.0,6388761.0,410548.0,0.0,841197.0625,0.0,0.0,667489.5625,7006482.0,10546137.0,0.0,0.0,1768712.375,0.0,781043.5,0.0,174671.40625,0.0,3.415378352698299,79.75731072895042,47.62534709112044,3.415378352698299,100.0,60.90435237795657,82633.43986192605,7423816.523963421,250041.60060065315
6,1890544.7902,861430.3356,3475067.4039999987,4112549.108,16843934.266,208063.0,1043077.0,327247.0,0.0,0.0,0.0,64868.62890625,0.0,2035570.125,20517904.0,0.0,953915.4375,2299618.25,0.0,0.0,214764.59375,336128.59375,143655.953125,31.177397666211675,-100.0,88.7759967050882,31.177397666211675,100.0,100.0,64868.62890625,6005508.8133000005,694549.140625
7,1631542.7019999996,5166276.232,5773941.534,1150013.2578,667555.9124,1874343.0,4704584.0,385849.0,1622026.5,0.0,0.0,1788453.5,0.0,0.0,1964038.5,142337.90625,0.0,0.0,664083.5625,0.0,0.0,0.0,580088.5625,91.80439759425036,44.772851462531015,77.75494753128814,100.0,44.772851462531015,100.0,2307615.221911736,2106376.40625,1054029.300388264
8,11228565.965999998,35008943.28,6754917.424,75691201.96,5129970.84,2688973.0,3767658.0,8353892.0,4443880.0,0.0,0.0,4312531.5,0.0,0.0,0.0,0.0,1602665.5,1111535.5,0.0,0.0,0.0,0.0,0.0,77.4358519033103,72.0394738588269,0.0,100.0,72.0394738588269,0.0,8756411.5,2714201.0,0.0
9,1093275.3506,2614509.458,20929944.72,775183.1374,107105.62712,1784173.0,4646450.0,5072745.0,0.0,0.0,560814.25,484158.84375,380859.09375,0.0,62053.16015625,8340.1171875,223268.78125,538961.6875,0.0,2363089.25,9604475.0,2663208.75,1084907.75,38.81404269078327,3.239801244356785,79.01937560433257,38.81404269078327,3.239801244356785,100.0,692509.6698974286,150535.74491841585,12638015.127047906
10,7327332.67,103078917.84,41883373.16,14519457.142,40050563.08,23012.0,144501.0,749694.0,714182.0,0.0,6604877.5,1446167.25,0.0,71350.4453125,0.0,1055669.625,0.0,702701.9375,60696.33203125,0.0,194065.953125,0.0,0.0,-100.0,-16.62348411516183,33.98216941262035,100.0,100.0,33.98216941262035,8765226.75,1829722.0078125,254762.28515625
11,145794.03074000002,644875.1868,6030431.18,4923923.614,1384954.0898,1335451.0,3915104.0,119668.0,0.0,0.0,0.0,497778.53125,804404.8125,0.0,207727.34375,0.0,0.0,0.0,0.0,0.0,782403.8125,0.0,220433.3125,97.50888229893872,5.305793760523348,26.198388458067313,97.50888229893872,5.305793760523348,100.0,1302183.34375,207727.34375,1002837.125
12,42917332.06,98330641.92,2397415.242,153690.6489,1310674.6764,925510.0,1573910.0,6824955.0,375529.59375,214059.875,346726.21875,237356.03125,115579.5078125,0.0,0.0,0.0,5448262.0,806064.125,0.0,1192586.375,0.0,371911.90625,0.0,96.06982932045575,30.259348751696503,17.612166856006397,100.0,59.996856773120854,17.612166856006397,1057917.3533273223,944296.5284378264,1202022.4624473513
13,967879.4984,2956174.458,1082969.6024,146695382.32,4221330.944,155110.0,2156442.0,2504594.0,0.0,15361603.0,1893448.0,0.0,0.0,1179810.875,53092.8046875,1312205.75,587422.4375,302330.5,749396.5625,1479043.625,173058.828125,583926.9375,1651471.625,-100.0,82.71532114482694,91.48643022332162,100.0,88.64369931213912,100.0,3294973.2020378322,1911549.962320679,2925651.8944414887
14,133136.3439,1224407.9912,79085.31182,85973138.18,213801.306,2590062.0,6630259.0,644339.0,0.0,581933.5625,0.0,10688.7509765625,0.0,1223921.25,0.0,0.0,0.0,674663.625,0.0,0.0,250396.34375,774448.375,364674.84375,22.88062268303085,4.101208449257161,88.43496106087014,22.88062268303085,4.101208449257161,100.0,592622.3134765625,271920.74231563334,928550.5944043667
15,2964961.798,770909.497,75437281.94,33409358.02,29394.548560000007,108479.0,288727.0,1682375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152603.625,2846329.75,0.0,0.0,1466647.0,0.0,0.0,0.0,-28.502231346566134,87.17717512445203,0.0,100.0,87.17717512445203,0.0,1181998.17356,1466647.0
16,971856.5356,8250171.958,1315785.6204,330098.541,299404.334,3104480.0,7239044.0,7344995.0,0.0,0.0,151434.34375,49312.7421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15358567.0,2425148.0,144434.0,0.0,4.079454677296092,0.0,85.59133940867217,4.079454677296092,0.0,100.0,126645.8545657217,0.0,9633058.466021778
17,11249950.474000003,1972056.2656,1076348.3484,53274248.24,9258147.908,2036657.0,4263716.0,10042229.0,0.0,702027.75,2974704.75,125769.9609375,1782983.625,193646.53125,174982.6875,877619.9375,0.0,0.0,0.0,0.0,2464452.75,11342531.0,0.0,82.57522456683918,12.153047127098139,96.25107657871574,100.0,12.153047127098139,100.0,3117656.6495479355,518171.41484562366,11762461.838693941
18,4603.376944,38904695.84,4597763.07,812943.7736,22903255.54,1010896.0,5735212.0,2435368.0,4190041.75,2939757.25,1872806.25,0.0,0.0,7426871.5,0.0,6439735.0,1743419.0,923752.4375,100179.5859375,207604.328125,0.0,0.0,0.0,20.944298424368085,73.60930433791688,8.526172898134634,100.0,92.43784273806669,8.526172898134634,3977274.300528427,5301506.24925473,207643.6863858435
19,1098452.6522,257477.2212,7789198.0079999985,74682.52954,1490404.4786,909579.0,9958012.0,1239574.0,0.0,2619497.5,66581.640625,0.0,719511.125,0.0,22352176.0,12545231.0,0.0,6719739.5,0.0,601107.6875,0.0,32371.56640625,3998260.75,-9.712954552085506,57.06814504994334,17.76532582061841,17.728436087155284,88.86077042536968,45.13090467195161,161254.13167718617,8848766.182250764,559430.9602782974
20,1429552.6622,1124584.4638,610949.3666,30810387.18,572478.6686,1607489.0,5434934.0,2179881.0,1172281.5,366437.375,0.0,1477597.5,335068.28125,0.0,0.0,0.0,78208.046875,755180.8125,329015.125,0.0,1299237.75,0.0,0.0,89.15143023529244,8.735079059957863,42.398714281910024,100.0,8.735079059957863,42.398714281910024,3136236.3206428266,474745.78175653034,924241.516875643
21,424563.9634,487892.4022,9731295.314,6473896.643999998,719703.411,146903.0,612801.0,177354.0,713522.0625,48839.83984375,1464033.625,930472.5,3556527.0,0.0,4740788.5,11061721.0,1116747.125,4320183.5,0.0,960989.25,0.0,212124.390625,124420.7109375,-100.0,-100.0,36.839295896201946,100.0,100.0,100.0,2816502.4560924442,10501448.590708839,304848.059423717
