,hst,chnst,z
0,92384.0,3139678.0,6075083.0
1,67022.0,8670574.0,11462844.0
2,74161.0,5148920.0,17192286.0
3,84592.0,3085135.0,20075407.0
4,127809.0,8819467.0,18571627.0
5,239360.0,5010697.0,21696575.0
6,543949.0,6453299.0,21203649.0
7,1092537.0,18728190.0,21978383.0
8,1739962.0,15819632.0,22166958.0
9,1865737.0,16862690.0,21014640.0
10,1698978.0,23843816.0,19044036.0
11,1992353.0,17355259.0,23560354.0
12,2237573.0,19907109.0,30754712.0
13,2416433.0,20202715.0,43179483.0
14,2561325.0,21761683.0,45157619.0
15,2597343.0,23040375.0,42352405.0
16,2487363.0,21407700.0,21168254.0
17,2680027.0,22687463.0,9781407.0
18,3050704.0,21762235.0,4779964.0
19,3133874.0,20946472.0,2718714.0
20,3333434.0,19701908.0,1615301.0
21,2070065.0,12970379.0,1254911.0
22,679776.0,7293435.0,1656083.0
23,263563.0,4664754.0,2491738.0
24,140536.0,3788399.0,5059704.0
25,67748.0,2976341.0,10141159.0
26,62239.0,3080466.0,16772003.0
27,68932.0,2863260.0,19092370.0
28,107963.0,3666106.0,20013850.0
29,214233.0,4791298.0,22482220.0
30,521168.0,5334263.0,23465320.0
31,1067281.0,9118812.0,23484234.0
32,2612053.0,15316344.0,25520775.0
33,2060374.0,14309360.0,22153047.0
34,2150910.0,12454536.0,18553485.0
35,2239163.0,14675225.0,24144669.0
36,2338289.0,14664377.0,32599274.0
37,2398243.0,15448114.0,44873668.0
38,2534010.0,15505165.0,51650673.0
39,2424624.0,16102855.0,43476745.0
40,2297600.0,15411326.0,22827835.0
41,2427316.0,17021389.0,10541645.0
42,4200852.0,22251831.0,4661453.0
43,3175757.0,22821452.0,2356602.0
44,2474082.0,21588857.0,1707865.0
45,1695432.0,12850496.0,1474379.0
46,679756.0,6980362.0,1515933.0
47,262410.0,4770198.0,2263576.0
48,147984.0,4569343.0,4991962.0
49,84078.0,3888141.0,10303161.0
50,74573.0,3909746.0,17931407.0
51,102985.0,3184756.0,23068400.0
52,135932.0,3758149.0,21500506.0
53,244160.0,3768561.0,26989693.0
54,560990.0,6767215.0,29495410.0
55,1180511.0,11205393.0,31474520.0
56,2005957.0,16755910.0,33328662.0
57,2826089.0,17505130.0,30898823.0
58,3098156.0,19063407.0,24752496.0
59,3469857.0,19367899.0,33112189.0
60,3708163.0,19472826.0,47791987.0
61,3938286.0,19979631.0,61285343.0
62,4204522.0,22055749.0,67929524.0
63,4484277.0,24375338.0,47373402.0
64,4376604.0,25809156.0,25606261.0
65,4400107.0,29417609.0,8924732.0
66,4704148.0,29566785.0,3828624.0
67,4405077.0,28711738.0,2256717.0
68,2676301.0,21451592.0,1528690.0
69,1329183.0,10802537.0,1212603.0
70,405377.0,6522117.0,1778400.0
71,131271.0,5474140.0,2396626.0
72,89771.0,5606041.0,6719548.0
73,66215.0,3982026.0,14616940.0
74,78671.0,3937593.0,23933729.0
75,120570.0,3470766.0,27015827.0
76,189690.0,4509916.0,19747658.0
77,365655.0,6080153.0,25997505.0
78,941347.0,9677423.0,28464745.0
79,1640693.0,17563394.0,34974013.0
80,2253406.0,21441229.0,39042184.0
81,2661861.0,20365977.0,29596097.0
82,2377981.0,18687572.0,25553637.0
83,2685405.0,20117220.0,33018477.0
84,3012596.0,22174117.0,46798971.0
85,3403173.0,21706602.0,58912029.0
86,3518085.0,23528682.0,61275254.0
87,3469337.0,23941770.0,42805495.0
88,3829417.0,27695377.0,19164460.0
89,5150577.0,28852075.0,7147844.0
90,4938204.0,28293245.0,3173473.0
91,3694059.0,40726877.0,1803445.0
92,2776349.0,29304431.0,1344240.0
93,1067995.0,12834398.0,1020577.0
94,293185.0,12945286.0,1464696.0
95,100015.0,5037664.0,2425379.0
96,72120.0,3533857.0,6462115.0
97,50888.0,8547384.0,15744495.0
98,60927.0,3296316.0,20788798.0
99,98815.0,2868472.0,22230841.0
100,200533.0,7889166.0,17253772.0
101,443293.0,5146884.0,21850885.0
102,1162018.0,8759583.0,24907938.0
103,1843719.0,22341992.0,28230441.0
104,2349752.0,15687475.0,32040862.0
105,2190123.0,17425750.0,29175927.0
106,2340654.0,29198516.0,21532943.0
107,2823536.0,22107524.0,26768119.0
108,2987305.0,21307919.0,42102004.0
109,3145323.0,35688782.0,50653336.0
110,3001009.0,22089364.0,48755973.0
111,3076505.0,20350002.0,35542573.0
112,3154513.0,31412691.0,19909601.0
113,3585480.0,22492544.0,7625151.0
114,4344937.0,23331500.0,3640739.0
115,3816330.0,34646303.0,1778426.0
116,2497665.0,18705260.0,1263052.0
117,1019826.0,9810340.0,1014905.0
118,297655.0,10998577.0,1205346.0
119,103456.0,3662516.0,2406221.0
120,57202.0,2782065.0,5794498.0
121,48388.0,7048456.0,13496256.0
122,54612.0,2921111.0,19329710.0
123,84710.0,2732693.0,20653729.0
124,172123.0,8138121.0,16448955.0
125,410771.0,5102521.0,19321434.0
126,1184034.0,8624668.0,22587477.0
127,1855278.0,20663242.0,24009940.0
128,2063678.0,13144547.0,21815390.0
129,1734972.0,13481014.0,18305795.0
130,1833362.0,26046899.0,12985303.0
131,2489990.0,18296757.0,19628821.0
132,2809965.0,20074827.0,34698832.0
133,3013129.0,35553957.0,45892631.0
134,2977870.0,23757118.0,47948114.0
135,2795816.0,27296280.0,35483623.0
136,3041404.0,43722227.0,18100383.0
137,3463591.0,25966735.0,6816973.0
138,3838029.0,22237964.0,2892623.0
139,3562440.0,34510230.0,1728844.0
140,2324673.0,21561043.0,1167450.0
141,948888.0,11834539.0,1045406.0
142,292814.0,14981163.0,1423144.0
143,115038.0,5321823.0,2064983.0
144,65248.0,4179593.0,5614929.0
145,152327.0,11021143.0,13487705.0
146,130768.0,4579884.0,20865759.0
147,165516.0,4595903.0,21109037.0
148,284157.0,12652042.0,15791933.0
149,580804.0,7439329.0,19790500.0
150,1462652.0,11687260.0,21796698.0
151,2175457.0,28142609.0,23211862.0
152,2782333.0,20913495.0,25705535.0
153,2444747.0,19228156.0,23197018.0
154,2536796.0,32909600.0,17470571.0
155,3390588.0,24074838.0,25627681.0
156,2743439.0,20853781.0,34891896.0
157,2987850.0,33191197.0,44161990.0
158,2875299.0,20799776.0,48082654.0
159,2548108.0,20221540.0,34251615.0
160,2534273.0,31762829.0,18206356.0
161,2785141.0,20627820.0,6906456.0
162,3288293.0,20948263.0,3309043.0
163,3098539.0,33832015.0,1937174.0
164,2117796.0,17407364.0,1355791.0
165,1026941.0,12394817.0,1168656.0
166,438923.0,14879651.0,1509633.0
167,104008.0,5786024.0,2393877.0
168,55909.0,4524111.0,5685136.0
169,48423.0,10862430.0,12459905.0
170,61594.0,4484022.0,18621501.0
171,93879.0,3975893.0,18240496.0
172,166992.0,9273021.0,12296510.0
173,341728.0,4994398.0,16493533.0
174,972333.0,8538522.0,21348459.0
175,1558242.0,25457371.0,22078887.0
176,2517269.0,15539044.0,24079290.0
177,2009066.0,14351714.0,22104717.0
178,1836362.0,26071647.0,16269756.0
179,2193782.0,17288370.0,18746329.0
180,2107912.0,16888551.0,24521214.0
181,2332692.0,30492900.0,31718774.0
182,2262944.0,18709120.0,39306368.0
183,1983865.0,17031691.0,32730682.0
184,1918888.0,33143146.0,18441514.0
185,1706122.0,18841258.0,7932039.0
186,1809785.0,23177040.0,3540550.0
187,2267695.0,26257351.0,2062850.0
188,2034824.0,14698577.0,1437454.0
189,1062675.0,10600972.0,1062330.0
190,545263.0,18280768.0,1433391.0
191,268012.0,9775435.0,2835868.0
192,164804.0,6689255.0,5318736.0
193,149847.0,12832430.0,10437358.0
194,115867.0,6652276.0,15376871.0
195,135456.0,7016351.0,19322319.0
196,198466.0,18053843.0,19336155.0
197,351271.0,9129793.0,22223976.0
198,783556.0,8582683.0,23179756.0
199,1509857.0,23939406.0,22371300.0
200,1947014.0,14056686.0,23793690.0
201,1631114.0,12648210.0,22594067.0
202,1783534.0,22201752.0,20068151.0
203,1809756.0,12574127.0,23155518.0
204,1899540.0,13010639.0,31990183.0
205,2137780.0,26620922.0,41534693.0
206,2155836.0,17137855.0,48259294.0
207,2079576.0,16825044.0,39568585.0
208,1801779.0,27047362.0,22884566.0
209,1898871.0,17328495.0,10581380.0
210,2271195.0,15362484.0,4457441.0
211,2469702.0,26902751.0,2283855.0
212,2723754.0,16553081.0,1350500.0
213,1862604.0,12214388.0,1361419.0
214,656142.0,14341391.0,1335158.0
215,238637.0,5721105.0,2259737.0
216,91217.0,3741648.0,4146026.0
217,46635.0,8889437.0,9433985.0
218,40850.0,3828393.0,17002498.0
219,50612.0,2819588.0,19436111.0
220,94850.0,8168686.0,18216436.0
221,199444.0,4968111.0,22759431.0
222,491298.0,5353943.0,26476006.0
223,1080919.0,14886940.0,27450231.0
224,1905516.0,11864919.0,28136366.0
225,2509409.0,14307975.0,26488008.0
226,2919926.0,24076086.0,22185653.0
227,3088390.0,16770509.0,25391728.0
228,2948711.0,15633146.0,35627511.0
229,3319548.0,28002464.0,48556988.0
230,3459339.0,20134853.0,56285719.0
231,3608621.0,19883954.0,41445122.0
232,3903778.0,31755198.0,20725260.0
233,3876560.0,23258865.0,7720256.0
234,4042124.0,23802978.0,3500558.0
235,4334048.0,43157677.0,2012923.0
236,2754766.0,24709961.0,1390031.0
237,1329233.0,13359581.0,1210390.0
238,398297.0,15301709.0,1664742.0
239,165583.0,4880722.0,2083845.0
240,60823.0,4379813.0,5238133.0
241,50674.0,10616976.0,11521320.0
242,62110.0,4753436.0,18153409.0
243,92248.0,4554983.0,21482808.0
244,169638.0,11062061.0,16520944.0
245,366928.0,7337016.0,20524047.0
246,1036015.0,10739301.0,23470066.0
247,1713198.0,25712998.0,24734173.0
248,2332153.0,18312508.0,27277457.0
249,2060936.0,18709977.0,23371331.0
250,2419656.0,30494397.0,18483673.0
251,2799943.0,21252470.0,24806999.0
252,3057449.0,22736672.0,34564531.0
253,3344798.0,39580617.0,46850367.0
254,3574006.0,28834343.0,48191304.0
255,3304327.0,24067351.0,33813485.0
256,3530268.0,43655294.0,14906684.0
257,3807063.0,30213220.0,5934303.0
258,4035124.0,26709901.0,3131849.0
259,3561725.0,43931011.0,1759424.0
260,2236209.0,21553283.0,1465805.0
261,1014705.0,12363836.0,1330833.0
262,265494.0,15036186.0,1509956.0
263,118159.0,5421777.0,2309861.0
264,55937.0,5285814.0,6130038.0
265,47218.0,10990166.0,13164902.0
266,58391.0,5647605.0,18896098.0
267,84286.0,4768332.0,20434091.0
268,162166.0,9329833.0,15364236.0
269,376348.0,6007715.0,18229557.0
270,1102281.0,10683975.0,21340427.0
271,1897641.0,28254325.0,22965409.0
272,2795541.0,21520324.0,25248242.0
273,2172075.0,20665994.0,24678959.0
274,2552764.0,33711233.0,18049815.0
275,3094156.0,20519894.0,22437389.0
276,3076065.0,24766904.0,32715246.0
277,3341903.0,43513103.0,45175420.0
278,3314520.0,29691094.0,48591555.0
279,3432478.0,30432920.0,34248192.0
280,3381313.0,42086424.0,15200123.0
281,3632021.0,32811521.0,6097219.0
282,4058083.0,26641341.0,2796282.0
283,5471151.0,39170719.0,1465896.0
284,2451086.0,22265502.0,1167421.0
285,847488.0,13420912.0,1087227.0
286,261546.0,16063250.0,1477313.0
287,88150.0,6633359.0,2300462.0
288,43415.0,5097930.0,5915375.0
289,37989.0,11168446.0,13192162.0
290,49077.0,6770686.0,20234966.0
291,82027.0,4672431.0,20997143.0
292,191457.0,11829004.0,15872961.0
293,437399.0,7195979.0,20576303.0
294,1154386.0,9863144.0,23091866.0
295,1874870.0,26297765.0,26460424.0
296,2323686.0,19621393.0,25860411.0
297,2023241.0,19677408.0,23681387.0
298,1968565.0,27320399.0,18026345.0
299,2897418.0,22130798.0,21664246.0
300,3157718.0,22811760.0,31554076.0
301,3671240.0,41496176.0,42121222.0
302,3658293.0,26891504.0,45242882.0
303,3222573.0,26502776.0,34117548.0
304,3073321.0,39764328.0,15253096.0
305,3507598.0,25655630.0,6555935.0
306,3648960.0,23771041.0,2826844.0
307,4294412.0,34469913.0,1628524.0
308,2799467.0,19366597.0,1290618.0
309,1108364.0,11577726.0,1187767.0
310,362910.0,14900282.0,1569393.0
311,128798.0,5768779.0,2289230.0
312,72020.0,4550582.0,5958748.0
313,47615.0,8727789.0,13455969.0
314,61263.0,3755378.0,20263575.0
315,94175.0,4152671.0,20532728.0
316,172235.0,11045193.0,14536486.0
317,323637.0,7376804.0,18256608.0
318,925956.0,9407773.0,21272470.0
319,1514837.0,22847086.0,21255436.0
320,2022122.0,18642903.0,24728514.0
321,1854726.0,16852369.0,21460581.0
322,2065350.0,30757675.0,16294832.0
323,2242937.0,21136041.0,20767383.0
324,2457129.0,22923041.0,30683126.0
325,2889553.0,36716455.0,40322500.0
326,2845302.0,25097826.0,41713167.0
327,2611307.0,25652451.0,31174055.0
328,2722716.0,40673873.0,13002272.0
329,3219065.0,27959814.0,5500107.0
330,3782806.0,25391532.0,2640531.0
331,3369075.0,38295075.0,1502418.0
332,2292734.0,22849813.0,1096257.0
333,984599.0,13154993.0,884822.0
334,674636.0,17793991.0,1521368.0
335,484343.0,8904175.0,2593720.0
336,310495.0,7380997.0,5983462.0
337,222498.0,13905318.0,12917767.0
338,270061.0,7156382.0,18319142.0
339,347911.0,8875923.0,19639036.0
340,548440.0,14413493.0,14618147.0
341,1939615.0,11507184.0,20368008.0
342,1609581.0,11857841.0,21489791.0
343,1503766.0,23009943.0,20070548.0
344,1773355.0,17719373.0,33956413.0
345,1563616.0,16484865.0,33169298.0
346,1496387.0,28113508.0,14439000.0
347,1932398.0,16922578.0,16418846.0
348,2466234.0,17670313.0,22742528.0
349,2443013.0,27830356.0,28792702.0
350,2056717.0,16484215.0,38276560.0
351,1803718.0,16466813.0,49358432.0
352,1506507.0,24631938.0,18172987.0
353,1546549.0,14586470.0,9351783.0
354,1751512.0,14611482.0,11459678.0
355,1874740.0,26866651.0,2729664.0
356,1653121.0,15458735.0,1687094.0
357,879054.0,9695589.0,1098890.0
358,311546.0,14200626.0,1448296.0
359,102786.0,4907298.0,2515124.0
360,51387.0,3700205.0,5978982.0
361,35408.0,7633680.0,8524678.0
362,40522.0,3289896.0,16543943.0
363,62233.0,3962678.0,20233923.0
364,110213.0,7737478.0,18116111.0
365,305919.0,4258148.0,21136854.0
366,560483.0,4981363.0,23535635.0
367,947633.0,13813808.0,24991976.0
368,1790792.0,9700037.0,24192259.0
369,1931544.0,10612028.0,19486060.0
370,2648077.0,21363092.0,17212102.0
371,2594671.0,12885105.0,19964553.0
372,2717710.0,14455683.0,29788632.0
373,1995168.0,26204995.0,40343546.0
374,2157021.0,19453476.0,41345190.0
375,2114822.0,19015674.0,34597398.0
376,1905475.0,27432738.0,21075353.0
377,1931014.0,16885033.0,12017502.0
378,2837712.0,14942967.0,4090404.0
379,2412975.0,26981719.0,2096148.0
380,1967945.0,15776835.0,1429447.0
381,1169066.0,11142330.0,1209295.0
382,452742.0,13596217.0,1433246.0
383,194172.0,5399329.0,2282669.0
384,80911.0,3948640.0,4679001.0
385,49308.0,7213195.0,9564611.0
386,50663.0,3573774.0,16635866.0
387,68925.0,2772756.0,19913661.0
388,111551.0,7729338.0,18191790.0
389,215279.0,4219470.0,21975905.0
390,602024.0,4878194.0,24250786.0
391,1122540.0,15908725.0,25775432.0
392,1837924.0,13218884.0,27014958.0
393,2467325.0,15583129.0,24572856.0
394,2721740.0,29473665.0,21399467.0
395,3051030.0,19436886.0,25243260.0
396,3099673.0,17154116.0,37522486.0
397,3344352.0,29827537.0,51046322.0
398,3541920.0,21795149.0,56099115.0
399,3072957.0,22715999.0,38584742.0
400,3230117.0,35728148.0,16952375.0
401,3200204.0,22486088.0,6878022.0
402,3606069.0,25265439.0,3118966.0
403,3540186.0,37486616.0,1762891.0
404,2611958.0,23407876.0,1351497.0
405,1136335.0,12531239.0,1123223.0
406,372105.0,12723174.0,1450229.0
407,107359.0,4752530.0,2176786.0
408,57928.0,3830862.0,5279090.0
409,45567.0,7479855.0,12037718.0
410,65944.0,3241252.0,18268775.0
411,101306.0,4405229.0,20411283.0
412,171173.0,9925836.0,15433952.0
413,330169.0,6638066.0,18932403.0
414,1170477.0,10173838.0,21764338.0
415,1834171.0,26235845.0,25228694.0
416,2512638.0,20027347.0,26706860.0
417,2238720.0,18526276.0,22463289.0
418,2586450.0,29069465.0,18115627.0
419,2927155.0,21966428.0,22395964.0
420,3080990.0,23513938.0,33045750.0
421,3749492.0,40693321.0,44208366.0
422,3229683.0,27968500.0,44144675.0
423,2609143.0,30083201.0,30665161.0
424,2262409.0,35573524.0,13213429.0
425,2310119.0,22547253.0,5771718.0
426,2571592.0,27238491.0,3007260.0
427,2441803.0,37081313.0,1748732.0
428,1862715.0,19616171.0,506417.0
429,936018.0,12441018.0,373518.0
430,342048.0,14332355.0,1769825.0
431,129189.0,5690024.0,3368515.0
432,55706.0,5421033.0,7643960.0
433,48152.0,11456956.0,15519427.0
434,73728.0,4824958.0,19695216.0
435,88658.0,4942250.0,20173602.0
436,147155.0,18545588.0,16043213.0
437,276928.0,9796335.0,18924802.0
438,857094.0,12381947.0,13804533.0
439,1741832.0,25513125.0,6651621.0
440,2438215.0,20331940.0,7820985.0
441,2823011.0,20308810.0,7443678.0
442,3310474.0,34564636.0,5428454.0
443,3948668.0,23012780.0,7153216.0
444,3800842.0,25622599.0,10508236.0
445,4027442.0,54618428.0,15734358.0
446,5248857.0,65284982.0,15982746.0
447,3076162.0,33524538.0,9800316.0
448,3078281.0,39185960.0,5759111.0
449,2632461.0,56194534.0,3085065.0
450,3165595.0,102196079.0,1457975.0
451,3208895.0,75495817.0,829852.0
452,2430820.0,86499784.0,678029.0
453,941679.0,123644925.0,605986.0
454,327677.0,147305710.0,543513.0
455,116713.0,33341475.0,761051.0
456,53280.0,3345273.0,1472664.0
457,49186.0,6951286.0,3316880.0
458,91236.0,3328612.0,4990758.0
459,111946.0,2730319.0,5589252.0
460,198418.0,7756724.0,4299936.0
461,344071.0,4693850.0,5333129.0
462,1009496.0,7993019.0,6581657.0
463,1736001.0,23058713.0,7217335.0
464,2109823.0,18104096.0,7471570.0
465,2087177.0,22399492.0,6729017.0
466,2416000.0,34676354.0,5102846.0
467,2840137.0,19481551.0,6634540.0
468,2999440.0,19621204.0,13422251.0
469,3928501.0,38256679.0,14930872.0
470,3368990.0,24498312.0,14262098.0
471,2886418.0,21904809.0,11166114.0
472,2690355.0,36493916.0,6045662.0
473,2923141.0,24146184.0,3289913.0
474,3160986.0,23169821.0,1927307.0
475,3061329.0,36642325.0,1065036.0
476,2226771.0,19080831.0,591980.0
477,985243.0,13836009.0,450659.0
478,296027.0,15242985.0,554547.0
479,118658.0,5981335.0,612720.0
480,160225.0,5029977.0,1590336.0
481,185239.0,9480244.0,3356839.0
482,253950.0,4862124.0,4845426.0
483,306577.0,7293609.0,5670033.0
484,500566.0,12258891.0,3654936.0
485,640398.0,8752991.0,4467451.0
486,1681526.0,12831660.0,5092089.0
487,2665460.0,32666374.0,5188208.0
488,3057920.0,25752596.0,5899838.0
489,2731451.0,24994336.0,5619503.0
490,3184465.0,40820280.0,4221162.0
491,3939159.0,30124073.0,5150155.0
492,4082323.0,29435773.0,7807617.0
493,4347750.0,45921355.0,10510214.0
494,4153796.0,29831360.0,11636704.0
495,3268055.0,31730668.0,8369142.0
496,4119362.0,48979072.0,5548243.0
497,4611486.0,33871208.0,2540714.0
498,3558447.0,27552953.0,976284.0
499,4187035.0,37836288.0,543484.0
500,2662112.0,21711296.0,211117.0
501,1197001.0,13178641.0,136004.0
502,375564.0,13876907.0,135802.0
503,131131.0,5645485.0,233236.0
504,64465.0,4034341.0,675142.0
505,50427.0,8741368.0,1741726.0
506,92094.0,4041419.0,2909699.0
507,117084.0,3306146.0,3218830.0
508,219889.0,9211754.0,2330462.0
509,455274.0,6239372.0,3013936.0
510,1200843.0,10115080.0,3891068.0
511,1878640.0,22919434.0,3749020.0
512,2324471.0,17122212.0,4002022.0
513,1993442.0,15827776.0,3705979.0
514,1920217.0,24399018.0,2595012.0
515,2492119.0,15605371.0,3337799.0
516,2334561.0,15546614.0,5835714.0
517,2536808.0,27947163.0,8355120.0
518,2334412.0,17743114.0,9693087.0
519,1862451.0,15297989.0,8551061.0
520,1629515.0,23287224.0,4926021.0
521,1656216.0,13165045.0,2082615.0
522,1809190.0,13828899.0,850195.0
523,1942259.0,23768045.0,404612.0
524,1808760.0,15610922.0,232439.0
525,1095689.0,10762834.0,154426.0
526,444475.0,13523921.0,160376.0
527,148241.0,4910827.0,268508.0
528,58266.0,3541036.0,591782.0
529,47712.0,6759927.0,1204661.0
530,63892.0,2725564.0,2175445.0
531,81263.0,2268812.0,3280356.0
532,130828.0,6474874.0,3338093.0
533,246094.0,3334007.0,4221757.0
534,601241.0,5357272.0,4795812.0
535,1158201.0,14475298.0,5018194.0
536,1838597.0,10212322.0,5319404.0
537,1909100.0,10936255.0,5103548.0
538,2046972.0,19232590.0,3866922.0
539,2190459.0,12804778.0,5034409.0
540,2221483.0,12091389.0,7592574.0
541,2413514.0,31005668.0,10282739.0
542,2380286.0,17555747.0,12064230.0
543,2255279.0,15379492.0,10966518.0
544,1930164.0,25595017.0,6974119.0
545,1842451.0,15724319.0,3117038.0
546,2075167.0,14508660.0,1154205.0
547,2621506.0,27963086.0,426349.0
548,3324112.0,16146864.0,221560.0
549,1953415.0,9814593.0,138450.0
550,665233.0,11335783.0,124780.0
551,512190.0,5632188.0,204671.0
552,125202.0,3878381.0,434591.0
553,72555.0,7592500.0,1074808.0
554,74569.0,3548095.0,2338922.0
555,115770.0,2815038.0,3517533.0
556,153861.0,6139086.0,3599788.0
557,273872.0,3166508.0,4560242.0
558,623291.0,4155116.0,5376948.0
559,1255298.0,14825437.0,6088557.0
560,2569699.0,12804273.0,6487835.0
561,3282140.0,14014958.0,7627598.0
562,2806923.0,22997217.0,6818014.0
563,2682654.0,15564115.0,7820882.0
564,2857187.0,15191028.0,11196291.0
565,2930853.0,28149806.0,13993832.0
566,3257880.0,20501654.0,18214371.0
567,3544957.0,19222553.0,14228643.0
568,2752551.0,30004075.0,7377725.0
569,2688454.0,19314485.0,3211282.0
570,3018927.0,17389041.0,1457400.0
571,3197836.0,28200726.0,659727.0
572,2383511.0,16522550.0,390611.0
573,1157651.0,10706202.0,296582.0
574,440046.0,12816393.0,254689.0
575,144200.0,4245827.0,254791.0
576,66538.0,3168798.0,856422.0
577,50477.0,6978550.0,2266284.0
578,85275.0,2728156.0,3707239.0
579,131274.0,2455714.0,4577173.0
580,193497.0,8203437.0,3747538.0
581,340076.0,4766299.0,4649053.0
582,1031703.0,7427978.0,5509926.0
583,1886742.0,22198126.0,5377217.0
584,2589923.0,18042872.0,5557761.0
585,2706829.0,20363162.0,5003065.0
586,3021573.0,29873551.0,4258779.0
587,3642518.0,20323294.0,5766780.0
588,3760161.0,21294042.0,8613609.0
589,4096360.0,37087815.0,12649299.0
590,3924455.0,25080954.0,15018112.0
591,3133715.0,21846092.0,9876478.0
592,2865350.0,43210223.0,4903276.0
593,3126430.0,27452159.0,1947593.0
594,3352432.0,26331483.0,753603.0
595,3436618.0,39362598.0,331312.0
596,2656739.0,22123576.0,192991.0
597,1158097.0,12246289.0,141694.0
598,380901.0,13379022.0,154214.0
599,169048.0,4433967.0,265123.0
600,86205.0,3019513.0,835738.0
601,68589.0,9317055.0,2244830.0
602,100125.0,4452262.0,3652564.0
603,124033.0,3008743.0,3909587.0
604,213321.0,7278381.0,2911845.0
605,418599.0,4772866.0,3887142.0
606,1375544.0,8551183.0,4805798.0
607,2163605.0,23998075.0,4844647.0
608,2930215.0,18060504.0,5296262.0
609,2633026.0,17599083.0,4785741.0
610,2846862.0,33647235.0,3621859.0
611,3578427.0,24700651.0,4785292.0
612,3879407.0,22862867.0,7961417.0
613,4249299.0,40091634.0,11860743.0
614,3978187.0,27869740.0,14125259.0
615,3171830.0,23233500.0,9883829.0
616,3178766.0,37139195.0,4417055.0
617,3376412.0,25152377.0,1810772.0
618,3415010.0,25029004.0,699406.0
619,3468372.0,36915874.0,332957.0
620,2756872.0,21998368.0,202643.0
621,1186120.0,12239490.0,138302.0
622,402375.0,13357367.0,158237.0
623,154207.0,4690700.0,265707.0
624,78583.0,3775541.0,798797.0
625,68629.0,7846553.0,1906718.0
626,148466.0,4175098.0,2924564.0
627,2188079.0,6275305.0,3595360.0
628,3044947.0,12326367.0,2598028.0
629,734173.0,6856126.0,3608614.0
630,1197442.0,10126226.0,4240299.0
631,2078550.0,27122206.0,4430387.0
632,2471474.0,19253251.0,4912548.0
633,2285438.0,18197745.0,4436850.0
634,2676183.0,30009021.0,3448279.0
635,3304503.0,22538916.0,4294371.0
636,3650444.0,24901939.0,6995146.0
637,4075527.0,39513777.0,10367925.0
638,3618332.0,25394768.0,11863572.0
639,3436767.0,26846462.0,8802667.0
640,2740241.0,38775786.0,4150850.0
641,2992605.0,24878529.0,1771649.0
642,3575157.0,27118265.0,667944.0
643,3687410.0,38057435.0,307756.0
644,2547320.0,20877819.0,197520.0
645,1166943.0,13133142.0,132764.0
646,340318.0,11199299.0,123829.0
647,131582.0,4571913.0,233978.0
648,71098.0,3290226.0,712593.0
649,49673.0,11732368.0,1846517.0
650,99132.0,4126645.0,2969551.0
651,115315.0,3080958.0,3350000.0
652,190764.0,8847132.0,2488209.0
653,428642.0,7020095.0,3320900.0
654,1261086.0,11350557.0,3816229.0
655,1968165.0,28053743.0,3836810.0
656,2557369.0,22082645.0,4357835.0
657,2339429.0,24283449.0,3898191.0
658,2642960.0,35237242.0,2878115.0
659,3081409.0,29036701.0,3606509.0
660,3352109.0,35301336.0,6256475.0
661,3935167.0,55133423.0,9666194.0
662,3840668.0,37500221.0,10648874.0
663,3002111.0,32102965.0,7724608.0
664,2600056.0,41423739.0,3685660.0
665,2626330.0,25701089.0,1580460.0
666,2841751.0,26758189.0,658352.0
667,2873576.0,44134382.0,286230.0
668,2077650.0,24860482.0,174994.0
669,897991.0,15424829.0,123492.0
670,313017.0,16534995.0,133934.0
671,114680.0,5702831.0,219987.0
672,60491.0,5056733.0,697417.0
673,46580.0,9729907.0,1667948.0
674,80747.0,3993598.0,2669899.0
675,120528.0,3768494.0,3325804.0
676,189401.0,9363079.0,2377355.0
677,363616.0,6049769.0,3140457.0
678,1028272.0,8677342.0,3582488.0
679,1913148.0,24354744.0,3449521.0
680,2047049.0,18000475.0,3675351.0
681,1739500.0,16355814.0,3177662.0
682,1655200.0,25423842.0,2318625.0
683,1954594.0,17230716.0,2505742.0
684,1934147.0,15792407.0,4273362.0
685,2101207.0,27741169.0,6394455.0
686,1861786.0,16466056.0,8059926.0
687,1678369.0,15118385.0,7351228.0
688,1404073.0,25422957.0,4028460.0
689,1401600.0,16134334.0,1816943.0
690,1495393.0,14548463.0,698418.0
691,1639574.0,24213321.0,328410.0
692,1559456.0,13116755.0,167328.0
693,1012367.0,7990004.0,117420.0
694,400277.0,9786520.0,108081.0
695,195955.0,3706200.0,200462.0
696,96125.0,2482969.0,450643.0
697,56221.0,7001398.0,1071058.0
698,66397.0,2955075.0,2327980.0
699,86504.0,2732591.0,2679500.0
700,121413.0,6934690.0,2700930.0
701,201623.0,3972146.0,3337975.0
702,481181.0,7159350.0,3662726.0
703,989964.0,16985314.0,3778991.0
704,1893577.0,12461086.0,3745190.0
705,1768200.0,13847923.0,3422197.0
706,1801672.0,23213951.0,2929643.0
707,1825197.0,11995332.0,3465728.0
708,1982902.0,12726949.0,5702646.0
709,2257534.0,25678014.0,8423027.0
710,2947706.0,16111419.0,9905823.0
711,2229622.0,14683858.0,10211311.0
712,2294709.0,24512257.0,6162562.0
713,2168636.0,15095913.0,2930398.0
714,2388539.0,15526366.0,1087663.0
715,2235317.0,28425252.0,500145.0
