,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,203710,152369,113812,97562,97813,107179,132652,163782,191550,217303,235600,265224,290964,289895,284370,291219,285566,304938,324987,337548,351502,353774,326050,280757,0.93
1,b,95,82,109,173,300,893,3221,6762,9374,11484,10717,11180,9886,9845,9639,8073,7489,9477,10949,12974,8884,4578,1320,371,0.91
2,c,512140,272869,221243,269759,328832,371253,581407,944335,1286816,1622412,2147334,2037806,2142986,2346302,1956883,1968585,1606188,1563927,1587361,1931916,2255299,2068370,1092178,591844,0.945
3,d,2663472,769153,318552,244082,403615,3051170,13816046,56649168,101003644,154863218,262359924,182886252,174961256,200961838,182962290,226283641,108653517,94238493,108663704,164570112,246357125,173532481,58616089,12286979,0.915
4,e,44390839569,46599988784,50696160312,51617454748,42344848311,32840425434,24981307161,21820006208,21669823217,20596623169,22690545270,23351645939,29111743921,42985522326,64747624665,77732599077,84315479002,84485393735,85262937337,88696393605,85810179967,82763746562,68225846994,51474853808,0.95
5,f,6456456,2741950,1515181,1029718,962614,1852213,6256267,21758458,52904549,73822045,93923306,81412026,97662145,126632308,123787053,121244567,109318203,98729362,97747744,122879629,175057316,149853295,67783005,20575776,0.985
6,g,1,1,1,1,1,1,1,1,5,7,9,13,8,3,2,5,5,8,5,4,5,7,5,5,1.0
7,h,5135,2417,3770,6767,10847,32463,77473,176914,278345,358878,406939,372927,426349,441477,446603,475442,488089,558982,568187,578588,466348,255631,86048,22914,0.955
8,i,2771527,2024651,2265891,1930298,2159256,2891287,4869151,11487345,21545982,26524816,32920436,33715433,35564198,59665071,77620014,68138576,54612017,40475663,29834344,31309623,51624642,61625222,36736198,11089904,0.97
9,j,27196617,41700824,64433577,83645916,136908878,106615273,112307005,128243726,145366675,143319082,115021887,121949252,197102308,300559160,301745452,187282025,79705479,27435147,7588576,2870862,1404294,1572203,5018631,16018450,0.955
10,k,12133,30748,48009,91681,125521,175453,172136,152936,135044,138288,116904,116313,135647,160438,193164,213195,176276,100051,47617,18640,8099,5282,3586,11947,0.96
11,l,9,4,4,5,11,43,335,679,1017,971,1219,1413,916,893,800,746,824,1128,1398,1649,1095,419,108,49,0.91
12,m,264,498,1038,1627,2079,1837,1671,2806,4191,3828,3882,3101,2651,5444,4532,5982,3512,2357,1484,1006,999,629,424,359,1.0
13,n,14292,4745,2194,1671,1766,4586,29602,181982,776258,987968,1282255,1141320,1435176,1337126,1077305,951734,746968,635830,799265,994045,1327715,987594,412130,81055,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915
15,p,22879971,18280278,11172250,5819721,2150475,1057734,1307851,2972434,4317705,6087124,8357107,12100719,19238494,28392106,36751710,37833631,34290857,45164294,67113236,77182366,108963607,59729788,38099393,27138351,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,3137467,1771623,1747434,2638353,7236221,17687093,42166371,74868942,99928381,114332395,121533820,124737692,147579634,170812517,199319174,187137055,152946593,175991476,204519522,211783114,160834299,85472720,27652119,7812244,0.905
18,s,20517,7474,4424,3641,4472,17121,75234,348003,726688,802534,728058,740545,830999,812193,778921,806373,828520,1014011,1172788,1436404,1870038,1148443,501534,98243,0.9
19,t,67875,36424,35301,43867,74403,150215,329146,706751,1085400,1394778,1092624,1146453,1278521,1513041,1947880,2583334,2375136,2555327,3989586,4290293,2279538,1450465,713055,188434,0.96
20,u,87,26,24,37,183,1121,10657,34145,46271,39875,41705,34493,30315,27056,29802,30852,32289,46539,63435,59237,35734,12063,2559,438,0.975
21,v,766,3415,10632,22206,28632,22120,22910,25616,25021,26455,26959,19416,17877,46385,103454,118661,60769,22213,5443,1395,301,101,100,292,0.95
22,w,619,538,457,910,1098,758,533,896,1235,3917,5732,4200,1825,2690,1899,3096,1366,1805,2079,2157,1438,1092,953,1208,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,314084,1017122,2822550,4630751,5748802,3925129,5218552,6409396,6526879,6757321,6009781,4612570,6259394,10202436,14894573,17052545,12504559,5905482,2166768,786655,322508,189596,131926,174416,0.975
