,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,223435,165338,116874,95099,95882,108462,130639,158101,184055,214337,230321,270354,286994,313535,314382,333213,338716,369498,395522,419116,422869,407308,357977,283025,0.93
1,b,604,307,184,220,307,702,1671,4750,5530,7665,8131,8854,7890,10200,10494,13070,16703,21293,17977,19447,12861,6451,2001,479,0.91
2,c,527903,403816,225171,254911,262019,263090,270444,497161,579899,949512,1107919,1090755,1087347,1159977,1264385,1651642,1935906,2526026,2571890,3682207,3627323,2571708,1081616,441090,0.945
3,d,34202327,8424407,2511735,1075075,516436,604354,1727492,8247983,30441403,81541444,128325167,133438920,151341858,150907561,138639284,158451366,194970656,240181581,299637900,406529378,534523151,580343973,159565663,34497650,0.915
4,e,55879376193,51788430832,48584137990,48354190127,45443715133,38299957802,27392383089,21662187699,18414506597,17520211715,19000841534,20341365923,23312631239,30291890892,43098850647,61951809191,78979832285,91536493993,102840559907,108140676179,114949018165,115255157517,102771315110,79657934712,0.95
5,f,31834501,12262800,4756380,1619470,1142767,1143285,1698794,5189996,17498522,40870312,70318172,82717375,101093849,124435505,123685766,122876160,134453023,151143646,165927605,202399029,263316638,257596544,134534308,41553002,0.985
6,g,5,2,1,1,1,2,2,3,3,4,2,7,4,11,3,6,7,14,6,4,5,3,4,2,1.0
7,h,20376,8167,4657,5630,9410,25239,77637,177908,276963,424479,521063,572373,636037,719818,701018,802382,868695,972689,1029647,929979,764765,421612,143506,31145,0.955
8,i,12541599,4783698,2064300,1305524,1046934,1277612,1750248,4052136,10086063,16841877,25697055,35401657,44503054,67945152,80116896,69800130,59172724,57358312,44045809,51303503,94088161,92986104,47705396,16410064,0.97
9,j,32720899,61483271,82439245,99489648,108781201,138567628,147423641,154350006,180658325,165348196,165941644,175689168,318446228,463921994,490986131,471953688,136222858,38157824,10300794,3302249,1438717,1444448,3801638,14729188,0.955
10,k,9433,17958,35157,38429,48815,62670,76143,86859,102120,106190,116776,132454,173189,238956,249591,192094,105135,59075,24313,10548,4137,2179,2405,5000,0.96
11,l,58,18,8,6,5,10,29,100,256,605,710,1111,891,1474,1124,1237,1311,2053,1872,1875,1339,458,104,22,0.91
12,m,344,291,569,854,1314,1777,2244,2613,2891,2917,2610,3136,2768,5717,5817,7596,5637,4319,2503,1253,661,439,286,214,1.0
13,n,129620,29791,8212,2738,1679,1643,4542,34050,149913,382262,659368,776244,810125,922419,827793,845841,861741,1581008,1556952,1551314,1841096,1538606,595761,114937,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.915
15,p,19209537,13648286,9044302,6445847,2911881,1180855,619573,805530,2081528,3946647,8180630,10847789,15757834,22854741,34065531,53601728,59426438,66285409,85548997,104985232,107376823,87772329,61083759,35456634,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,8453859,4453878,1479817,1433458,2548905,6021967,16163032,38345346,71870073,100749112,122531321,142985894,160806282,167305060,182201442,196056605,220549595,241794824,259440888,273725109,226466756,125732149,46126796,12877484,0.905
18,s,100109,28299,9807,4881,3214,5414,15335,57444,223483,428370,511258,615667,630900,772368,741062,825861,981915,1145723,1168598,1525515,1819635,1293136,427424,106302,0.9
19,t,140626,59383,38454,43330,54701,88799,188163,426344,830146,1366425,1908458,2008479,2001728,2167238,2487887,2571099,2522155,2758929,3665603,4036104,2747659,1676710,993451,267604,0.96
20,u,425,129,54,32,42,125,479,1542,3826,7912,11630,15337,16156,19106,17520,19750,21558,24945,28935,33409,27148,14920,7183,7894,0.975
21,v,504,1849,6874,15165,19681,16159,18948,19681,19042,21285,18193,13608,14750,37076,72439,75367,41833,14393,3111,644,191,93,66,184,0.95
22,w,1414,1506,1191,1241,1386,1525,1222,1315,1520,4635,2207,2159,1709,2122,1715,2048,2130,2573,2872,3121,2882,2278,1653,1355,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,254037,602175,1479145,3074537,4861217,5393496,8290490,9477250,9799432,9346488,8421828,7426502,9335827,15405204,19532912,21651637,16231148,7792713,2844788,909266,390517,215186,152317,180213,0.975
