,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,228566,182935,148809,128820,118069,117978,130714,152605,178079,213389,224892,251467,266408,278942,276210,281191,259722,252762,269411,283689,295184,315059,304116,276389,0.93
1,b,177,141,204,396,539,1443,2029,4963,4820,6958,7228,9666,7908,11662,12164,14644,11027,10348,14424,17425,8515,4827,1944,710,0.91
2,c,124156,87773,51572,50376,55477,89569,120790,208953,384684,692188,759678,1023995,1098189,1490459,1426566,1358651,2204915,1702131,1897924,1413875,1828186,1357457,849369,438458,0.945
3,d,4218390,1357565,436274,300355,374675,1809144,10277721,45133596,90257123,137713662,162837838,167000283,197836151,216943340,198347075,168138494,113667481,107496959,116749980,165730084,337990274,238141857,68898106,15269611,0.915
4,e,43476202559,45720102672,44266628046,47184429522,40913260710,31154708455,22720227711,19031358093,16866037723,17783869194,20230536426,22053545986,29348689023,40021693739,53097162809,65864746439,72124163931,70173922666,64724656913,61038490467,69726589614,67217319764,59502653954,43169745466,0.95
5,f,13488799,5032580,2604150,1546922,1508883,2583186,5750181,14889582,31975069,61812361,70540031,59818834,80673111,90763930,88923372,88980357,76269725,65926298,69412569,96065478,151592611,157318237,82498079,25556225,0.985
6,g,11,3,4,9,9,13,8,11,13,24,30,40,22,39,64,106,104,57,53,32,10,12,36,22,1.0
7,h,11225,5403,6737,10502,18438,39982,83214,173304,245390,326951,430432,466970,514552,578497,631623,670528,657482,565195,520512,458318,390625,249348,112467,32608,0.955
8,i,4676621,2003038,1969922,1453850,1289485,1742984,2364845,6998290,14237040,22040386,31310320,35012772,47549797,76863022,75467807,59721076,39272812,25862483,18583687,21888547,46447280,50808531,41013695,16481202,0.97
9,j,31017570,56690583,97597606,134535460,187649809,158110242,172229601,190608848,198756685,163639848,133765143,152635215,259050000,338798347,360300262,238345813,89878698,31246837,9845982,3565550,1657237,1782846,5650837,17897294,0.955
10,k,15411,29769,40258,55159,46409,102598,105991,111517,120298,107527,83283,94535,106229,129614,165767,152743,75956,30075,17126,8081,3536,2832,4364,7786,0.96
11,l,19,13,20,27,26,70,86,423,375,631,665,832,519,624,835,599,532,366,655,652,448,263,180,105,0.91
12,m,284,521,1338,1878,2182,2493,1680,2900,7223,4431,3966,4695,3812,14703,11488,15851,12090,4676,3089,1659,422,470,744,569,1.0
13,n,26680,7420,3266,1975,2125,5593,22499,100416,287676,468911,604448,645609,697438,769955,779679,737204,555424,552182,806320,1140429,1476664,1369841,531158,117755,0.9
14,o,1,0,0,0,0,1,0,0,0,1,1,2,0,2,2,5,4,1,1,1,1,0,1,1,0.915
15,p,19601004,15022437,9797383,5822900,2243477,891793,762559,1207921,1778452,2733590,4457299,7793333,13098206,19821001,23989942,23965871,19930808,26703099,37145823,47907025,53842896,46115740,31993453,26786962,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,3478057,1657827,1280619,1587063,3214472,7522207,18441698,37420133,56783321,75647789,86558977,95648775,101520291,104178324,100709802,90969241,77488243,82532329,113398868,137362598,99640023,62537335,26780052,9094354,0.905
18,s,21814,9612,6837,5876,7157,18845,50140,156144,254844,337410,398800,440836,510300,573396,592203,541069,482180,452875,487632,616505,761563,620364,244357,66347,0.9
19,t,14303,20700,58841,184109,200105,195681,132716,306422,331678,277680,235055,281648,327472,478720,628194,531210,288633,121635,61667,41414,38191,21147,17071,14552,0.96
20,u,95,41,38,41,125,344,982,3258,4814,6559,7696,8045,8524,10606,10467,7097,5534,5484,7178,9215,7313,3660,1411,338,0.975
21,v,393,1624,7980,14926,18826,14243,13671,15418,22492,24366,19882,10301,10746,24883,68104,133665,77339,24053,7163,3058,1199,789,743,1451,0.95
22,w,2710,3102,3886,4065,4077,3677,2705,3800,5779,11980,9061,7435,7583,7084,6499,6629,5751,4049,4391,4168,3150,4089,3599,5599,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,331615,982193,2848594,5339317,6861982,6349111,7012711,7780238,8354254,8773044,6888021,4374567,4964699,9208531,12737079,13693123,11875576,5941235,2269812,904901,386980,203415,144016,153046,0.975
