,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,222502,160477,125401,104714,100246,120847,152783,182969,206900,226576,246103,277350,311449,342819,359855,374147,388545,441650,453380,470817,480830,442040,413350,300324,0.93
1,b,241,163,167,175,245,467,1122,3793,5839,7908,9294,8762,6370,8190,11206,12572,10477,11232,14725,13258,12559,9581,4343,1400,0.91
2,c,252916,187591,131195,131136,147353,163829,182679,400981,838129,1037583,1343023,1671158,1404481,1459949,1746632,2347154,3138369,4677480,3740897,4554672,3491788,2263894,1546699,855125,0.945
3,d,24313899,6887259,2026153,1157181,1189628,2024244,7810897,21096309,85957201,165238023,249687627,297254093,295737603,342957738,341389234,313640373,272727469,228946185,211151986,277679883,453995513,521037195,337535049,97611739,0.915
4,e,71735444725,66574527953,74533222705,80159762937,74687366623,60361472059,46016755594,33696787949,27170573392,24763025229,27404397372,27652311234,31738520284,40611603469,61817887313,91406635024,108501885586,119186768274,113299963033,111303585388,110307371375,114898009696,109041192085,87381711638,0.95
5,f,26242070,7546007,3567270,1776920,1313051,1851631,4361862,11303356,30238740,66557613,97036746,134062484,111427811,145415427,174791727,180540050,182950699,186564797,179213994,178285405,216181589,312878087,227873046,109721006,0.985
6,g,2,2,1,2,2,1,2,3,1,2,4,9,6,11,6,9,10,14,11,7,3,5,5,4,1.0
7,h,19930,7352,5053,5412,8056,19259,61020,134387,270415,364269,471404,529704,538638,604831,740861,901409,966528,1086466,983216,911697,817412,539934,278494,101115,0.955
8,i,23033017,7281110,4355402,3122732,3004502,2572137,2319239,6122520,13319563,25548843,37449975,50178551,57230810,79725626,96044504,101376803,82184288,60524514,47961892,33629267,36346051,57772885,65268979,44430057,0.97
9,j,27586315,47869892,72743060,95831439,157243604,120892709,133276580,152254216,166136947,137423793,121831077,156773852,269186246,312604468,285503234,218650764,82824835,26070244,7353351,2586771,1197851,1290628,3892740,14248431,0.955
10,k,11541,26355,46939,71458,93259,145067,165757,141949,113813,109639,85838,98071,110401,153632,164339,253889,241175,135388,58410,24609,8275,4202,2888,3908,0.96
11,l,22,21,18,8,23,32,95,480,759,872,1121,1118,1342,1218,1128,1357,1355,1861,2793,3462,2382,1443,415,107,0.91
12,m,215,500,822,1013,3385,3454,1567,2154,2536,3085,3010,3434,2641,4491,6105,28068,31443,3926,2193,1056,607,592,477,447,1.0
13,n,119758,25466,6282,4090,2870,2366,6161,27221,154929,643665,1057160,1344133,1548436,1743873,1695325,1879882,1503327,1869492,2317319,2000934,1646805,2228627,2411975,618573,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915
15,p,18387318,12365101,8131616,5508940,2915800,1235256,815397,1271260,2660355,4194936,5435990,7699749,11824920,17109969,25387561,33045027,37669662,45242213,59961974,70742849,77122750,111710394,77504347,42791220,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,5352646,2233420,1670688,2272207,5058204,12318160,31283663,68038529,103604887,133351666,148300045,156457299,166287835,192933206,214842436,228725645,235076408,268890129,325978043,358290610,311175921,170292386,56384593,16701406,0.905
18,s,75421,24826,12584,6772,6091,8908,79720,65593,268771,581321,874618,784683,788525,909406,981820,872766,857356,849172,1067269,1259612,1658749,1488240,870213,330330,0.9
19,t,105509,73745,75083,138542,416449,513578,517555,1230637,1752887,1929441,1604841,1971191,2257532,2562088,3395969,3640614,3000339,3300188,4249728,3534705,3180469,2068470,957603,352970,0.96
20,u,479,125,45,39,56,233,1015,11592,33505,46622,41115,45555,35507,36140,35282,47704,49984,68641,98761,122810,92511,46508,13781,2546,0.975
21,v,45152,3428,13509,25179,30729,20228,17079,22319,27578,27708,21840,13847,17332,83204,196140,121033,56060,15490,3031,684,174,173,158,438,0.95
22,w,1237,960,1641,2645,4044,2736,1667,2067,3242,3429,6289,4569,3152,3869,5036,4816,7069,14522,6339,5417,4138,4134,3506,2564,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,255084,656263,1857258,3942442,5678238,5563653,7085789,8279105,8444943,8875794,8112582,6245104,8348476,12685861,17434804,18458542,14745851,6706531,2444064,842449,424276,207668,152342,169546,0.975
