,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,213736,162735,118774,103972,90712,95695,113677,146574,186400,214548,232054,280298,322560,325855,317049,314159,309274,313833,334997,341294,361948,370823,351032,298887,0.93
1,b,185,136,162,346,686,1522,4235,7629,7452,10536,8675,8031,6935,6683,7591,7100,6935,7305,8994,11598,10988,5543,1528,730,0.91
2,c,183029,138948,77727,113397,81977,166363,257497,636323,872518,1231987,1189234,1011781,992500,1204273,1433781,1276589,1468217,1262120,1354115,1660347,2304960,1752007,876496,479988,0.945
3,d,3437139,1121840,501246,394425,617039,3917037,17677151,68014409,112244125,165685094,177023243,172344762,166639289,183793301,150695072,122120613,102342795,89814293,90955757,129572486,206946813,200865846,102368899,27713850,0.915
4,e,40663135193,41230916755,47535153874,45211112825,37200156925,27670628360,21713379933,19879343036,17923174684,18472943215,20872388572,22999359644,29978300966,40752148018,59646923769,71529751128,76197334713,75706030946,83899867780,77977948538,70946896315,67750344186,56272784693,43776326475,0.95
5,f,7050703,3019779,1809482,1208160,1171657,2172016,8030623,23186317,52558299,68983205,89894012,69850853,87709454,106854103,107259746,109561453,88469767,82135382,93176901,117008746,139526800,141908269,67325402,25418109,0.985
6,g,3,2,2,171,4,2,3,3,5,5,7,11,18,10,26,6,8,8,12,7,5,5,4,3,1.0
7,h,6403,3365,3626,6445,20794,38581,97842,220752,303981,355200,422041,414135,421908,429662,422876,445062,456984,410141,431618,431939,358368,200790,85963,33202,0.955
8,i,2967975,1738921,1616388,1449386,1611970,1962845,4158286,10916065,19474374,23844305,28179966,28497633,31510562,45532972,55032427,50295474,36206762,26421886,20013462,19057175,36033940,46358699,33709940,11138878,0.97
9,j,42828363,76309961,95139098,105976137,110236689,126467802,125189803,133617899,146303832,151936036,147594333,183406505,372599292,505872931,467902825,308974113,141649961,56736551,20257381,6193190,2685563,2762347,6496505,19366694,0.955
10,k,9003,17484,28352,53559,70361,88593,96646,94588,87844,89712,76943,82262,91540,100242,107741,90705,75649,51731,26936,10140,4294,2578,2712,5292,0.96
11,l,25,17,18,90,54,153,507,799,813,861,735,755,566,394,393,289,331,314,451,402,493,309,98,82,0.91
12,m,471,1109,2003,2473,2324,1471,1865,3291,4958,4126,2854,2620,3913,5659,6303,5456,3575,2924,2174,922,942,467,281,668,1.0
13,n,27236,6776,2914,2680,2176,4955,33447,197785,633841,843803,989683,888449,1029602,955448,850983,695832,576368,531153,753211,1072013,1569666,1470814,720037,213809,0.9
14,o,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.915
15,p,20135597,14948378,10691602,5676730,2296185,1002474,1061581,2126436,3209946,4821928,6863566,10219446,15818616,22542227,27428285,26742067,20871611,25526554,34042307,40823909,45053469,36590594,28062910,17976396,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,2424065,1401766,1384815,2450452,6655562,16729220,40750528,70519217,90918683,100499749,101564777,106542707,114677624,113752719,106392160,98463142,100214267,110432228,124782810,132747658,118229057,69629254,25712947,8168456,0.905
18,s,17868,8543,5593,5219,6489,21520,81037,330087,606055,758765,631139,592909,648227,520660,432185,404751,397997,398643,599271,797838,942572,703631,312676,130641,0.9
19,t,5721,6882,12179,25962,38527,45331,52866,89692,107491,109728,91597,78999,79525,93474,137822,146889,128652,87995,65301,40184,31175,23430,17939,9659,0.96
20,u,132,75,79,69,240,1169,13527,40514,50781,45093,39765,30828,20512,14626,12017,8699,8195,8952,10835,12337,11508,6210,1668,674,0.975
21,v,783,3639,13445,26444,28667,20147,16522,18186,24510,24709,17394,11083,13391,29522,62535,59031,38040,12477,2664,591,181,85,79,350,0.95
22,w,1941,2357,9893,8511,2621,1010,1510,1472,1422,4620,2507,3257,2520,3073,5973,6296,4159,3701,3571,2941,4095,2834,2230,4536,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,435659,1108060,2804473,4554310,5270371,3494939,4535248,5572113,5610026,6105449,4914805,3377827,4218825,6535707,9658076,11813405,10703144,6397236,2668330,933888,370153,191114,122379,134991,0.975
