,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,237270,192100,167880,138752,122341,121266,133747,153888,175200,199433,217102,246476,269252,268007,275287,267007,261915,250165,253791,270100,278075,290675,285929,273954,0.93
1,b,183,97,153,177,339,664,1706,3356,4379,4968,5344,6915,6899,6817,6845,5919,6129,4981,5651,7825,9700,6983,2458,1978,0.91
2,c,153476,86813,90556,76384,62655,60091,121932,205653,294484,432882,507119,547572,580075,555258,839136,776066,1008478,657854,562997,652982,809234,1142403,585418,257490,0.945
3,d,3959652,1101105,411955,311760,417879,2370829,13496604,45743582,89732864,129381206,155614735,150806883,176834144,184412453,167559013,133626611,94209431,83941046,85452296,133407770,205242959,169799401,70693795,15110838,0.915
4,e,35289097760,38282049799,38415622092,38447219981,33600212772,27036674898,22885315665,20207971190,17780325323,17238091372,17905343616,19707623232,25665008359,33342781772,44684504091,55430322371,61198689467,61015116942,61157748812,61387011568,61572628307,61606501540,52677175315,39738944150,0.95
5,f,7104186,3172640,2061287,1351572,893468,1513295,5001602,13375240,23880223,37458911,61288889,55305237,75505097,72189586,71065486,72117978,60180481,50365906,52127830,67954208,111647940,115726852,62352321,21792523,0.985
6,g,3,2,4,3,2,2,4,5,7,13,12,21,20,14,26,47,34,22,12,14,7,12,6,44,1.0
7,h,15826,8610,7815,10021,22138,52408,114074,180319,259045,309631,343242,397551,470660,506874,505915,524672,563853,487475,395062,358037,301659,228909,93590,34893,0.955
8,i,3447959,1214699,709595,550024,600132,1021297,2395086,5947626,13053657,20395040,27583191,28300768,28817678,36144011,41011192,39679613,31166409,22532498,15563349,16405759,27305685,34349499,25292508,10328352,0.97
9,j,41031642,70470716,93138505,128703594,182337082,147295403,151551963,167791339,174638477,151009279,125224711,138899096,219345231,301456278,301923862,210105789,99370097,30495742,8553409,3079380,1504099,2011637,6867558,20858912,0.955
10,k,14850,28846,39382,43889,36429,60781,66518,78048,75844,77360,53847,56450,63036,98329,105421,117013,66977,19884,9255,5844,3904,3136,4004,15393,0.96
11,l,68,31,53,73,60,58,168,311,387,562,497,583,563,397,373,356,376,419,408,696,648,606,218,116,0.91
12,m,235,434,833,1081,1093,1134,1258,1801,2117,2406,2318,2521,2566,4038,6714,8110,6027,3184,1646,904,491,720,462,297,1.0
13,n,25214,6455,3620,1693,1712,5101,23276,96352,269828,372146,499918,464046,560853,549853,547055,499918,365797,327455,444965,699019,1223790,1027412,468080,120724,0.9
14,o,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.915
15,p,13558857,10332970,6911770,3511368,1632230,823593,855489,1380134,2049219,3148345,4433701,6906297,10985234,15840959,19180986,20591654,16903680,21708861,27397262,33487625,37726272,41016408,29539983,18450210,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,3717376,1584248,1296637,1514799,3095711,7241440,18692216,38252753,58688259,71639683,84457039,88551650,94474299,95707679,92750085,87687983,77639489,77982432,89263892,105490288,106037046,71251065,30219672,10089504,0.905
18,s,27723,10291,7350,5265,5206,12267,38683,106019,198390,249522,304179,354985,381103,399785,381459,401501,371262,344538,365837,489156,612473,554464,287573,85018,0.9
19,t,18893,27853,59328,154307,151003,150615,118640,230317,227402,204163,268862,395293,501451,589282,645668,482272,228105,89525,40398,24392,20060,18700,16143,15770,0.96
20,u,129,45,44,52,95,323,1123,2863,8878,6887,6766,7200,7554,7494,7032,5842,4381,3921,4763,5509,7220,4481,1417,319,0.975
21,v,455,2595,11376,21618,24133,18949,15242,18864,24616,36813,20400,10989,9992,15402,28150,34714,20805,7859,1885,518,186,135,167,164,0.95
22,w,792,794,834,740,702,776,916,1276,1607,3349,3163,2442,2487,2274,2288,2215,2016,2080,1733,2054,1645,1641,1186,2063,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,470819,1567120,3936819,6014596,7199298,5980282,7156408,8684537,8870869,8374531,6759767,4377758,4973307,7675591,12230827,12856772,10329267,5213988,2053936,803405,353930,201688,142808,173576,0.975
