,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,217083,158404,115724,97575,102991,112980,139441,169488,198977,227357,254353,290543,310080,311062,319230,309260,322034,331086,353191,360680,372962,370051,340583,284623,0.93
1,b,417,273,277,472,663,1135,1979,4845,8310,12328,14568,13532,11099,16523,18929,17840,17963,18168,24931,18068,17081,10960,5680,1492,0.91
2,c,826201,526935,749499,363701,363992,377211,351460,580643,1157742,1656181,1790298,2107245,2292553,2138266,1955689,2134977,2508009,3536069,4146615,2990933,3779587,2270085,1118708,477288,0.945
3,d,13283860,2970131,840807,457817,249185,376813,2336450,11180011,44148730,79271027,119517409,126434652,132761354,144846610,170869505,144924286,125239203,108918187,109641009,119089048,168855142,214845897,154926721,66816549,0.915
4,e,49286064825,47546988114,52161965390,54431324958,50482137061,38285597073,28294063668,21970344767,18361064865,16997539077,17332407251,18015630133,21990147698,29085204394,42995630724,58035680870,67531540168,73244014378,73135561311,74442437115,69572659042,70345120527,65083198158,52832904791,0.95
5,f,16466549,5248034,2028809,1275588,904835,925432,2342138,8053087,23288680,47374435,62222340,81241931,64589492,83402374,102669997,104166672,111604217,117756146,121803269,116742436,142833155,177862818,132024212,63873800,0.985
6,g,4,11,11,12,6,11,7,6,8,13,15,39,21,21,17,18,36,26,24,15,16,8,5,11,1.0
7,h,31980,15951,12720,14099,17761,32315,87665,189503,336909,439628,538952,579527,602488,742435,999700,1140151,1268647,1310465,1045235,955720,804930,662716,386505,154201,0.955
8,i,11868090,6092946,3629477,2103614,1709031,1161682,1248401,3346839,6970277,12457878,16941379,21963244,23146254,25645146,35347587,42989742,42995017,38076653,33015136,33406579,27406670,48618776,43386893,31759400,0.97
9,j,22684204,41356833,59414150,80523675,123874880,101976457,114632698,115846467,116517960,109606450,99604394,104797349,168067956,187912436,216692284,152725176,55142663,19085102,5900611,2066562,1056478,1057233,2924564,9556076,0.955
10,k,12921,29704,52351,101731,116707,202567,210126,175541,126606,122602,132062,133636,131760,150600,173061,158671,88481,46464,20891,11161,15348,6926,3467,7150,0.96
11,l,24,17,13,17,15,27,66,318,605,728,1106,1189,997,1084,1280,1356,1344,1568,2278,2309,2019,1135,355,139,0.91
12,m,621,968,1337,1848,3056,2788,2272,2760,2758,2826,3212,4351,3029,4219,6376,6773,5902,4238,2724,1239,999,742,493,482,1.0
13,n,78614,18008,4930,2393,1759,1826,5588,29357,177431,768895,1009582,1377266,1075692,1481550,1450554,1072509,978323,769985,856588,1651507,1699981,1697808,1157248,408067,0.9
14,o,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.915
15,p,24689668,17389545,11670927,4958931,1212464,441685,311413,596985,1788113,3788214,7698312,13228339,19638014,26274231,29292221,27265774,31512137,40080379,46289680,50011901,49051590,67056319,43934310,31697244,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,6371153,3305772,2599819,3218505,5907976,12870304,27255047,52822876,76021519,103059009,111151992,114570816,122379901,136158306,147355842,158852664,163191227,176748209,196332647,196544593,164450016,109558240,49000006,18019109,0.905
18,s,93151,37819,15341,11810,9585,11868,25028,74598,300016,567651,820076,778164,802799,955465,940524,775273,753603,857878,927432,1010685,1292064,1373848,765440,287099,0.9
19,t,7812,14122,33490,112432,120687,97794,72306,158388,155380,121170,127185,139386,184543,267345,361244,287420,175071,83228,44520,22938,16052,10561,7980,6951,0.96
20,u,1908,437,293,139,154,383,1328,17978,63788,93385,78400,86555,76751,71276,55084,78683,104169,118477,144489,143643,123790,68902,25707,6092,0.975
21,v,490,2324,10059,18921,24338,16341,13230,15178,20657,20914,15305,9252,15649,44967,78535,75038,37346,10444,2297,526,160,96,122,289,0.95
22,w,24969,27558,24575,26205,39297,28020,28268,26822,28375,28236,49685,51923,65629,37615,25639,27362,26246,35035,34909,34617,36383,39431,34935,35063,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,447798,1335998,3150381,4748941,5672125,4190375,5268087,6188310,6228193,6530587,5815351,4451243,5719322,8492615,11103695,12453353,10394349,5256861,2092544,841072,434133,261821,214120,247417,0.975
