,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,226459,195482,162746,157053,162782,133139,138532,133765,154197,200688,194960,220690,236015,236617,225278,222632,197958,197721,243621,215508,238632,258527,256158,235616,0.93
1,b,174,101,132,1439,2451,1263,3882,6313,5046,5024,4877,6233,6092,5826,6815,6633,5218,5241,7058,12488,9549,5709,2236,565,0.91
2,c,251691,143557,65330,69596,67611,97271,152085,218838,343298,497353,613619,824102,755399,845724,1025511,1339907,1066381,1484573,1308533,1395063,2242756,1793819,1021093,623880,0.945
3,d,3342092,1077581,402997,264349,386752,2155389,13284057,50116401,94821723,140152368,161809385,176863163,196952610,200222082,174800502,149759519,115954275,101055591,109910902,190021412,257503865,189055535,67874190,14426468,0.915
4,e,40731988097,41436076987,45381857056,44325633922,35994679404,26195340719,18353489355,15789773688,14281813652,15853715809,16391909985,16712103556,23827791176,34512014038,48590083189,60330566556,65579570547,63922394179,61113410241,59587967391,59989742627,61621225767,56805639848,43445493963,0.95
5,f,7538349,3099029,1553408,993984,845018,1572914,4353577,13796509,30660521,45727315,60349702,59456233,74051983,80127004,82671421,81510272,70755903,62430010,67849963,88282670,163988351,171166801,73324403,25445495,0.985
6,g,3,2,2,2,2,7,5,5,4,6,7,25,10,13,16,17,15,13,10,8,7,8,14,9,1.0
7,h,8637,5260,6571,10627,19968,49538,105830,197080,252103,319104,358776,395965,456812,477883,524398,541448,576957,473553,383840,352055,344138,234778,87276,27086,0.955
8,i,5488909,3172754,2169662,1460074,1293063,1671528,2810391,7807479,16109985,24812222,34426956,36274295,36962139,50066218,53283114,51040045,41100241,28831697,19481296,24555288,51724435,65232440,45296810,15166130,0.97
9,j,32154620,55010474,85805572,111725451,170650537,133426093,140349144,184498011,189237923,148718493,113225709,112986288,170441465,311138058,286304224,182365290,67418210,21260754,6683441,2478364,1332575,1573697,5357828,18211699,0.955
10,k,12042,23256,30544,37731,30981,49879,57322,62288,59514,58412,44496,52844,70533,70674,75905,75397,34755,16767,6882,3053,1938,1529,2379,5283,0.96
11,l,16,5,6,5,9,53,94,149,177,210,196,478,304,277,261,189,154,206,167,224,281,140,90,41,0.91
12,m,273,250,397,752,985,1570,1579,2192,1777,1695,1768,2386,1894,2117,4238,6126,4635,3272,1804,923,583,381,486,361,1.0
13,n,16812,4111,2107,1421,1816,5966,29326,161383,484931,639196,751614,779434,914586,813369,733795,671241,482903,487518,710663,989709,1879414,1837540,564194,106503,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.915
15,p,17961652,14038554,8992424,4556046,1697658,720974,672256,1174721,1832491,2916588,4574006,7928515,13343730,18268349,22726266,22020601,18533574,22316186,29180084,38676565,48417485,40493142,27837345,22718595,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,3219576,1600684,1332776,1588340,3758003,8069910,18786409,37697664,55912924,67516631,74467324,84841946,93670143,89412725,83435869,84231981,69639944,68892504,85818713,100216348,88758849,58924115,23646103,7677810,0.905
18,s,19423,9810,6605,5135,6340,23317,83902,282433,508286,599845,572603,680475,758437,697183,598828,522330,472190,496017,525557,673388,848724,638753,245927,68052,0.9
19,t,26818,28448,59541,194428,210666,184245,135245,249650,262630,207791,169893,191551,222435,324215,411503,388048,246896,121054,54714,33910,34115,28573,22012,17299,0.96
20,u,105,48,36,51,109,325,1090,2936,4714,5195,5782,6615,6706,6620,6322,5234,3893,4306,5366,7540,7505,3743,1015,316,0.975
21,v,699,2639,10294,18814,23083,17143,14820,17288,23590,25670,19100,10687,11966,30866,65548,62161,32229,24985,9840,2746,1021,632,517,942,0.95
22,w,2922,2225,5003,8892,1237,1181,1447,1373,1472,4589,2840,3339,3601,2983,2703,2606,2221,2661,2112,2816,2641,3903,4020,3531,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,293557,907892,2519621,4119077,5078574,3922663,4847989,5863595,5993702,5999464,5189259,3642462,4514011,6681356,9481729,11186548,9049025,4358210,1933032,770494,364744,223888,151780,151536,0.975
