,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,317280,255650,214661,177752,173418,165755,170896,190494,211179,236955,258847,277077,333295,339849,338461,360371,355577,377615,394193,416907,429452,427277,411321,353905,0.93
1,b,404,191,152,186,314,373,878,2019,3605,6758,9024,6710,7746,9525,10285,11277,9452,10373,10907,10511,9621,7367,4101,1737,0.91
2,c,827638,399190,271285,186558,154658,100851,231323,258233,484146,779077,929494,1060851,1186450,1356543,1521601,1661701,1796877,1830443,1760434,1465194,1628682,1462615,1201208,684140,0.945
3,d,26150692,6840401,3447599,1158206,957177,920658,4935093,22968740,73082019,207776262,222012025,229600431,218180548,228179829,222672658,196831185,210559057,172613306,152664029,231281653,240467763,307074089,272535681,124111324,0.915
4,e,63902650509,59062592779,61255868046,66014678837,58062811812,42587512028,32202382591,22436398565,19580680810,18263408800,20637773114,21821567976,26348851699,33859305106,51197092168,72416581171,87557449510,93371480025,94012473966,87947410390,86941889719,82719623451,80634580516,67855260502,0.95
5,f,22493472,7033879,3322912,2140683,1259601,1262735,2171810,8769612,29089552,58580754,80659682,95771015,72777918,95335209,134105457,134138784,132618726,119413573,110589189,128881895,140017738,185438046,158072284,87689542,0.985
6,g,2,1,1,1,1,1,1,1,1,4,10,11,15,8,6,7,6,7,5,6,5,2,3,4,1.0
7,h,35400,10104,6102,4559,5569,8515,26346,67210,141451,225691,288794,426767,356826,429223,467203,505854,463184,503880,431478,459858,649266,380555,232104,101728,0.955
8,i,19026838,5818756,3231315,1897507,1520440,1139099,1380145,4491526,10949467,20492828,30831843,38503266,40505660,43580950,58248747,68052711,62773688,49875685,43843065,30201633,31090889,51393302,56639853,45770739,0.97
9,j,33009630,58957993,87508215,116694878,178877092,148895604,156542130,170569586,189186172,161069457,139905652,165061374,371804979,430539568,367584251,290098632,132615760,44032025,13274809,4762561,2062935,1712733,3576884,11920700,0.955
10,k,12220,25968,38420,66863,72137,124964,147070,144349,116399,116851,83261,95668,115569,122567,151147,150553,116807,79803,34228,13374,5448,2805,2481,3682,0.96
11,l,54,17,16,22,20,20,70,265,483,718,919,856,818,709,543,446,357,595,474,649,557,443,281,182,0.91
12,m,410,555,776,1076,1387,1281,1523,1787,2501,2641,2710,1830,2028,2561,3222,3773,2869,2928,1275,718,562,330,186,216,1.0
13,n,156615,26720,7088,3495,2850,2242,6903,37890,215630,897608,1088451,1443137,1285612,1411379,1178083,922677,797280,630139,690562,1100254,1372136,2077726,2143161,1135362,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915
15,p,21768236,12189523,6342526,2999482,1258497,438888,332473,623464,1698832,3765514,6920909,11777269,21169328,23384527,26220231,25233599,26187496,31012374,39920836,48026884,56256092,48331304,36771398,27040555,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,8936853,3828517,2531496,3072348,5365729,12900727,28747896,57972115,86834595,113825432,138859104,152717156,159825675,169950884,170342249,163021798,164853728,183267505,207487133,222810938,210606562,141964600,70896907,25037894,0.905
18,s,99174,29691,13055,7939,6836,6618,16853,57243,265055,557644,826077,733623,746088,868479,719163,618153,609063,634514,626497,1109188,1628973,2419098,1578818,522735,0.9
19,t,217735,111950,97812,168070,161971,166842,196872,554476,761512,898499,896784,977856,1194885,1410419,1567215,1368727,1029987,1005509,973232,1161334,1352012,1421591,1071958,481706,0.96
20,u,523,128,56,50,59,188,637,4991,16331,22706,25346,25733,23392,19552,15208,13923,13489,13135,14274,16445,17264,12720,6566,1891,0.975
21,v,283,1084,4867,10576,14874,11170,10769,12754,14502,16312,14696,11461,11987,36576,58427,55900,32555,12731,3390,920,313,152,103,127,0.95
22,w,572,689,563,715,645,2063,721,672,942,1430,3660,1916,1497,1645,2168,1936,1876,2068,1556,1871,2598,2097,2023,756,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,194439,664885,2316873,4553370,5831280,4954316,6372631,7693013,7987362,7981930,6447761,4207087,4901555,7240029,10834383,13635215,14103281,8386040,3769528,1394778,559714,274718,150173,126896,0.975
