,job_type,hour00,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,slo
0,a,215322,152983,113187,102825,103354,118841,150920,178569,206877,233124,248983,293982,326821,339102,335656,341945,345990,378705,409285,415096,417401,384688,381949,303159,0.93
1,b,235,122,131,183,373,773,2680,5386,7646,10471,9308,11333,9774,12247,13971,12529,11676,13308,15686,15673,12430,6347,2623,971,0.91
2,c,242636,238817,177335,175822,217354,241777,419937,746513,1244276,1709645,1834397,1987772,1983213,2313926,2649776,3036634,3171258,2955113,3595978,3787979,3283998,2564766,1547274,785422,0.945
3,d,7508105,2086967,707928,400599,466997,1712607,9671768,41282185,100717017,174327318,214839604,225871506,262423921,286622140,254825471,217476804,159502188,142650348,159591729,267087430,321300989,228781095,99067037,23867349,0.915
4,e,52095471917,54161110402,62391792281,58313319856,49188704274,38727430575,29178753652,24999932500,22150362648,22376342945,23891776072,28691396098,37607653897,51030739586,71837779815,88664889180,94713761146,95692042412,99541677728,98069839712,93991708975,92632692792,82966274198,58175226248,0.95
5,f,9589573,3370841,1705522,1138831,1109949,1940815,5950506,16711897,41097630,66805573,102699427,93277900,121034530,134265709,136178737,136263736,128606571,119593623,129698762,147372484,211088849,172424915,94414447,27719473,0.985
6,g,2,2,1,30,219,0,1,1,2,4,4,12,12,21,5,8,5,5,6,6,6,9,12,13,1.0
7,h,17926,6458,4292,6190,12781,30802,74687,177806,325645,510390,605534,693630,770154,826688,804027,734401,735902,748385,815550,818355,696514,394887,160755,47197,0.955
8,i,4740768,2989331,2802555,2184722,2307318,2887835,3852762,11057785,25592698,45825199,68339112,68541511,73985796,114246661,127549867,111740103,83391490,60316777,39628610,40181556,71360726,74949065,53871919,15423242,0.97
9,j,29581664,54055686,71287254,98793086,147336020,117374269,128561206,139157112,149614848,138876511,116320317,142932891,232832925,385858582,319178606,237654855,80652313,23114707,6491375,2459120,1246724,1626740,6117530,20558391,0.955
10,k,14311,29830,48796,85472,95707,158111,165241,161438,137838,135111,104955,119285,152282,204848,220675,246330,172452,101833,44752,16134,6186,2918,4202,8130,0.96
11,l,13,10,6,44,533,26,185,540,696,822,884,1323,1526,1103,1040,907,1127,1469,1987,1527,1125,479,154,83,0.91
12,m,338,797,1440,1634,2310,1954,1819,3057,4073,4422,2906,2957,3094,4925,6609,6357,3863,2499,1688,1020,881,484,528,792,1.0
13,n,25125,7100,2863,1673,1826,5179,28667,158717,648746,849943,1216398,1178534,1634846,1743174,1495352,1314650,942766,842394,1136498,1434852,1721815,1393279,550749,96089,0.9
14,o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915
15,p,25952881,19857644,12223518,6489483,2184766,977545,810316,1508686,3124513,6067814,10982416,17718196,28688009,40312701,47138696,45448351,41715700,54986624,69041503,76995353,84756781,66302795,52682587,36498726,0.94
16,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92
17,r,3280259,1762878,1710059,2793567,6977354,18007595,43404333,84815188,114529436,135100295,153213431,158499917,182075732,194048921,203536037,196813969,193707471,224450467,243030409,245075926,182831992,84791314,30503620,8677571,0.905
18,s,34188,13411,6839,5130,6998,18326,56738,232134,454392,716056,735094,800603,1026546,1106520,929118,840565,795629,873399,1116639,1366047,1372407,892923,367784,98189,0.9
19,t,75424,40035,35665,61230,103545,181765,333113,858148,1243627,1515053,1244205,1365150,1435589,1754264,2338474,2716954,2856216,3121533,3727384,3276368,2633482,1869758,797597,314015,0.96
20,u,135,45,26,34,139,755,6753,20708,34085,34363,39031,38076,36438,35129,38315,40238,44680,54993,70896,59002,39745,14591,3164,950,0.975
21,v,1131,4313,14429,25843,32410,21775,16880,18001,26000,27635,22520,13767,18380,49635,112577,116621,54931,16615,2919,551,217,106,140,424,0.95
22,w,1202,994,1094,987,2177,1262,1075,1773,2626,3685,2052,2285,2371,2409,4413,4383,4866,4642,1926,2487,2563,2232,2428,2220,0.985
23,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955
24,y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905
25,z,368103,1186666,3281498,5263228,6586371,4736313,6123812,7953655,7602914,7803130,6686617,5233002,6599294,10440458,14667710,16869442,13444360,6935510,2567035,966356,404867,224723,174643,208185,0.975
